dna_id,dias_avaliados,taxa_alvo_min_dia_pct,taxa_alvo_max_dia_pct,taxa_alvo_mediana_dias_pct,dias_acima_50_pct,dias_acima_58_pct,proporcao_dias_acima_50_pct,proporcao_dias_acima_58_pct,taxa_primeira_metade_pct,taxa_segunda_metade_pct,degradacao_segunda_menos_primeira_pp
DNA_0F3CE53D7650,3,66.66666666666667,100.0,75.0,3,3,100.0,100.0,75.0,66.66666666666667,-8.333333333333329
DNA_0F5FE823FA32,1,100.0,100.0,100.0,1,1,100.0,100.0,100.0,100.0,0.0
DNA_0F6BB946407D,2,0.0,100.0,50.0,1,1,50.0,50.0,100.0,0.0,-100.0
DNA_0F9D05010CF8,4,50.0,100.0,81.25,4,3,100.0,75.0,81.25,75.0,-6.25
DNA_0FC8CD8EFED0,2,100.0,100.0,100.0,2,2,100.0,100.0,100.0,100.0,0.0
DNA_1016F676957E,2,100.0,100.0,100.0,2,2,100.0,100.0,100.0,100.0,0.0
DNA_117945C7E9CD,4,50.0,100.0,87.5,4,3,100.0,75.0,87.5,75.0,-12.5
DNA_11B91A053005,4,50.0,100.0,83.33333333333334,4,3,100.0,75.0,100.0,58.333333333333336,-41.666666666666664
DNA_12165350A8AA,2,50.0,66.66666666666667,58.333333333333336,2,1,100.0,50.0,50.0,66.66666666666667,16.66666666666667
DNA_13989E9F24E9,3,66.66666666666667,100.0,80.0,3,3,100.0,100.0,66.66666666666667,80.0,13.333333333333329
DNA_15753472146B,4,66.66666666666667,100.0,100.0,4,4,100.0,100.0,100.0,83.33333333333334,-16.666666666666657
DNA_167949D8A9FE,3,0.0,100.0,100.0,2,2,66.66666666666667,66.66666666666667,100.0,100.0,0.0
DNA_168BDE65953C,4,66.66666666666667,100.0,83.33333333333334,4,4,100.0,100.0,83.33333333333334,83.33333333333334,0.0
DNA_16D7C5F77E91,2,33.333333333333336,50.0,41.66666666666667,1,0,50.0,0.0,33.333333333333336,50.0,16.666666666666664
DNA_17E1B7EE1B7F,3,0.0,100.0,100.0,2,2,66.66666666666667,66.66666666666667,100.0,100.0,0.0
DNA_184A7F891A9B,4,0.0,100.0,50.0,2,2,50.0,50.0,50.0,50.0,0.0
DNA_1CD7FBA80F50,3,0.0,100.0,50.0,2,1,66.66666666666667,33.333333333333336,50.0,100.0,50.0
DNA_1D4899DEA527,3,0.0,100.0,50.0,2,1,66.66666666666667,33.333333333333336,50.0,100.0,50.0
DNA_1DB7D86FEC6F,3,0.0,100.0,100.0,2,2,66.66666666666667,66.66666666666667,0.0,100.0,100.0
DNA_1E793D741215,3,66.66666666666667,100.0,100.0,3,3,100.0,100.0,100.0,66.66666666666667,-33.33333333333333
DNA_1F43317DBDF1,3,83.33333333333333,88.88888888888889,85.71428571428571,3,3,100.0,100.0,83.33333333333333,85.71428571428571,2.3809523809523796
DNA_1F9234FD4012,3,50.0,100.0,50.0,3,1,100.0,33.333333333333336,100.0,50.0,-50.0
DNA_200784D63B62,3,0.0,100.0,100.0,2,2,66.66666666666667,66.66666666666667,100.0,0.0,-100.0
DNA_220F5CDB9A4C,3,75.0,100.0,75.0,3,3,100.0,100.0,75.0,100.0,25.0
DNA_239E845429E1,3,0.0,100.0,66.66666666666667,2,2,66.66666666666667,66.66666666666667,100.0,0.0,-100.0
DNA_241F450E2DE1,4,0.0,100.0,58.333333333333336,3,2,75.0,50.0,25.0,83.33333333333334,58.33333333333334
DNA_24FF85DB4724,2,100.0,100.0,100.0,2,2,100.0,100.0,100.0,100.0,0.0
DNA_2539A49474E0,3,100.0,100.0,100.0,3,3,100.0,100.0,100.0,100.0,0.0
DNA_25755CE31F05,3,40.0,100.0,66.66666666666667,2,2,66.66666666666667,66.66666666666667,66.66666666666667,100.0,33.33333333333333
DNA_270AC6A9E750,3,0.0,100.0,50.0,2,1,66.66666666666667,33.333333333333336,50.0,0.0,-50.0
DNA_279BD6642AFF,4,0.0,100.0,75.0,3,2,75.0,50.0,25.0,100.0,75.0
DNA_27EB99DE00C9,3,33.333333333333336,100.0,50.0,2,1,66.66666666666667,33.333333333333336,50.0,100.0,50.0
DNA_280552AE4D03,4,0.0,100.0,100.0,3,3,75.0,75.0,100.0,50.0,-50.0
DNA_2A22C099C159,4,33.333333333333336,100.0,87.5,3,3,75.0,75.0,100.0,54.16666666666667,-45.83333333333333
DNA_2AA78FEE2F3D,3,66.66666666666667,100.0,100.0,3,3,100.0,100.0,66.66666666666667,100.0,33.33333333333333
DNA_2C7C4EEB27F8,2,0.0,100.0,50.0,1,1,50.0,50.0,100.0,0.0,-100.0
DNA_2D385610730A,3,0.0,100.0,50.0,2,1,66.66666666666667,33.333333333333336,50.0,100.0,50.0
DNA_2EB86B0CB4CA,2,75.0,100.0,87.5,2,2,100.0,100.0,75.0,100.0,25.0
DNA_2F81D1AF8F8D,3,60.0,100.0,80.0,3,3,100.0,100.0,100.0,60.0,-40.0
DNA_34233F371B93,4,66.66666666666667,100.0,100.0,4,4,100.0,100.0,100.0,83.33333333333334,-16.666666666666657
DNA_34D1682B82C7,3,0.0,100.0,60.0,2,2,66.66666666666667,66.66666666666667,60.0,0.0,-60.0
DNA_354C40710B58,3,0.0,100.0,40.0,1,1,33.333333333333336,33.333333333333336,40.0,100.0,60.0
DNA_358D498AE72E,3,40.0,100.0,50.0,2,1,66.66666666666667,33.333333333333336,40.0,100.0,60.0
DNA_369172CCFB17,4,0.0,100.0,100.0,3,3,75.0,75.0,100.0,50.0,-50.0
DNA_36F144CF65A6,4,50.0,100.0,83.33333333333334,4,3,100.0,75.0,75.0,83.33333333333334,8.333333333333343
DNA_370E5ECFD599,4,0.0,100.0,79.16666666666666,3,3,75.0,75.0,87.5,41.666666666666664,-45.833333333333336
DNA_37F259E0AF51,2,100.0,100.0,100.0,2,2,100.0,100.0,100.0,100.0,0.0
DNA_37FF78005FE9,4,66.66666666666667,100.0,90.0,4,4,100.0,100.0,83.33333333333334,90.0,6.666666666666657
DNA_38356210FAE7,3,0.0,50.0,0.0,1,0,33.333333333333336,0.0,0.0,0.0,0.0
DNA_383D9DF34358,4,43.75,91.66666666666669,72.61904761904762,3,3,75.0,75.0,55.208333333333336,85.11904761904762,29.910714285714285
DNA_38B853F46855,4,50.0,100.0,100.0,4,3,100.0,75.0,75.0,100.0,25.0
DNA_39BF79999921,4,100.0,100.0,100.0,4,4,100.0,100.0,100.0,100.0,0.0
DNA_39E0EA4335D7,2,71.42857142857143,75.0,73.21428571428572,2,2,100.0,100.0,71.42857142857143,75.0,3.5714285714285694
DNA_3A810E62CFAB,4,50.0,100.0,100.0,4,3,100.0,75.0,100.0,75.0,-25.0
DNA_3B02ABC63B44,3,0.0,100.0,50.0,2,1,66.66666666666667,33.333333333333336,50.0,100.0,50.0
DNA_3CD537351738,3,0.0,100.0,50.0,2,1,66.66666666666667,33.333333333333336,50.0,100.0,50.0
DNA_3E46707908B4,4,57.142857142857146,100.0,70.0,4,3,100.0,75.0,70.0,78.57142857142857,8.57142857142857
DNA_3E56B70A731F,2,100.0,100.0,100.0,2,2,100.0,100.0,100.0,100.0,0.0
DNA_3F23B4C3387B,1,50.0,50.0,50.0,1,0,100.0,0.0,50.0,50.0,0.0
DNA_400FB800A654,3,66.66666666666667,100.0,66.66666666666667,3,3,100.0,100.0,66.66666666666667,100.0,33.33333333333333
DNA_41436FAF00CA,4,60.0,100.0,81.66666666666666,4,4,100.0,100.0,71.66666666666666,90.0,18.333333333333343
DNA_41595B69E85D,2,0.0,66.66666666666667,33.333333333333336,1,1,50.0,50.0,0.0,66.66666666666667,66.66666666666667
DNA_43691691DA74,3,66.66666666666667,100.0,100.0,3,3,100.0,100.0,100.0,66.66666666666667,-33.33333333333333
DNA_449B83635188,2,33.333333333333336,100.0,66.66666666666667,1,1,50.0,50.0,33.333333333333336,100.0,66.66666666666666
DNA_454C2AF1E3D3,4,80.0,100.0,92.85714285714286,4,4,100.0,100.0,100.0,82.85714285714286,-17.14285714285714
DNA_45BFA82FC82E,3,33.333333333333336,66.66666666666667,62.5,2,2,66.66666666666667,66.66666666666667,62.5,33.333333333333336,-29.166666666666664
DNA_4620A3000395,4,83.33333333333333,100.0,100.0,4,4,100.0,100.0,100.0,91.66666666666666,-8.333333333333343
DNA_46CF488DD681,4,50.0,100.0,70.83333333333334,4,3,100.0,75.0,83.33333333333334,62.5,-20.833333333333343
DNA_47B9488E2463,4,0.0,100.0,90.0,3,3,75.0,75.0,100.0,40.0,-60.0
DNA_48D4B430C7FE,4,80.0,100.0,100.0,4,4,100.0,100.0,100.0,90.0,-10.0
DNA_48F2CF31D581,2,100.0,100.0,100.0,2,2,100.0,100.0,100.0,100.0,0.0
DNA_494555258ED6,2,100.0,100.0,100.0,2,2,100.0,100.0,100.0,100.0,0.0
DNA_498725606F18,4,33.333333333333336,100.0,83.33333333333334,3,3,75.0,75.0,50.0,100.0,50.0
DNA_4A8B95C90CC1,3,0.0,83.33333333333333,50.0,2,1,66.66666666666667,33.333333333333336,0.0,83.33333333333333,83.33333333333333
DNA_4AF1D5F50CC2,4,50.0,100.0,76.25,4,3,100.0,75.0,75.0,76.25,1.25
DNA_4B7CA5C2C782,2,100.0,100.0,100.0,2,2,100.0,100.0,100.0,100.0,0.0
DNA_4F2977ACA9F6,3,100.0,100.0,100.0,3,3,100.0,100.0,100.0,100.0,0.0
DNA_4FA4C1B43082,4,87.5,100.0,100.0,4,4,100.0,100.0,100.0,93.75,-6.25
DNA_50E975B46E3D,3,0.0,100.0,50.0,2,1,66.66666666666667,33.333333333333336,50.0,100.0,50.0
DNA_527C537E9BBB,4,0.0,100.0,75.0,3,2,75.0,50.0,50.0,75.0,25.0
DNA_52D724F93647,2,0.0,100.0,50.0,1,1,50.0,50.0,100.0,0.0,-100.0
DNA_52E0D6369D55,4,50.0,100.0,87.5,4,3,100.0,75.0,100.0,62.5,-37.5
DNA_532BE335AAA8,3,71.42857142857143,100.0,80.0,3,3,100.0,100.0,80.0,71.42857142857143,-8.57142857142857
DNA_55AC3640C003,3,0.0,100.0,60.0,2,2,66.66666666666667,66.66666666666667,60.0,0.0,-60.0
DNA_575CA6CFE943,2,75.0,100.0,87.5,2,2,100.0,100.0,75.0,100.0,25.0
DNA_59B7A0672312,4,73.33333333333333,100.0,84.52380952380952,4,4,100.0,100.0,86.66666666666666,84.52380952380952,-2.142857142857139
DNA_5B29B166BC76,3,0.0,100.0,100.0,2,2,66.66666666666667,66.66666666666667,100.0,0.0,-100.0
DNA_5B6B85395894,3,33.333333333333336,66.66666666666667,66.66666666666667,2,2,66.66666666666667,66.66666666666667,33.333333333333336,66.66666666666667,33.333333333333336
DNA_5C67446DBC61,3,100.0,100.0,100.0,3,3,100.0,100.0,100.0,100.0,0.0
DNA_5CCB7B3B1DDB,4,50.0,75.0,73.21428571428572,4,3,100.0,75.0,75.0,60.714285714285715,-14.285714285714285
DNA_5D6059A4B67E,4,66.66666666666667,100.0,90.0,4,4,100.0,100.0,100.0,73.33333333333334,-26.666666666666657
DNA_5E0BA78DB821,4,60.0,100.0,100.0,4,4,100.0,100.0,100.0,80.0,-20.0
DNA_5E844DE1A903,3,75.0,100.0,100.0,3,3,100.0,100.0,100.0,75.0,-25.0
DNA_5F17EEA638BA,2,0.0,50.0,25.0,1,0,50.0,0.0,0.0,50.0,50.0
DNA_5FF182AC503E,3,40.0,100.0,75.0,2,2,66.66666666666667,66.66666666666667,100.0,40.0,-60.0
DNA_6135DE744E37,4,33.333333333333336,81.81818181818181,73.33333333333334,3,3,75.0,75.0,50.0,80.9090909090909,30.909090909090907
DNA_615C44D1EC83,3,85.71428571428571,100.0,100.0,3,3,100.0,100.0,100.0,85.71428571428571,-14.285714285714292
DNA_625C2B7C54B9,4,60.0,100.0,70.83333333333334,4,4,100.0,100.0,83.33333333333334,67.5,-15.833333333333343
DNA_628F787ED9B5,3,0.0,100.0,40.0,1,1,33.333333333333336,33.333333333333336,40.0,100.0,60.0
DNA_629F4CF574CC,3,100.0,100.0,100.0,3,3,100.0,100.0,100.0,100.0,0.0
DNA_63F4D930DAD8,3,0.0,100.0,71.42857142857143,2,2,66.66666666666667,66.66666666666667,100.0,0.0,-100.0
DNA_64024AA702F7,2,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
DNA_6612D78FAE3E,3,0.0,80.0,50.0,2,1,66.66666666666667,33.333333333333336,50.0,0.0,-50.0
DNA_66AC9CFEA710,2,100.0,100.0,100.0,2,2,100.0,100.0,100.0,100.0,0.0
DNA_66F37DEE2F20,4,71.42857142857143,83.33333333333333,76.38888888888889,4,4,100.0,100.0,77.38095238095238,76.38888888888889,-0.9920634920634939
DNA_678815D30B0A,1,100.0,100.0,100.0,1,1,100.0,100.0,100.0,100.0,0.0
DNA_67BF56E6F6F7,4,60.0,100.0,86.66666666666666,4,4,100.0,100.0,80.0,86.66666666666666,6.666666666666657
DNA_6BD1657438B4,4,0.0,100.0,100.0,3,3,75.0,75.0,50.0,100.0,50.0
DNA_6BFF2F641F08,4,55.55555555555556,75.0,69.04761904761905,4,3,100.0,75.0,73.21428571428572,61.111111111111114,-12.103174603174608
DNA_6CBBC9B7979D,2,100.0,100.0,100.0,2,2,100.0,100.0,100.0,100.0,0.0
DNA_6CEF91CE8DEB,3,0.0,100.0,0.0,1,1,33.333333333333336,33.333333333333336,0.0,0.0,0.0
DNA_6D38AE4E4F5E,4,0.0,100.0,56.66666666666667,2,2,50.0,50.0,50.0,56.66666666666667,6.666666666666671
DNA_6D697D805F35,3,0.0,66.66666666666667,50.0,2,1,66.66666666666667,33.333333333333336,50.0,0.0,-50.0
DNA_6E65B1A267EF,3,0.0,100.0,100.0,2,2,66.66666666666667,66.66666666666667,0.0,100.0,100.0
DNA_6EDC41322556,4,0.0,100.0,50.0,2,2,50.0,50.0,50.0,50.0,0.0
DNA_6FA612A87BD0,3,0.0,100.0,87.5,2,2,66.66666666666667,66.66666666666667,87.5,100.0,12.5
DNA_732510572C91,3,25.0,83.33333333333333,66.66666666666667,2,2,66.66666666666667,66.66666666666667,66.66666666666667,25.0,-41.66666666666667
DNA_752D85E593E4,3,50.0,100.0,100.0,3,2,100.0,66.66666666666667,50.0,100.0,50.0
DNA_757C6CFC0731,2,100.0,100.0,100.0,2,2,100.0,100.0,100.0,100.0,0.0
DNA_76F811B50CCB,3,0.0,100.0,50.0,2,1,66.66666666666667,33.333333333333336,50.0,100.0,50.0
DNA_7DEF0FCAEF00,4,0.0,100.0,25.0,2,1,50.0,25.0,25.0,50.0,25.0
DNA_7E0528E09E26,3,0.0,100.0,40.0,1,1,33.333333333333336,33.333333333333336,40.0,100.0,60.0
DNA_7EE261923995,3,100.0,100.0,100.0,3,3,100.0,100.0,100.0,100.0,0.0
DNA_7F9214FF9BBF,4,60.0,100.0,69.04761904761905,4,4,100.0,100.0,83.33333333333334,65.71428571428572,-17.61904761904762
DNA_801455E7B190,3,66.66666666666667,100.0,100.0,3,3,100.0,100.0,100.0,66.66666666666667,-33.33333333333333
DNA_8074D439BE99,3,75.0,80.0,75.0,3,3,100.0,100.0,75.0,75.0,0.0
DNA_80D64ED2D20F,4,50.0,100.0,100.0,4,3,100.0,75.0,100.0,75.0,-25.0
DNA_83D3F6DDCA33,3,50.0,75.0,66.66666666666667,3,2,100.0,66.66666666666667,50.0,75.0,25.0
DNA_8676387BEA87,3,40.0,100.0,50.0,2,1,66.66666666666667,33.333333333333336,40.0,100.0,60.0
DNA_86B4984E6916,4,66.66666666666667,100.0,90.0,4,4,100.0,100.0,100.0,73.33333333333334,-26.666666666666657
DNA_87D404EEDC1A,4,50.0,100.0,87.5,4,3,100.0,75.0,100.0,62.5,-37.5
DNA_8922D4425ADE,3,66.66666666666667,87.5,80.0,3,3,100.0,100.0,80.0,66.66666666666667,-13.333333333333329
DNA_896C5CCD29FD,3,25.0,80.0,80.0,2,2,66.66666666666667,66.66666666666667,80.0,25.0,-55.0
DNA_8B1A08BDD880,2,75.0,100.0,87.5,2,2,100.0,100.0,100.0,75.0,-25.0
DNA_8B5DFEB81691,3,100.0,100.0,100.0,3,3,100.0,100.0,100.0,100.0,0.0
DNA_8CCDCFA5D8AB,2,100.0,100.0,100.0,2,2,100.0,100.0,100.0,100.0,0.0
DNA_8CDBB36CBCBF,2,0.0,66.66666666666667,33.333333333333336,1,1,50.0,50.0,0.0,66.66666666666667,66.66666666666667
DNA_945CCA561EB6,3,50.0,100.0,80.0,3,2,100.0,66.66666666666667,100.0,80.0,-20.0
DNA_959B8C8FDFED,4,100.0,100.0,100.0,4,4,100.0,100.0,100.0,100.0,0.0
DNA_95D05068BD64,4,0.0,100.0,66.66666666666667,2,2,50.0,50.0,100.0,16.666666666666668,-83.33333333333333
DNA_973119A96316,2,66.66666666666667,66.66666666666667,66.66666666666667,2,2,100.0,100.0,66.66666666666667,66.66666666666667,0.0
DNA_97AD30D78ABB,2,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
DNA_980C621DFC9C,3,0.0,100.0,66.66666666666667,2,2,66.66666666666667,66.66666666666667,100.0,0.0,-100.0
DNA_99AF8EE48A0A,3,66.66666666666667,100.0,100.0,3,3,100.0,100.0,100.0,66.66666666666667,-33.33333333333333
DNA_9B7A4D78E305,4,66.66666666666667,88.88888888888889,70.83333333333334,4,4,100.0,100.0,77.77777777777777,70.83333333333334,-6.944444444444429
DNA_9C10A16380AC,3,33.333333333333336,100.0,100.0,2,2,66.66666666666667,66.66666666666667,100.0,33.333333333333336,-66.66666666666666
DNA_9C2330692362,3,83.33333333333333,100.0,100.0,3,3,100.0,100.0,100.0,83.33333333333333,-16.66666666666667
DNA_9CCB6FCCE9D7,2,60.0,75.0,67.5,2,2,100.0,100.0,75.0,60.0,-15.0
DNA_9D0C557BE9C4,3,33.333333333333336,100.0,100.0,2,2,66.66666666666667,66.66666666666667,100.0,33.333333333333336,-66.66666666666666
DNA_9E3D83F3DB3A,3,50.0,100.0,60.0,3,2,100.0,66.66666666666667,100.0,50.0,-50.0
DNA_9EFBCD98CBED,3,50.0,87.5,80.0,3,2,100.0,66.66666666666667,80.0,50.0,-30.0
DNA_A158C44E2462,4,50.0,100.0,63.333333333333336,4,3,100.0,75.0,55.0,83.33333333333334,28.333333333333343
DNA_A18A72F5F778,3,33.333333333333336,100.0,100.0,2,2,66.66666666666667,66.66666666666667,100.0,33.333333333333336,-66.66666666666666
DNA_A1D21B1FDC5D,3,0.0,100.0,50.0,2,1,66.66666666666667,33.333333333333336,50.0,0.0,-50.0
DNA_A25328664744,4,33.333333333333336,100.0,77.77777777777777,3,3,75.0,75.0,50.0,94.44444444444444,44.44444444444444
DNA_A2C25249A193,2,50.0,100.0,75.0,2,1,100.0,50.0,50.0,100.0,50.0
DNA_A2CCB9BA9DA2,4,75.0,100.0,100.0,4,4,100.0,100.0,87.5,100.0,12.5
DNA_A41B4686A648,2,100.0,100.0,100.0,2,2,100.0,100.0,100.0,100.0,0.0
DNA_A46A006CDACD,1,100.0,100.0,100.0,1,1,100.0,100.0,100.0,100.0,0.0
DNA_A50C63B93A95,3,0.0,100.0,80.0,2,2,66.66666666666667,66.66666666666667,100.0,80.0,-20.0
DNA_A51A4C41D6E0,1,75.0,75.0,75.0,1,1,100.0,100.0,75.0,75.0,0.0
DNA_A61F45077ACD,4,100.0,100.0,100.0,4,4,100.0,100.0,100.0,100.0,0.0
DNA_A6366B77E8D0,3,50.0,100.0,50.0,3,1,100.0,33.333333333333336,50.0,100.0,50.0
DNA_A766C48B4FE5,4,55.55555555555556,80.0,70.83333333333334,4,3,100.0,75.0,73.33333333333334,65.27777777777777,-8.055555555555571
DNA_AA02437A95B4,2,100.0,100.0,100.0,2,2,100.0,100.0,100.0,100.0,0.0
DNA_AA315E3E83FE,4,50.0,100.0,83.33333333333334,4,3,100.0,75.0,75.0,83.33333333333334,8.333333333333343
DNA_AA5EF9069F15,2,50.0,100.0,75.0,2,1,100.0,50.0,100.0,50.0,-50.0
DNA_AA7FAA42A1C2,4,83.33333333333333,100.0,95.0,4,4,100.0,100.0,91.66666666666666,95.0,3.333333333333343
DNA_AACC8236FADF,4,60.0,100.0,75.0,4,4,100.0,100.0,67.5,87.5,20.0
DNA_AAF0124FD7BD,3,100.0,100.0,100.0,3,3,100.0,100.0,100.0,100.0,0.0
DNA_AC5D9139B93E,2,66.66666666666667,100.0,83.33333333333334,2,2,100.0,100.0,100.0,66.66666666666667,-33.33333333333333
DNA_ADE909EAB40C,4,16.666666666666668,100.0,65.9090909090909,3,2,75.0,50.0,33.333333333333336,90.9090909090909,57.57575757575757
DNA_AE4B58C7ADDC,4,66.66666666666667,100.0,83.33333333333334,4,4,100.0,100.0,83.33333333333334,83.33333333333334,0.0
DNA_AE9EA427A06E,4,0.0,100.0,100.0,3,3,75.0,75.0,100.0,50.0,-50.0
DNA_AEB3D8FA975E,2,100.0,100.0,100.0,2,2,100.0,100.0,100.0,100.0,0.0
DNA_AFF3F0195078,4,54.54545454545455,100.0,77.97202797202797,4,3,100.0,75.0,81.81818181818181,73.42657342657343,-8.391608391608386
DNA_B01B2D10C0E7,2,100.0,100.0,100.0,2,2,100.0,100.0,100.0,100.0,0.0
DNA_B123A1E6ECF4,4,100.0,100.0,100.0,4,4,100.0,100.0,100.0,100.0,0.0
DNA_B21E69DBB057,2,100.0,100.0,100.0,2,2,100.0,100.0,100.0,100.0,0.0
DNA_B22497B06940,4,66.66666666666667,100.0,90.0,4,4,100.0,100.0,100.0,73.33333333333334,-26.666666666666657
DNA_B245A3082638,2,66.66666666666667,75.0,70.83333333333334,2,2,100.0,100.0,66.66666666666667,75.0,8.333333333333329
DNA_B2D4FA3AE6B0,2,50.0,100.0,75.0,2,1,100.0,50.0,100.0,50.0,-50.0
DNA_B325CC709842,2,66.66666666666667,100.0,83.33333333333334,2,2,100.0,100.0,100.0,66.66666666666667,-33.33333333333333
DNA_B4262BCA8356,1,100.0,100.0,100.0,1,1,100.0,100.0,100.0,100.0,0.0
DNA_B5173119E64D,4,60.0,100.0,71.25,4,4,100.0,100.0,70.0,81.25,11.25
DNA_B608926487D8,3,0.0,50.0,0.0,1,0,33.333333333333336,0.0,0.0,50.0,50.0
DNA_B7901F5FE041,3,50.0,100.0,100.0,3,2,100.0,66.66666666666667,100.0,100.0,0.0
DNA_B8B7901F2244,4,0.0,100.0,0.0,1,1,25.0,25.0,0.0,50.0,50.0
DNA_B908787D59CD,1,33.333333333333336,33.333333333333336,33.333333333333336,0,0,0.0,0.0,33.333333333333336,33.333333333333336,0.0
DNA_B92FE778CF45,2,100.0,100.0,100.0,2,2,100.0,100.0,100.0,100.0,0.0
DNA_B9D6DF562BD6,3,0.0,100.0,50.0,2,1,66.66666666666667,33.333333333333336,50.0,0.0,-50.0
DNA_B9FBE776D570,2,0.0,100.0,50.0,1,1,50.0,50.0,0.0,100.0,100.0
DNA_BA2AECE01079,3,75.0,100.0,100.0,3,3,100.0,100.0,100.0,100.0,0.0
DNA_BAA5BFFDC026,4,50.0,80.0,60.714285714285715,4,2,100.0,50.0,65.0,60.714285714285715,-4.285714285714285
DNA_BB7A3B9B65D5,4,0.0,100.0,41.66666666666667,2,1,50.0,25.0,41.66666666666667,50.0,8.333333333333329
DNA_BD16C74539AB,4,0.0,100.0,50.0,2,2,50.0,50.0,50.0,50.0,0.0
DNA_BDDAB55D5E78,4,69.23076923076923,100.0,74.77375565610859,4,4,100.0,100.0,86.53846153846155,72.85067873303167,-13.687782805429876
DNA_BDF11E9FD35A,4,0.0,100.0,25.0,2,1,50.0,25.0,0.0,75.0,75.0
DNA_BF68E3CCCD78,3,50.0,100.0,100.0,3,2,100.0,66.66666666666667,50.0,100.0,50.0
DNA_BFC95FE3F66A,3,50.0,100.0,100.0,3,2,100.0,66.66666666666667,50.0,100.0,50.0
DNA_C06285A630DD,3,50.0,100.0,66.66666666666667,3,2,100.0,66.66666666666667,66.66666666666667,100.0,33.33333333333333
DNA_C18E60093772,4,50.0,100.0,62.5,4,2,100.0,50.0,75.0,62.5,-12.5
DNA_C3E62B6C5269,3,0.0,100.0,40.0,1,1,33.333333333333336,33.333333333333336,40.0,100.0,60.0
DNA_C5989630D0E0,4,50.0,100.0,66.66666666666667,4,3,100.0,75.0,83.33333333333334,58.333333333333336,-25.000000000000007
DNA_C65749F92451,3,50.0,100.0,100.0,3,2,100.0,66.66666666666667,100.0,100.0,0.0
DNA_C730BE8095AC,3,0.0,100.0,100.0,2,2,66.66666666666667,66.66666666666667,100.0,100.0,0.0
DNA_C75189E144B6,4,83.33333333333333,100.0,92.85714285714286,4,4,100.0,100.0,91.66666666666666,92.85714285714286,1.190476190476204
DNA_C7B9F0A98B44,4,66.66666666666667,100.0,90.0,4,4,100.0,100.0,100.0,73.33333333333334,-26.666666666666657
DNA_C85A73486321,3,0.0,75.0,33.333333333333336,1,1,33.333333333333336,33.333333333333336,0.0,75.0,75.0
DNA_C89225A60A2F,2,75.0,100.0,87.5,2,2,100.0,100.0,100.0,75.0,-25.0
DNA_C8954CD0A2BE,3,75.0,100.0,75.0,3,3,100.0,100.0,75.0,100.0,25.0
DNA_C933D2E4159C,2,100.0,100.0,100.0,2,2,100.0,100.0,100.0,100.0,0.0
DNA_C95F1A27E8FF,4,0.0,100.0,75.0,3,3,75.0,75.0,87.5,37.5,-50.0
DNA_CA55848B861F,4,100.0,100.0,100.0,4,4,100.0,100.0,100.0,100.0,0.0
DNA_CAB9507E140E,3,75.0,100.0,100.0,3,3,100.0,100.0,100.0,75.0,-25.0
DNA_CB717D7599A0,3,80.0,100.0,83.33333333333333,3,3,100.0,100.0,80.0,83.33333333333333,3.3333333333333286
