indice_base;dia_teste;classe_real;probabilidade_impulso;dna_score;alerta_dna;classe_prevista
880;2026-07-14;0;0,11414865117615557;11,414865117615557;False;0
881;2026-07-14;0;0,0867202116057874;8,67202116057874;False;0
882;2026-07-14;0;0,023354960317460313;2,335496031746031;False;0
883;2026-07-14;0;0,0642274668184383;6,42274668184383;False;0
884;2026-07-14;0;0,037187114845938375;3,7187114845938374;False;0
885;2026-07-14;0;0,061492347624855365;6,149234762485537;False;0
886;2026-07-14;0;0,013703930817610063;1,3703930817610062;False;0
887;2026-07-14;0;0,11879548234538517;11,879548234538518;False;0
888;2026-07-14;0;0,05090970588235295;5,090970588235295;False;0
889;2026-07-14;0;0,03150452380952381;3,150452380952381;False;0
890;2026-07-14;0;0,013270931029754561;1,3270931029754562;False;0
891;2026-07-14;0;0,06477974917239623;6,4779749172396235;False;0
892;2026-07-14;0;0,005882352941176471;0,5882352941176472;False;0
893;2026-07-14;0;0,16892710655395066;16,892710655395067;False;0
894;2026-07-14;0;0,10457501210818614;10,457501210818613;False;0
895;2026-07-14;0;0,031006899766899767;3,1006899766899765;False;0
896;2026-07-14;0;0,0607879222504405;6,07879222504405;False;0
897;2026-07-14;0;0,20837816012840168;20,837816012840168;False;0
898;2026-07-14;0;0,04472229912446415;4,472229912446415;False;0
899;2026-07-14;0;0,14409573250691946;14,409573250691945;False;0
900;2026-07-14;0;0,1975635060864119;19,756350608641192;False;0
901;2026-07-14;0;0,21762963368660468;21,76296336866047;False;0
902;2026-07-14;0;0,6398437782360424;63,98437782360424;False;1
903;2026-07-14;0;0,11925888640538153;11,925888640538153;False;0
904;2026-07-14;0;0,1479710499734184;14,79710499734184;False;0
905;2026-07-14;0;0,07245125027363417;7,245125027363416;False;0
906;2026-07-14;0;0,18009069912085976;18,009069912085977;False;0
907;2026-07-14;0;0,1348052185060352;13,48052185060352;False;0
908;2026-07-14;0;0,021329217273954114;2,1329217273954115;False;0
909;2026-07-14;0;0,02335488927832153;2,335488927832153;False;0
910;2026-07-14;0;0,019087615815556992;1,9087615815556993;False;0
911;2026-07-14;0;0,12391928227042845;12,391928227042845;False;0
912;2026-07-14;0;0,13570632090725795;13,570632090725795;False;0
913;2026-07-14;0;0,056528957253756396;5,65289572537564;False;0
914;2026-07-14;0;0,06641337606837606;6,641337606837607;False;0
915;2026-07-14;0;0,04884730548711812;4,884730548711811;False;0
916;2026-07-14;0;0,011769129720853859;1,176912972085386;False;0
917;2026-07-14;0;0,2171297169446353;21,71297169446353;False;0
918;2026-07-14;0;0,057117489393418173;5,711748939341818;False;0
919;2026-07-14;0;0,013455677655677657;1,3455677655677658;False;0
920;2026-07-14;0;0,06589568294577648;6,589568294577648;False;0
921;2026-07-14;0;0,14328580230160723;14,328580230160723;False;0
922;2026-07-14;0;0,0489427024594641;4,8942702459464105;False;0
923;2026-07-14;0;0,054797145925594204;5,479714592559421;False;0
924;2026-07-14;0;0,006;0,6;False;0
925;2026-07-14;0;0,023733611522412167;2,3733611522412166;False;0
926;2026-07-14;0;0,025436666666666666;2,5436666666666667;False;0
927;2026-07-14;0;0,04117111619628782;4,117111619628782;False;0
928;2026-07-14;0;0,07355575921662877;7,355575921662877;False;0
929;2026-07-14;0;0,0799297806228012;7,9929780622801205;False;0
930;2026-07-14;0;0,0490841140041066;4,90841140041066;False;0
931;2026-07-14;0;0,1078391068995417;10,783910689954169;False;0
932;2026-07-14;0;0,061171472155144686;6,117147215514469;False;0
933;2026-07-14;0;0,0057470238095238095;0,5747023809523809;False;0
934;2026-07-14;0;0,04258813431158204;4,258813431158204;False;0
935;2026-07-14;0;0,017596153846153848;1,7596153846153848;False;0
936;2026-07-14;0;0,08506489835700362;8,506489835700362;False;0
937;2026-07-14;0;0,011562943722943723;1,1562943722943724;False;0
938;2026-07-14;0;0,04675162998074897;4,675162998074897;False;0
939;2026-07-14;0;0,0019047619047619048;0,19047619047619047;False;0
940;2026-07-14;0;0,011782352941176471;1,178235294117647;False;0
941;2026-07-14;0;0,0058095238095238096;0,580952380952381;False;0
942;2026-07-14;0;0,01570382775119617;1,570382775119617;False;0
943;2026-07-14;0;0,0019047619047619048;0,19047619047619047;False;0
944;2026-07-14;0;0,0401343196859955;4,01343196859955;False;0
945;2026-07-14;0;0,01333163234491942;1,333163234491942;False;0
946;2026-07-14;0;0,036569416083202515;3,6569416083202513;False;0
947;2026-07-14;0;0,05059163731521316;5,059163731521316;False;0
948;2026-07-14;0;0,03869004157005704;3,869004157005704;False;0
949;2026-07-14;0;0,005244761904761905;0,5244761904761905;False;0
