entrada_hora;entrada_preco;lado;tp;sl;protecao_pct;protegido_ativado;mfe;mae;score_entrada;score_oposto;diferenca_score;ajuste_estrutura;estrutura;estrutura_bruta;saida_hora;saida_preco;tempo_s;status;resultado_mt5;mfe_mt5;mae_mt5
2026-07-17 17:45:02;28764,0;COMPRA;2000;1200;0,6;True;1525,0;0,0;100;12;88;8;ALTA;BAIXA;2026-07-19 19:00:25;28779,25;177323,0;TIMEOUT;1525,0;1525,0;0,0
2026-07-19 19:02:21;28803,0;VENDA;2000;1200;0,6;True;2325,0;0,0;100;0;100;12;BAIXA;BAIXA;2026-07-19 19:03:06;28779,75;45,0;GAIN;2000,0;2325,0;0,0
2026-07-19 19:07:21;28724,5;VENDA;2000;1200;0,6;False;25,0;-2125,0;100;0;100;12;BAIXA;BAIXA;2026-07-19 19:15:41;28745,75;500,0;LOSS;-1200,0;25,0;-2125,0
2026-07-19 19:16:28;28753,5;COMPRA;2000;1200;0,6;True;4550,0;0,0;100;2;98;8;ALTA;BAIXA;2026-07-19 19:20:44;28799,0;256,0;GAIN;2000,0;4550,0;0,0
2026-07-19 19:24:49;28786,5;VENDA;2000;1200;0,6;True;2100,0;0,0;100;0;100;12;BAIXA;BAIXA;2026-07-19 19:26:35;28765,5;106,0;GAIN;2000,0;2100,0;0,0
2026-07-19 19:26:46;28773,75;COMPRA;2000;1200;0,6;True;3350,0;-875,0;97;12;85;-2;BAIXA;ALTA;2026-07-19 19:33:29;28807,25;403,0;GAIN;2000,0;3350,0;-875,0
2026-07-19 19:36:15;28815,75;VENDA;2000;1200;0,6;False;0,0;-3325,0;100;0;100;12;BAIXA;BAIXA;2026-07-19 19:44:27;28849,0;492,0;LOSS;-1200,0;0,0;-3325,0
2026-07-19 19:46:14;28840,75;COMPRA;2000;1200;0,6;False;0,0;-2850,0;97;12;85;-2;BAIXA;ALTA;2026-07-19 19:59:17;28812,25;783,0;LOSS;-1200,0;0,0;-2850,0
2026-07-19 20:06:17;28815,5;COMPRA;2000;1200;0,6;True;1700,0;-250,0;93;12;81;-6;BAIXA;TRANSICAO;2026-07-19 20:14:20;28813,0;483,0;PROTEGIDO;0,0;1700,0;-250,0
2026-07-19 20:26:54;28802,0;VENDA;2000;1200;0,6;False;0,0;-2825,0;85;12;73;-6;ALTA;TRANSICAO;2026-07-19 20:35:58;28830,25;544,0;LOSS;-1200,0;0,0;-2825,0
2026-07-19 20:37:44;28812,75;VENDA;2000;1200;0,6;False;0,0;-3600,0;100;0;100;12;BAIXA;BAIXA;2026-07-19 20:43:04;28848,75;320,0;LOSS;-1200,0;0,0;-3600,0
2026-07-19 20:43:15;28855,5;COMPRA;2000;1200;0,6;False;0,0;-2950,0;100;0;100;12;ALTA;ALTA;2026-07-19 20:46:02;28826,0;167,0;LOSS;-1200,0;0,0;-2950,0
2026-07-19 20:51:46;28853,5;COMPRA;2000;1200;0,6;True;1800,0;-2225,0;99;0;99;8;ALTA;TRANSICAO;2026-07-19 21:00:53;28831,25;547,0;PROTEGIDO;0,0;1800,0;-2225,0
2026-07-19 21:02:41;28825,0;COMPRA;2000;1200;0,6;True;2000,0;0,0;93;16;77;-6;BAIXA;BAIXA;2026-07-19 21:03:29;28845,0;48,0;GAIN;2000,0;2000,0;0,0
2026-07-19 21:04:53;28869,75;COMPRA;2000;1200;0,6;True;2450,0;0,0;100;0;100;8;ALTA;TRANSICAO;2026-07-19 21:05:52;28894,25;59,0;GAIN;2000,0;2450,0;0,0
2026-07-19 21:08:51;28922,5;COMPRA;2000;1200;0,6;True;2225,0;0,0;100;0;100;8;ALTA;TRANSICAO;2026-07-19 21:12:02;28944,75;191,0;GAIN;2000,0;2225,0;0,0
2026-07-19 21:13:14;28939,5;COMPRA;2000;1200;0,6;True;1700,0;-550,0;100;0;100;12;ALTA;ALTA;2026-07-19 21:29:47;28934,0;993,0;PROTEGIDO;0,0;1700,0;-550,0
2026-07-19 21:32:22;28897,75;VENDA;2000;1200;0,6;True;1550,0;-475,0;100;0;100;8;BAIXA;TRANSICAO;2026-07-19 21:36:47;28902,5;265,0;PROTEGIDO;0,0;1550,0;-475,0
2026-07-19 21:40:12;28895,75;VENDA;2000;1200;0,6;False;0,0;-3025,0;100;0;100;12;BAIXA;BAIXA;2026-07-19 21:42:24;28926,0;132,0;LOSS;-1200,0;0,0;-3025,0
2026-07-19 21:43:11;28914,75;VENDA;2000;1200;0,6;True;2050,0;0,0;93;12;81;-6;ALTA;TRANSICAO;2026-07-19 21:44:36;28894,25;85,0;GAIN;2000,0;2050,0;0,0
2026-07-19 21:45:24;28868,5;VENDA;2000;1200;0,6;False;25,0;-1250,0;100;0;100;8;BAIXA;TRANSICAO;2026-07-19 22:01:27;28881,0;963,0;LOSS;-1200,0;25,0;-1250,0
2026-07-19 22:05:41;28872,25;COMPRA;2000;1200;0,6;True;2025,0;0,0;85;16;69;-6;BAIXA;BAIXA;2026-07-19 22:06:29;28892,5;48,0;GAIN;2000,0;2025,0;0,0
2026-07-19 22:20:01;28832,0;VENDA;2000;1200;0,6;False;0,0;-2900,0;100;0;100;12;BAIXA;BAIXA;2026-07-19 22:22:50;28861,0;169,0;LOSS;-1200,0;0,0;-2900,0
2026-07-19 22:25:16;28859,25;VENDA;2000;1200;0,6;True;2750,0;0,0;97;12;85;-2;ALTA;BAIXA;2026-07-19 22:29:06;28831,75;230,0;GAIN;2000,0;2750,0;0,0
2026-07-19 22:48:58;28808,5;COMPRA;2000;1200;0,6;False;0,0;-3425,0;100;0;100;8;ALTA;TRANSICAO;2026-07-19 22:54:15;28774,25;317,0;LOSS;-1200,0;0,0;-3425,0
2026-07-19 22:57:06;28782,5;COMPRA;2000;1200;0,6;True;2050,0;0,0;100;1;99;8;ALTA;TRANSICAO;2026-07-19 22:59:44;28803,0;158,0;GAIN;2000,0;2050,0;0,0
2026-07-19 23:00:58;28830,75;COMPRA;2000;1200;0,6;True;2400,0;0,0;100;0;100;12;ALTA;ALTA;2026-07-19 23:01:47;28854,75;49,0;GAIN;2000,0;2400,0;0,0
2026-07-19 23:03:37;28859,75;VENDA;2000;1200;0,6;True;2525,0;0,0;93;12;81;-6;ALTA;TRANSICAO;2026-07-19 23:14:26;28834,5;649,0;GAIN;2000,0;2525,0;0,0
2026-07-19 23:15:52;28824,75;VENDA;2000;1200;0,6;True;2225,0;0,0;100;1;99;12;BAIXA;BAIXA;2026-07-19 23:21:11;28802,5;319,0;GAIN;2000,0;2225,0;0,0
2026-07-19 23:31:18;28851,75;COMPRA;2000;1200;0,6;True;2050,0;0,0;98;3;95;12;ALTA;ALTA;2026-07-19 23:33:46;28872,25;148,0;GAIN;2000,0;2050,0;0,0
2026-07-19 23:36:28;28880,75;COMPRA;2000;1200;0,6;True;2325,0;0,0;97;12;85;-2;BAIXA;ALTA;2026-07-19 23:43:08;28904,0;400,0;GAIN;2000,0;2325,0;0,0
2026-07-19 23:46:55;28916,25;COMPRA;2000;1200;0,6;True;1275,0;-425,0;100;0;100;8;ALTA;TRANSICAO;2026-07-19 23:51:59;28912,0;304,0;PROTEGIDO;0,0;1275,0;-425,0
2026-07-19 23:57:55;28884,0;VENDA;2000;1200;0,6;True;2025,0;0,0;97;12;85;-2;ALTA;BAIXA;2026-07-20 00:07:01;28863,75;546,0;GAIN;2000,0;2025,0;0,0
2026-07-20 00:23:33;28865,0;VENDA;2000;1200;0,6;False;0,0;-3125,0;100;0;100;12;BAIXA;BAIXA;2026-07-20 00:25:02;28896,25;89,0;LOSS;-1200,0;0,0;-3125,0
2026-07-20 00:27:20;28873,0;VENDA;2000;1200;0,6;True;1300,0;-1375,0;97;12;85;-2;ALTA;BAIXA;2026-07-20 00:38:03;28886,75;643,0;PROTEGIDO;0,0;1300,0;-1375,0
2026-07-20 00:51:07;28919,5;COMPRA;2000;1200;0,6;True;1625,0;-575,0;100;0;100;12;ALTA;ALTA;2026-07-20 00:56:35;28913,75;328,0;PROTEGIDO;0,0;1625,0;-575,0
2026-07-20 01:06:40;28883,25;VENDA;2000;1200;0,6;True;2250,0;0,0;100;2;98;8;BAIXA;ALTA;2026-07-20 01:15:29;28860,75;529,0;GAIN;2000,0;2250,0;0,0
2026-07-20 01:17:35;28854,75;VENDA;2000;1200;0,6;False;0,0;-3425,0;100;0;100;12;BAIXA;BAIXA;2026-07-20 01:27:17;28889,0;582,0;LOSS;-1200,0;0,0;-3425,0
2026-07-20 01:34:03;28911,5;VENDA;2000;1200;0,6;False;0,0;-2650,0;100;8;92;12;BAIXA;BAIXA;2026-07-20 01:48:51;28938,0;888,0;LOSS;-1200,0;0,0;-2650,0
2026-07-20 02:00:54;28886,5;VENDA;2000;1200;0,6;True;2150,0;0,0;100;1;99;12;BAIXA;BAIXA;2026-07-20 02:06:11;28865,0;317,0;GAIN;2000,0;2150,0;0,0
2026-07-20 02:06:36;28868,5;COMPRA;2000;1200;0,6;False;0,0;-3500,0;98;15;83;-2;BAIXA;ALTA;2026-07-20 02:11:28;28833,5;292,0;LOSS;-1200,0;0,0;-3500,0
2026-07-20 02:11:41;28826,0;VENDA;2000;1200;0,6;False;0,0;-3450,0;100;7;93;8;BAIXA;TRANSICAO;2026-07-20 02:14:25;28860,5;164,0;LOSS;-1200,0;0,0;-3450,0
2026-07-20 02:30:16;28824,0;VENDA;2000;1200;0,6;True;1750,0;-350,0;100;3;97;12;BAIXA;BAIXA;2026-07-20 02:47:56;28827,5;1060,0;PROTEGIDO;0,0;1750,0;-350,0
2026-07-20 02:55:16;28789,0;VENDA;2000;1200;0,6;False;0,0;-3075,0;100;2;98;12;BAIXA;BAIXA;2026-07-20 02:58:25;28819,75;189,0;LOSS;-1200,0;0,0;-3075,0
2026-07-20 03:15:28;28779,75;VENDA;2000;1200;0,6;False;0,0;-3550,0;100;0;100;12;BAIXA;BAIXA;2026-07-20 03:20:57;28815,25;329,0;LOSS;-1200,0;0,0;-3550,0
2026-07-20 03:21:35;28799,5;VENDA;2000;1200;0,6;True;2325,0;0,0;97;12;85;-2;ALTA;BAIXA;2026-07-20 03:24:57;28776,25;202,0;GAIN;2000,0;2325,0;0,0
2026-07-20 03:39:29;28771,0;VENDA;2000;1200;0,6;False;0,0;-3525,0;87;18;69;-6;ALTA;ALTA;2026-07-20 03:41:48;28806,25;139,0;LOSS;-1200,0;0,0;-3525,0
2026-07-20 03:44:20;28801,5;COMPRA;2000;1200;0,6;True;2075,0;0,0;93;16;77;-6;BAIXA;BAIXA;2026-07-20 04:00:50;28822,25;990,0;GAIN;2000,0;2075,0;0,0
2026-07-20 04:04:26;28833,5;COMPRA;2000;1200;0,6;False;0,0;-3150,0;93;12;81;-6;BAIXA;TRANSICAO;2026-07-20 04:18:15;28802,0;829,0;LOSS;-1200,0;0,0;-3150,0
2026-07-20 04:26:32;28855,25;COMPRA;2000;1200;0,6;True;2125,0;0,0;100;0;100;12;ALTA;ALTA;2026-07-20 04:29:31;28876,5;179,0;GAIN;2000,0;2125,0;0,0
2026-07-20 04:31:13;28886,75;VENDA;2000;1200;0,6;False;0,0;-2875,0;92;15;77;-2;ALTA;BAIXA;2026-07-20 04:35:04;28915,5;231,0;LOSS;-1200,0;0,0;-2875,0
2026-07-20 04:36:08;28902,75;VENDA;2000;1200;0,6;True;2025,0;-1075,0;94;18;76;-6;ALTA;TRANSICAO;2026-07-20 04:50:39;28882,5;871,0;GAIN;2000,0;2025,0;-1075,0
2026-07-20 04:56:11;28900,25;COMPRA;2000;1200;0,6;True;2600,0;0,0;100;1;99;12;ALTA;ALTA;2026-07-20 05:00:28;28926,25;257,0;GAIN;2000,0;2600,0;0,0
2026-07-20 05:01:32;28917,25;VENDA;2000;1200;0,6;True;2250,0;0,0;100;0;100;12;BAIXA;BAIXA;2026-07-20 05:08:22;28894,75;410,0;GAIN;2000,0;2250,0;0,0
2026-07-20 05:18:11;28916,75;VENDA;2000;1200;0,6;True;2000,0;0,0;100;6;94;12;BAIXA;BAIXA;2026-07-20 05:27:59;28896,75;588,0;GAIN;2000,0;2000,0;0,0
2026-07-20 06:24:42;28905,25;VENDA;2000;1200;0,6;False;0,0;-3000,0;94;22;72;-6;ALTA;TRANSICAO;2026-07-20 06:43:11;28935,25;1109,0;LOSS;-1200,0;0,0;-3000,0
2026-07-20 06:46:10;28945,75;VENDA;2000;1200;0,6;False;0,0;-4725,0;94;26;68;-6;ALTA;ALTA;2026-07-20 06:52:59;28993,0;409,0;LOSS;-1200,0;0,0;-4725,0
2026-07-20 06:53:12;28998,0;COMPRA;2000;1200;0,6;False;0,0;-2750,0;100;13;87;12;ALTA;ALTA;2026-07-20 06:55:07;28970,5;115,0;LOSS;-1200,0;0,0;-2750,0
2026-07-20 07:00:54;28947,5;VENDA;2000;1200;0,6;True;2275,0;0,0;100;8;92;12;BAIXA;BAIXA;2026-07-20 07:15:18;28924,75;864,0;GAIN;2000,0;2275,0;0,0
2026-07-20 07:41:40;28969,5;COMPRA;2000;1200;0,6;True;3175,0;0,0;100;6;94;8;ALTA;TRANSICAO;2026-07-20 08:09:13;29001,25;1653,0;GAIN;2000,0;3175,0;0,0
2026-07-20 08:15:47;29007,0;VENDA;2000;1200;0,6;True;1650,0;-2575,0;94;22;72;-6;ALTA;TRANSICAO;2026-07-20 08:30:37;29032,75;890,0;PROTEGIDO;0,0;1650,0;-2575,0
2026-07-20 08:32:34;29082,0;COMPRA;2000;1200;0,6;True;2025,0;-50,0;100;0;100;12;ALTA;ALTA;2026-07-20 08:35:39;29102,25;185,0;GAIN;2000,0;2025,0;-50,0
2026-07-20 08:37:50;29086,5;VENDA;2000;1200;0,6;True;2200,0;0,0;98;21;77;-2;ALTA;BAIXA;2026-07-20 08:48:32;29064,5;642,0;GAIN;2000,0;2200,0;0,0
2026-07-20 08:54:54;29084,25;COMPRA;2000;1200;0,6;False;0,0;-4075,0;100;8;92;12;ALTA;ALTA;2026-07-20 10:08:57;29043,5;4443,0;LOSS;-1200,0;0,0;-4075,0
2026-07-20 10:11:38;29057,0;COMPRA;2000;1200;0,6;False;0,0;-2900,0;100;8;92;8;ALTA;TRANSICAO;2026-07-20 10:14:31;29028,0;173,0;LOSS;-1200,0;0,0;-2900,0
