posicao_ranking;id_regra;score_lado_max;score_oposto_min;perda_minima;persistencia_s;mfe_maximo;modo_fluxo;exigir_rompimento_contrario;conjunto_treino;qtd_trades_treino;disparos_treino;taxa_disparo_pct_treino;resultado_real_total_treino;resultado_sombra_total_treino;impacto_liquido_treino;impacto_medio_trade_treino;losses_salvos_treino;gains_prejudicados_treino;protegidos_prejudicados_treino;timeouts_melhorados_treino;score_lado_max_treino;score_oposto_min_treino;perda_minima_treino;persistencia_s_treino;mfe_maximo_treino;modo_fluxo_treino;exigir_rompimento_contrario_treino;conjunto_validacao;qtd_trades_validacao;disparos_validacao;taxa_disparo_pct_validacao;resultado_real_total_validacao;resultado_sombra_total_validacao;impacto_liquido_validacao;impacto_medio_trade_validacao;losses_salvos_validacao;gains_prejudicados_validacao;protegidos_prejudicados_validacao;timeouts_melhorados_validacao;score_lado_max_validacao;score_oposto_min_validacao;perda_minima_validacao;persistencia_s_validacao;mfe_maximo_validacao;modo_fluxo_validacao;exigir_rompimento_contrario_validacao;validacao_positiva;impacto_conservador
309;1940;50;95;300;5;;DELTA_E_SALDO_CONTRARIOS;True;TREINO;42;4;9,523809523809524;-19900,0;-13375,0;6525,0;155,35714285714286;4;0;0;0;50;95;300;5;;DELTA_E_SALDO_CONTRARIOS;True;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;50;95;300;5;;DELTA_E_SALDO_CONTRARIOS;True;False;0,0
310;1944;50;95;300;5;500,0;DELTA_E_SALDO_CONTRARIOS;True;TREINO;42;4;9,523809523809524;-19900,0;-13375,0;6525,0;155,35714285714286;4;0;0;0;50;95;300;5;500,0;DELTA_E_SALDO_CONTRARIOS;True;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;50;95;300;5;500,0;DELTA_E_SALDO_CONTRARIOS;True;False;0,0
311;1948;50;95;300;8;;DELTA_E_SALDO_CONTRARIOS;True;TREINO;42;4;9,523809523809524;-19900,0;-13375,0;6525,0;155,35714285714286;4;0;0;0;50;95;300;8;;DELTA_E_SALDO_CONTRARIOS;True;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;50;95;300;8;;DELTA_E_SALDO_CONTRARIOS;True;False;0,0
312;1952;50;95;300;8;500,0;DELTA_E_SALDO_CONTRARIOS;True;TREINO;42;4;9,523809523809524;-19900,0;-13375,0;6525,0;155,35714285714286;4;0;0;0;50;95;300;8;500,0;DELTA_E_SALDO_CONTRARIOS;True;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;50;95;300;8;500,0;DELTA_E_SALDO_CONTRARIOS;True;False;0,0
313;772;30;90;300;2;;DELTA_E_SALDO_CONTRARIOS;True;TREINO;42;5;11,904761904761905;-19900,0;-14100,0;5800,0;138,0952380952381;4;0;1;0;30;90;300;2;;DELTA_E_SALDO_CONTRARIOS;True;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;30;90;300;2;;DELTA_E_SALDO_CONTRARIOS;True;False;0,0
314;776;30;90;300;2;500,0;DELTA_E_SALDO_CONTRARIOS;True;TREINO;42;5;11,904761904761905;-19900,0;-14100,0;5800,0;138,0952380952381;4;0;1;0;30;90;300;2;500,0;DELTA_E_SALDO_CONTRARIOS;True;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;30;90;300;2;500,0;DELTA_E_SALDO_CONTRARIOS;True;False;0,0
315;780;30;90;300;3;;DELTA_E_SALDO_CONTRARIOS;True;TREINO;42;5;11,904761904761905;-19900,0;-14100,0;5800,0;138,0952380952381;4;0;1;0;30;90;300;3;;DELTA_E_SALDO_CONTRARIOS;True;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;30;90;300;3;;DELTA_E_SALDO_CONTRARIOS;True;False;0,0
316;784;30;90;300;3;500,0;DELTA_E_SALDO_CONTRARIOS;True;TREINO;42;5;11,904761904761905;-19900,0;-14100,0;5800,0;138,0952380952381;4;0;1;0;30;90;300;3;500,0;DELTA_E_SALDO_CONTRARIOS;True;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;30;90;300;3;500,0;DELTA_E_SALDO_CONTRARIOS;True;False;0,0
317;788;30;90;300;5;;DELTA_E_SALDO_CONTRARIOS;True;TREINO;42;5;11,904761904761905;-19900,0;-14100,0;5800,0;138,0952380952381;4;0;1;0;30;90;300;5;;DELTA_E_SALDO_CONTRARIOS;True;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;30;90;300;5;;DELTA_E_SALDO_CONTRARIOS;True;False;0,0
318;792;30;90;300;5;500,0;DELTA_E_SALDO_CONTRARIOS;True;TREINO;42;5;11,904761904761905;-19900,0;-14100,0;5800,0;138,0952380952381;4;0;1;0;30;90;300;5;500,0;DELTA_E_SALDO_CONTRARIOS;True;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;30;90;300;5;500,0;DELTA_E_SALDO_CONTRARIOS;True;False;0,0
319;796;30;90;300;8;;DELTA_E_SALDO_CONTRARIOS;True;TREINO;42;5;11,904761904761905;-19900,0;-14100,0;5800,0;138,0952380952381;4;0;1;0;30;90;300;8;;DELTA_E_SALDO_CONTRARIOS;True;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;30;90;300;8;;DELTA_E_SALDO_CONTRARIOS;True;False;0,0
320;800;30;90;300;8;500,0;DELTA_E_SALDO_CONTRARIOS;True;TREINO;42;5;11,904761904761905;-19900,0;-14100,0;5800,0;138,0952380952381;4;0;1;0;30;90;300;8;500,0;DELTA_E_SALDO_CONTRARIOS;True;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;30;90;300;8;500,0;DELTA_E_SALDO_CONTRARIOS;True;False;0,0
321;1284;40;90;300;2;;DELTA_E_SALDO_CONTRARIOS;True;TREINO;42;5;11,904761904761905;-19900,0;-14100,0;5800,0;138,0952380952381;4;0;1;0;40;90;300;2;;DELTA_E_SALDO_CONTRARIOS;True;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;40;90;300;2;;DELTA_E_SALDO_CONTRARIOS;True;False;0,0
322;1288;40;90;300;2;500,0;DELTA_E_SALDO_CONTRARIOS;True;TREINO;42;5;11,904761904761905;-19900,0;-14100,0;5800,0;138,0952380952381;4;0;1;0;40;90;300;2;500,0;DELTA_E_SALDO_CONTRARIOS;True;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;40;90;300;2;500,0;DELTA_E_SALDO_CONTRARIOS;True;False;0,0
323;1292;40;90;300;3;;DELTA_E_SALDO_CONTRARIOS;True;TREINO;42;5;11,904761904761905;-19900,0;-14100,0;5800,0;138,0952380952381;4;0;1;0;40;90;300;3;;DELTA_E_SALDO_CONTRARIOS;True;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;40;90;300;3;;DELTA_E_SALDO_CONTRARIOS;True;False;0,0
324;1296;40;90;300;3;500,0;DELTA_E_SALDO_CONTRARIOS;True;TREINO;42;5;11,904761904761905;-19900,0;-14100,0;5800,0;138,0952380952381;4;0;1;0;40;90;300;3;500,0;DELTA_E_SALDO_CONTRARIOS;True;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;40;90;300;3;500,0;DELTA_E_SALDO_CONTRARIOS;True;False;0,0
325;1300;40;90;300;5;;DELTA_E_SALDO_CONTRARIOS;True;TREINO;42;5;11,904761904761905;-19900,0;-14100,0;5800,0;138,0952380952381;4;0;1;0;40;90;300;5;;DELTA_E_SALDO_CONTRARIOS;True;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;40;90;300;5;;DELTA_E_SALDO_CONTRARIOS;True;False;0,0
326;1304;40;90;300;5;500,0;DELTA_E_SALDO_CONTRARIOS;True;TREINO;42;5;11,904761904761905;-19900,0;-14100,0;5800,0;138,0952380952381;4;0;1;0;40;90;300;5;500,0;DELTA_E_SALDO_CONTRARIOS;True;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;40;90;300;5;500,0;DELTA_E_SALDO_CONTRARIOS;True;False;0,0
327;1308;40;90;300;8;;DELTA_E_SALDO_CONTRARIOS;True;TREINO;42;5;11,904761904761905;-19900,0;-14100,0;5800,0;138,0952380952381;4;0;1;0;40;90;300;8;;DELTA_E_SALDO_CONTRARIOS;True;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;40;90;300;8;;DELTA_E_SALDO_CONTRARIOS;True;False;0,0
328;1312;40;90;300;8;500,0;DELTA_E_SALDO_CONTRARIOS;True;TREINO;42;5;11,904761904761905;-19900,0;-14100,0;5800,0;138,0952380952381;4;0;1;0;40;90;300;8;500,0;DELTA_E_SALDO_CONTRARIOS;True;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;40;90;300;8;500,0;DELTA_E_SALDO_CONTRARIOS;True;False;0,0
329;1796;50;90;300;2;;DELTA_E_SALDO_CONTRARIOS;True;TREINO;42;5;11,904761904761905;-19900,0;-14100,0;5800,0;138,0952380952381;4;0;1;0;50;90;300;2;;DELTA_E_SALDO_CONTRARIOS;True;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;50;90;300;2;;DELTA_E_SALDO_CONTRARIOS;True;False;0,0
330;1800;50;90;300;2;500,0;DELTA_E_SALDO_CONTRARIOS;True;TREINO;42;5;11,904761904761905;-19900,0;-14100,0;5800,0;138,0952380952381;4;0;1;0;50;90;300;2;500,0;DELTA_E_SALDO_CONTRARIOS;True;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;50;90;300;2;500,0;DELTA_E_SALDO_CONTRARIOS;True;False;0,0
331;1804;50;90;300;3;;DELTA_E_SALDO_CONTRARIOS;True;TREINO;42;5;11,904761904761905;-19900,0;-14100,0;5800,0;138,0952380952381;4;0;1;0;50;90;300;3;;DELTA_E_SALDO_CONTRARIOS;True;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;50;90;300;3;;DELTA_E_SALDO_CONTRARIOS;True;False;0,0
332;1808;50;90;300;3;500,0;DELTA_E_SALDO_CONTRARIOS;True;TREINO;42;5;11,904761904761905;-19900,0;-14100,0;5800,0;138,0952380952381;4;0;1;0;50;90;300;3;500,0;DELTA_E_SALDO_CONTRARIOS;True;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;50;90;300;3;500,0;DELTA_E_SALDO_CONTRARIOS;True;False;0,0
333;1812;50;90;300;5;;DELTA_E_SALDO_CONTRARIOS;True;TREINO;42;5;11,904761904761905;-19900,0;-14100,0;5800,0;138,0952380952381;4;0;1;0;50;90;300;5;;DELTA_E_SALDO_CONTRARIOS;True;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;50;90;300;5;;DELTA_E_SALDO_CONTRARIOS;True;False;0,0
334;1816;50;90;300;5;500,0;DELTA_E_SALDO_CONTRARIOS;True;TREINO;42;5;11,904761904761905;-19900,0;-14100,0;5800,0;138,0952380952381;4;0;1;0;50;90;300;5;500,0;DELTA_E_SALDO_CONTRARIOS;True;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;50;90;300;5;500,0;DELTA_E_SALDO_CONTRARIOS;True;False;0,0
335;1820;50;90;300;8;;DELTA_E_SALDO_CONTRARIOS;True;TREINO;42;5;11,904761904761905;-19900,0;-14100,0;5800,0;138,0952380952381;4;0;1;0;50;90;300;8;;DELTA_E_SALDO_CONTRARIOS;True;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;50;90;300;8;;DELTA_E_SALDO_CONTRARIOS;True;False;0,0
336;1824;50;90;300;8;500,0;DELTA_E_SALDO_CONTRARIOS;True;TREINO;42;5;11,904761904761905;-19900,0;-14100,0;5800,0;138,0952380952381;4;0;1;0;50;90;300;8;500,0;DELTA_E_SALDO_CONTRARIOS;True;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;50;90;300;8;500,0;DELTA_E_SALDO_CONTRARIOS;True;False;0,0
337;257;20;90;300;2;;SOMENTE_SCORES;False;TREINO;42;4;9,523809523809524;-19900,0;-14225,0;5675,0;135,11904761904762;4;0;0;0;20;90;300;2;;SOMENTE_SCORES;False;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;20;90;300;2;;SOMENTE_SCORES;False;False;0,0
338;259;20;90;300;2;;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;4;9,523809523809524;-19900,0;-14225,0;5675,0;135,11904761904762;4;0;0;0;20;90;300;2;;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;20;90;300;2;;DELTA_E_SALDO_CONTRARIOS;False;False;0,0
339;261;20;90;300;2;500,0;SOMENTE_SCORES;False;TREINO;42;4;9,523809523809524;-19900,0;-14225,0;5675,0;135,11904761904762;4;0;0;0;20;90;300;2;500,0;SOMENTE_SCORES;False;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;20;90;300;2;500,0;SOMENTE_SCORES;False;False;0,0
340;263;20;90;300;2;500,0;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;4;9,523809523809524;-19900,0;-14225,0;5675,0;135,11904761904762;4;0;0;0;20;90;300;2;500,0;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;20;90;300;2;500,0;DELTA_E_SALDO_CONTRARIOS;False;False;0,0
341;265;20;90;300;3;;SOMENTE_SCORES;False;TREINO;42;4;9,523809523809524;-19900,0;-14225,0;5675,0;135,11904761904762;4;0;0;0;20;90;300;3;;SOMENTE_SCORES;False;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;20;90;300;3;;SOMENTE_SCORES;False;False;0,0
342;267;20;90;300;3;;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;4;9,523809523809524;-19900,0;-14225,0;5675,0;135,11904761904762;4;0;0;0;20;90;300;3;;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;20;90;300;3;;DELTA_E_SALDO_CONTRARIOS;False;False;0,0
343;269;20;90;300;3;500,0;SOMENTE_SCORES;False;TREINO;42;4;9,523809523809524;-19900,0;-14225,0;5675,0;135,11904761904762;4;0;0;0;20;90;300;3;500,0;SOMENTE_SCORES;False;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;20;90;300;3;500,0;SOMENTE_SCORES;False;False;0,0
344;271;20;90;300;3;500,0;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;4;9,523809523809524;-19900,0;-14225,0;5675,0;135,11904761904762;4;0;0;0;20;90;300;3;500,0;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;20;90;300;3;500,0;DELTA_E_SALDO_CONTRARIOS;False;False;0,0
345;273;20;90;300;5;;SOMENTE_SCORES;False;TREINO;42;4;9,523809523809524;-19900,0;-14225,0;5675,0;135,11904761904762;4;0;0;0;20;90;300;5;;SOMENTE_SCORES;False;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;20;90;300;5;;SOMENTE_SCORES;False;False;0,0
346;275;20;90;300;5;;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;4;9,523809523809524;-19900,0;-14225,0;5675,0;135,11904761904762;4;0;0;0;20;90;300;5;;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;20;90;300;5;;DELTA_E_SALDO_CONTRARIOS;False;False;0,0
347;277;20;90;300;5;500,0;SOMENTE_SCORES;False;TREINO;42;4;9,523809523809524;-19900,0;-14225,0;5675,0;135,11904761904762;4;0;0;0;20;90;300;5;500,0;SOMENTE_SCORES;False;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;20;90;300;5;500,0;SOMENTE_SCORES;False;False;0,0
348;279;20;90;300;5;500,0;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;4;9,523809523809524;-19900,0;-14225,0;5675,0;135,11904761904762;4;0;0;0;20;90;300;5;500,0;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;20;90;300;5;500,0;DELTA_E_SALDO_CONTRARIOS;False;False;0,0
349;281;20;90;300;8;;SOMENTE_SCORES;False;TREINO;42;4;9,523809523809524;-19900,0;-14225,0;5675,0;135,11904761904762;4;0;0;0;20;90;300;8;;SOMENTE_SCORES;False;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;20;90;300;8;;SOMENTE_SCORES;False;False;0,0
350;283;20;90;300;8;;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;4;9,523809523809524;-19900,0;-14225,0;5675,0;135,11904761904762;4;0;0;0;20;90;300;8;;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;20;90;300;8;;DELTA_E_SALDO_CONTRARIOS;False;False;0,0
351;285;20;90;300;8;500,0;SOMENTE_SCORES;False;TREINO;42;4;9,523809523809524;-19900,0;-14225,0;5675,0;135,11904761904762;4;0;0;0;20;90;300;8;500,0;SOMENTE_SCORES;False;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;20;90;300;8;500,0;SOMENTE_SCORES;False;False;0,0
352;287;20;90;300;8;500,0;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;4;9,523809523809524;-19900,0;-14225,0;5675,0;135,11904761904762;4;0;0;0;20;90;300;8;500,0;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;20;90;300;8;500,0;DELTA_E_SALDO_CONTRARIOS;False;False;0,0
353;897;30;95;300;2;;SOMENTE_SCORES;False;TREINO;42;5;11,904761904761905;-19900,0;-14550,0;5350,0;127,38095238095238;4;1;0;0;30;95;300;2;;SOMENTE_SCORES;False;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;30;95;300;2;;SOMENTE_SCORES;False;False;0,0
354;901;30;95;300;2;500,0;SOMENTE_SCORES;False;TREINO;42;5;11,904761904761905;-19900,0;-14550,0;5350,0;127,38095238095238;4;1;0;0;30;95;300;2;500,0;SOMENTE_SCORES;False;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;30;95;300;2;500,0;SOMENTE_SCORES;False;False;0,0
355;905;30;95;300;3;;SOMENTE_SCORES;False;TREINO;42;5;11,904761904761905;-19900,0;-14550,0;5350,0;127,38095238095238;4;1;0;0;30;95;300;3;;SOMENTE_SCORES;False;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;30;95;300;3;;SOMENTE_SCORES;False;False;0,0
356;909;30;95;300;3;500,0;SOMENTE_SCORES;False;TREINO;42;5;11,904761904761905;-19900,0;-14550,0;5350,0;127,38095238095238;4;1;0;0;30;95;300;3;500,0;SOMENTE_SCORES;False;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;30;95;300;3;500,0;SOMENTE_SCORES;False;False;0,0
357;913;30;95;300;5;;SOMENTE_SCORES;False;TREINO;42;5;11,904761904761905;-19900,0;-14550,0;5350,0;127,38095238095238;4;1;0;0;30;95;300;5;;SOMENTE_SCORES;False;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;30;95;300;5;;SOMENTE_SCORES;False;False;0,0
358;917;30;95;300;5;500,0;SOMENTE_SCORES;False;TREINO;42;5;11,904761904761905;-19900,0;-14550,0;5350,0;127,38095238095238;4;1;0;0;30;95;300;5;500,0;SOMENTE_SCORES;False;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;30;95;300;5;500,0;SOMENTE_SCORES;False;False;0,0
359;921;30;95;300;8;;SOMENTE_SCORES;False;TREINO;42;5;11,904761904761905;-19900,0;-14550,0;5350,0;127,38095238095238;4;1;0;0;30;95;300;8;;SOMENTE_SCORES;False;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;30;95;300;8;;SOMENTE_SCORES;False;False;0,0
360;925;30;95;300;8;500,0;SOMENTE_SCORES;False;TREINO;42;5;11,904761904761905;-19900,0;-14550,0;5350,0;127,38095238095238;4;1;0;0;30;95;300;8;500,0;SOMENTE_SCORES;False;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;30;95;300;8;500,0;SOMENTE_SCORES;False;False;0,0
361;1409;40;95;300;2;;SOMENTE_SCORES;False;TREINO;42;5;11,904761904761905;-19900,0;-14550,0;5350,0;127,38095238095238;4;1;0;0;40;95;300;2;;SOMENTE_SCORES;False;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;40;95;300;2;;SOMENTE_SCORES;False;False;0,0
362;1413;40;95;300;2;500,0;SOMENTE_SCORES;False;TREINO;42;5;11,904761904761905;-19900,0;-14550,0;5350,0;127,38095238095238;4;1;0;0;40;95;300;2;500,0;SOMENTE_SCORES;False;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;40;95;300;2;500,0;SOMENTE_SCORES;False;False;0,0
363;1417;40;95;300;3;;SOMENTE_SCORES;False;TREINO;42;5;11,904761904761905;-19900,0;-14550,0;5350,0;127,38095238095238;4;1;0;0;40;95;300;3;;SOMENTE_SCORES;False;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;40;95;300;3;;SOMENTE_SCORES;False;False;0,0
364;1421;40;95;300;3;500,0;SOMENTE_SCORES;False;TREINO;42;5;11,904761904761905;-19900,0;-14550,0;5350,0;127,38095238095238;4;1;0;0;40;95;300;3;500,0;SOMENTE_SCORES;False;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;40;95;300;3;500,0;SOMENTE_SCORES;False;False;0,0
365;1425;40;95;300;5;;SOMENTE_SCORES;False;TREINO;42;5;11,904761904761905;-19900,0;-14550,0;5350,0;127,38095238095238;4;1;0;0;40;95;300;5;;SOMENTE_SCORES;False;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;40;95;300;5;;SOMENTE_SCORES;False;False;0,0
366;1429;40;95;300;5;500,0;SOMENTE_SCORES;False;TREINO;42;5;11,904761904761905;-19900,0;-14550,0;5350,0;127,38095238095238;4;1;0;0;40;95;300;5;500,0;SOMENTE_SCORES;False;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;40;95;300;5;500,0;SOMENTE_SCORES;False;False;0,0
367;1433;40;95;300;8;;SOMENTE_SCORES;False;TREINO;42;5;11,904761904761905;-19900,0;-14550,0;5350,0;127,38095238095238;4;1;0;0;40;95;300;8;;SOMENTE_SCORES;False;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;40;95;300;8;;SOMENTE_SCORES;False;False;0,0
368;1437;40;95;300;8;500,0;SOMENTE_SCORES;False;TREINO;42;5;11,904761904761905;-19900,0;-14550,0;5350,0;127,38095238095238;4;1;0;0;40;95;300;8;500,0;SOMENTE_SCORES;False;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;40;95;300;8;500,0;SOMENTE_SCORES;False;False;0,0
369;1921;50;95;300;2;;SOMENTE_SCORES;False;TREINO;42;5;11,904761904761905;-19900,0;-14550,0;5350,0;127,38095238095238;4;1;0;0;50;95;300;2;;SOMENTE_SCORES;False;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;50;95;300;2;;SOMENTE_SCORES;False;False;0,0
370;1925;50;95;300;2;500,0;SOMENTE_SCORES;False;TREINO;42;5;11,904761904761905;-19900,0;-14550,0;5350,0;127,38095238095238;4;1;0;0;50;95;300;2;500,0;SOMENTE_SCORES;False;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;50;95;300;2;500,0;SOMENTE_SCORES;False;False;0,0
371;1929;50;95;300;3;;SOMENTE_SCORES;False;TREINO;42;5;11,904761904761905;-19900,0;-14550,0;5350,0;127,38095238095238;4;1;0;0;50;95;300;3;;SOMENTE_SCORES;False;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;50;95;300;3;;SOMENTE_SCORES;False;False;0,0
372;1933;50;95;300;3;500,0;SOMENTE_SCORES;False;TREINO;42;5;11,904761904761905;-19900,0;-14550,0;5350,0;127,38095238095238;4;1;0;0;50;95;300;3;500,0;SOMENTE_SCORES;False;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;50;95;300;3;500,0;SOMENTE_SCORES;False;False;0,0
373;1937;50;95;300;5;;SOMENTE_SCORES;False;TREINO;42;5;11,904761904761905;-19900,0;-14550,0;5350,0;127,38095238095238;4;1;0;0;50;95;300;5;;SOMENTE_SCORES;False;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;50;95;300;5;;SOMENTE_SCORES;False;False;0,0
374;1941;50;95;300;5;500,0;SOMENTE_SCORES;False;TREINO;42;5;11,904761904761905;-19900,0;-14550,0;5350,0;127,38095238095238;4;1;0;0;50;95;300;5;500,0;SOMENTE_SCORES;False;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;50;95;300;5;500,0;SOMENTE_SCORES;False;False;0,0
375;1945;50;95;300;8;;SOMENTE_SCORES;False;TREINO;42;5;11,904761904761905;-19900,0;-14550,0;5350,0;127,38095238095238;4;1;0;0;50;95;300;8;;SOMENTE_SCORES;False;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;50;95;300;8;;SOMENTE_SCORES;False;False;0,0
376;1949;50;95;300;8;500,0;SOMENTE_SCORES;False;TREINO;42;5;11,904761904761905;-19900,0;-14550,0;5350,0;127,38095238095238;4;1;0;0;50;95;300;8;500,0;SOMENTE_SCORES;False;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;50;95;300;8;500,0;SOMENTE_SCORES;False;False;0,0
377;289;20;90;500;2;;SOMENTE_SCORES;False;TREINO;42;4;9,523809523809524;-19900,0;-14800,0;5100,0;121,42857142857143;4;0;0;0;20;90;500;2;;SOMENTE_SCORES;False;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;20;90;500;2;;SOMENTE_SCORES;False;False;0,0
378;291;20;90;500;2;;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;4;9,523809523809524;-19900,0;-14800,0;5100,0;121,42857142857143;4;0;0;0;20;90;500;2;;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;0;0,0;6000,0;6000,0;0,0;0,0;0;0;0;0;20;90;500;2;;DELTA_E_SALDO_CONTRARIOS;False;False;0,0
