grupo;feature;qtd_movimentos;qtd_laterais;media_movimentos;mediana_movimentos;media_lateral;mediana_lateral;diferenca;cohen_d;cohen_d_abs;ks_stat;ks_pvalue;mann_whitney_pvalue;direcao;dna_forte_estatistico
QUEDA;pre_30_10s_spread_std;84;464;0,2836490826852587;0,26186958038729125;0,32379686092584864;0,31822537120448025;-0,04014777824058996;-0,4491628932185269;0,4491628932185269;0,31167898193760263;1,254097572632895e-06;9,491770947093565e-06;MENOR_NO_IMPULSO;False
QUEDA;pre_120_60s_spread_std;84;471;0,3136679175683331;0,2974352455882344;0,34899911607341677;0,3415006279021661;-0,03533119850508365;-0,39865743312562163;0,39865743312562163;0,3738246891113133;1,99766772558099e-09;1,208041944400684e-08;MENOR_NO_IMPULSO;False
QUEDA;pre_120_60s_spread_max;84;471;2,363095238095238;2,125;2,1141188959660298;2,0;0,24897634212920838;0,39253278556839866;0,39253278556839866;0,1824385805277525;0,014912416138649022;0,3686602113833002;MAIOR_NO_IMPULSO;False
QUEDA;pre_60_0s_spread_std;86;471;0,31874881937885585;0,290550227135544;0,35026567421477933;0,3420557193544681;-0,03151685483592348;-0,37149565106678417;0,37149565106678417;0,3812027847726263;5,590476788111642e-10;1,3014427498056546e-07;MENOR_NO_IMPULSO;False
QUEDA;pre_30_0s_spread_max;86;470;2,1511627906976742;2,0;1,9659574468085106;2,0;0,18520534388916365;0,3642301831812321;0,3642301831812321;0,2108362196932212;0,002563787838755089;0,6277437159528834;MAIOR_NO_IMPULSO;False
QUEDA;acel_spread_60_para_15_spread_max_diff;86;458;-0,4476744186046512;-0,25;-0,2920305676855895;-0,25;-0,1556438509190617;-0,35809362588381444;0,35809362588381444;0,1335432111302935;0,13639046351104678;0,1728175988510955;MENOR_NO_IMPULSO;False
QUEDA;acel_spread_30_para_5_spread_std_ratio;86;347;0,9197000236971486;0,9560270256364614;0,8088019767582937;0,8279395334006838;0,11089804693885497;0,34637739553993546;0,34637739553993546;0,21553515179947724;0,0026907400581729327;0,00479002857348538;MAIOR_NO_IMPULSO;False
QUEDA;acel_spread_30_para_5_spread_std_diff;86;347;-0,031199955843712983;-0,01234392931436172;-0,06790765520849464;-0,0550168611018495;0,03670769936478165;0,3220997187820548;0,3220997187820548;0,2537698545673882;0,00021075776687194155;0,0050253086179081795;MAIOR_NO_IMPULSO;False
QUEDA;pre_60_30s_spread_max;84;470;2,1101190476190474;2,0;1,9622340425531914;2,0;0,147885005065856;0,31416718937855587;0,31416718937855587;0,15415400202634244;0,05989967434689451;0,8335638621051832;MAIOR_NO_IMPULSO;False
QUEDA;pre_15_0s_spread_max;86;458;1,9738372093023255;1,75;1,8335152838427948;1,75;0,1403219254595307;0,3059701702638106;0,3059701702638106;0,18675738803696557;0,010932540880280596;0,9511506757397843;MAIOR_NO_IMPULSO;False
