grupo;feature;qtd_movimentos;qtd_laterais;media_movimentos;mediana_movimentos;media_lateral;mediana_lateral;diferenca;cohen_d;cohen_d_abs;ks_stat;ks_pvalue;mann_whitney_pvalue;direcao
TODOS;pre_15_0s_ticks_inc;175;458;2695,75462857143;2256,106000000029;766,649480349353;699,0;1929,1051482220773;1,8861566302491253;1,8861566302491253;0,6315034310667498;3,108407147032618e-48;1,1879308469632155e-48;MAIOR_NO_IMPULSO
TODOS;pre_15_0s_linhas;175;458;242,50857142857143;171,0;25,27292576419214;18,5;217,2356456643793;1,8721709588035986;1,8721709588035986;0,7449532127261385;8,926120350190057e-70;1,4019397605247235e-66;MAIOR_NO_IMPULSO
TODOS;pre_10_0s_ticks_inc;175;434;1829,7870971428583;1543,0;535,4838940092222;493,5;1294,303203133636;1,871415039092626;1,871415039092626;0,6292165898617512;4,0082601373287463e-47;9,580230807931087e-48;MAIOR_NO_IMPULSO
TODOS;pre_10_0s_amplitude_pts;175;434;12,021428571428572;10,5;3,084101382488479;2,75;8,937327188940094;1,8375187434763458;1,8375187434763458;0,7144700460829493;1,954341147769594e-62;1,9631494687051318e-60;MAIOR_NO_IMPULSO
TODOS;pre_30_0s_ticks_inc;175;470;5240,212720000003;4107,318000000087;1539,9393914893783;1401,6060000000289;3700,273328510625;1,83258754110173;1,83258754110173;0,6240121580547112;2,4184968315681334e-47;3,4208113181861673e-46;MAIOR_NO_IMPULSO
TODOS;pre_60_0s_ticks_inc;175;471;10381,998948571434;8689,0;3075,6752186836848;2802,2120000000577;7306,323729887749;1,8044251118824275;1,8044251118824275;0,6388231725811344;7,415365009742612e-50;2,3824619104445816e-43;MAIOR_NO_IMPULSO
TODOS;pre_60_0s_ticks_vel_s;175;471;176,72899971356375;145,9069984655414;55,152642123800184;51,07533389687285;121,57635758976357;1,7854085852420958;1,7854085852420958;0,6303306035790113;2,0066506735179817e-48;4,713348962035361e-42;MAIOR_NO_IMPULSO
TODOS;pre_120_60s_linhas;173;471;757,9537572254335;494,0;101,1380042462845;85,0;656,815752979149;1,779649678531735;1,779649678531735;0,675011965686094;8,352386184344273e-56;5,593542148211143e-54;MAIOR_NO_IMPULSO
TODOS;pre_15_0s_agressor_compra;175;458;110,14857142857143;76,0;10,203056768558952;7,0;99,94551466001248;1,7715000871189677;1,7715000871189677;0,6992389270118528;2,173798768887245e-60;8,219425969028748e-61;MAIOR_NO_IMPULSO
TODOS;pre_15_0s_amplitude_pts;175;458;14,577142857142857;12,75;4,129912663755459;3,625;10,447230193387398;1,764542327604486;1,764542327604486;0,6799126637554584;1,0093049255095932e-56;1,6513411177258772e-58;MAIOR_NO_IMPULSO
