regra_bloqueio,componentes,trades_bloqueados,pct_trades_bloqueados,losses_evitados,gains_perdidos,saldo_eventos,pontos_dos_trades_bloqueados,trades_restantes,resultado_novo,melhoria_resultado,pf_novo,melhoria_pf,expectancia_nova,winrate_novo,dd_novo,reducao_dd,score_rank
13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__slope >= 0.0016775403,1,122,61.61616161616161,52,70,-18,160.00000000640284,76,7200.000000003638,-160.00000000640284,1.3000000000001515,0.18780487804877888,94.73684210531103,60.526315789473685,6479.999999998836,11679.999999998108,-1003.3170731777973
13a_features_tempo_real__w60__adv_z_pre_15s_spread_medio__max >= 1.3967602,1,79,39.8989898989899,35,44,-9,800.000000003638,119,6560.000000006403,-800.000000003638,1.1744680851065532,0.062272963155180605,55.12605042022187,60.50420168067227,10799.999999997817,7359.999999999127,-1014.6362221108357
13a_features_tempo_real__w60__pre_15s_spread_medio__max >= 1.7975839,1,79,39.8989898989899,35,44,-9,800.000000003638,119,6560.000000006403,-800.000000003638,1.1744680851065532,0.062272963155180605,55.12605042022187,60.50420168067227,10799.999999997817,7359.999999999127,-1014.6362221108357
13a_features_tempo_real__w60__adv_delta_spread_minimo_15s_30s__max <= 0.20982143,1,50,25.252525252525253,22,28,-6,640.0000000023283,148,6720.0000000077125,-640.0000000023283,1.1400000000001607,0.027804878048788062,45.405405405457515,59.45945945945946,14159.999999997672,3999.9999999992724,-1063.3170731733103
13a_features_tempo_real__w60__adv_delta_spread_minimo_15s_30s__mean >= 0.083333333,1,120,60.60606060606061,50,70,-20,-159.99999999330612,78,7520.000000003347,159.99999999330612,1.2937500000001307,0.18155487804875814,96.41025641029933,58.97435897435898,6799.999999999272,11359.999999997672,-1095.0670731782538
13a_features_tempo_real__last__adv_ratio_volatilidade_close_pontos_15s_60s >= 1.4248984,1,40,20.2020202020202,17,23,-6,1520.0000000018917,158,5840.000000008149,-1520.0000000018917,1.112307692307849,0.00011257035647638247,36.96202531650727,58.86075949367089,12239.999999997235,5919.999999999709,-1117.932457788108
13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__last >= 1.4248984,1,40,20.2020202020202,17,23,-6,1520.0000000018917,158,5840.000000008149,-1520.0000000018917,1.112307692307849,0.00011257035647638247,36.96202531650727,58.86075949367089,12239.999999997235,5919.999999999709,-1117.932457788108
13a_features_tempo_real__w60__adv_z_pre_15s_spread_medio__first >= 0.71188868,1,119,60.1010101010101,53,66,-13,320.0000000055297,79,7040.000000004511,-320.0000000055297,1.3034482758622634,0.19125315391089082,89.11392405069002,63.29113924050633,8879.999999999563,9279.99999999738,-1125.2481076599124
13a_features_tempo_real__w60__pre_15s_spread_medio__first >= 1.4865293,1,119,60.1010101010101,53,66,-13,320.0000000055297,79,7040.000000004511,-320.0000000055297,1.3034482758622634,0.19125315391089082,89.11392405069002,63.29113924050633,8879.999999999563,9279.99999999738,-1125.2481076599124
13a_features_tempo_real__w60__adv_delta_spread_minimo_15s_30s__mean >= 0.12549969,1,79,39.8989898989899,32,47,-15,80.00000000465661,119,7280.000000005384,-80.00000000465661,1.1820000000001345,0.0698048780487619,61.17647058828054,57.98319327731093,10479.999999998108,7679.999999998836,-1168.1170731758066
13a_features_tempo_real__window__n <= 17,1,41,20.707070707070706,18,23,-5,720.0000000018917,157,6640.000000008149,-720.0000000018917,1.1296875000001592,0.01749237804878656,42.292993630625155,59.23566878980891,15199.99999999709,2959.9999999998545,-1195.504573172671
13a_features_tempo_real__w60__adv_delta_spread_minimo_15s_30s__std >= 0.11440636,1,99,50.0,42,57,-15,240.0000000052387,99,7120.000000004802,-240.0000000052387,1.22250000000015,0.11030487804877742,71.91919191924042,59.59595959595959,9359.9999999984,8799.999999998545,-1251.8170731764822
13a_features_tempo_real__last__pre_15s_spread_minimo >= 0.90961022,1,148,74.74747474747475,66,82,-16,1440.0000000066939,50,5920.000000003347,-1440.0000000066939,1.4625000000002615,0.3503048780488889,118.40000000006694,68.0,3519.999999999709,14639.999999997235,-1261.8170731783284
13a_features_tempo_real__last__pre_30s_spread_minimo >= 0.8375,1,148,74.74747474747475,66,82,-16,1440.0000000066939,50,5920.000000003347,-1440.0000000066939,1.4625000000002615,0.3503048780488889,118.40000000006694,68.0,3519.999999999709,14639.999999997235,-1261.8170731783284
13a_features_tempo_real__w60__adv_delta_spread_minimo_15s_30s__max <= 0.083333333,1,22,11.11111111111111,9,13,-4,720.0000000011642,176,6640.000000008877,-720.0000000011642,1.1136986301371383,0.0015035081857657229,37.72727272732316,58.52272727272727,16799.99999999709,1359.9999999998545,-1277.0978950897556
13a_features_tempo_real__w60__adv_z_pre_15s_spread_medio__first >= 1.2097583,1,66,33.33333333333333,29,37,-8,80.00000000320142,132,7280.000000006839,-80.00000000320142,1.1716981132077084,0.059502991256335847,55.15151515156697,59.84848484848485,14719.999999998254,3439.9999999986903,-1282.2982052498583
13a_features_tempo_real__w60__pre_15s_spread_medio__first >= 1.7126515,1,66,33.33333333333333,29,37,-8,80.00000000320142,132,7280.000000006839,-80.00000000320142,1.1716981132077084,0.059502991256335847,55.15151515156697,59.84848484848485,14719.999999998254,3439.9999999986903,-1282.2982052498583
13a_features_tempo_real__w60__adv_z_pre_15s_spread_medio__slope >= 0.0089941664,1,46,23.232323232323232,21,25,-4,1680.0000000017462,152,5680.000000008295,-1680.0000000017462,1.1163934426231208,0.00419832067174819,37.36842105268615,59.86842105263158,12959.999999997672,5199.999999999272,-1299.4810075989521
13a_features_tempo_real__w60__pre_15s_spread_medio__slope >= 0.0040849658,1,46,23.232323232323232,21,25,-4,1680.0000000017462,152,5680.000000008295,-1680.0000000017462,1.1163934426231208,0.00419832067174819,37.36842105268615,59.86842105263158,12959.999999997672,5199.999999999272,-1299.4810075989521
13a_features_tempo_real__last__pre_15s_volatilidade_close_pontos <= 243.3525,1,79,39.8989898989899,32,47,-15,80.00000000465661,119,7280.000000005384,-80.00000000465661,1.1820000000001345,0.0698048780487619,61.17647058828054,57.98319327731093,10879.999999998108,7279.999999998836,-1308.1170731758066
13a_features_tempo_real__w60__adv_z_pre_15s_spread_medio__max <= -0.048737015,1,20,10.1010101010101,8,12,-4,320.00000000116415,178,7040.000000008877,-320.00000000116415,1.118918918919069,0.006723796967696316,39.55056179780268,58.42696629213483,18159.999999996944,0.0,-1315.9657218205464
13a_features_tempo_real__w60__pre_15s_spread_medio__max <= 1.1410687,1,20,10.1010101010101,8,12,-4,320.00000000116415,178,7040.000000008877,-320.00000000116415,1.118918918919069,0.006723796967696316,39.55056179780268,58.42696629213483,18159.999999996944,0.0,-1315.9657218205464
13a_features_tempo_real__w60__adv_delta_spread_minimo_15s_30s__max <= 0.18501742,1,40,20.2020202020202,17,23,-6,560.0000000020373,158,6800.000000008004,-560.0000000020373,1.1307692307693846,0.018574108818012025,43.03797468359496,58.86075949367089,15599.99999999709,2559.9999999998545,-1322.855534711281
13a_features_tempo_real__w60__adv_delta_spread_minimo_15s_30s__std >= 0.27383413,1,20,10.1010101010101,8,12,-4,1280.0000000010186,178,6080.000000009022,-1280.0000000010186,1.102702702702855,-0.009492419248517514,34.157303370837205,58.42696629213483,15439.999999997235,2719.999999999709,-1333.6954515502312
13a_features_tempo_real__w60__pre_15s_spread_minimo__mean <= 1.1181772,1,99,50.0,43,56,-13,1120.0000000048021,99,6240.000000005239,-1120.0000000048021,1.2000000000001678,0.08780487804879522,63.030303030355945,60.60606060606061,8079.999999998836,10079.999999998108,-1367.3170731761875
13a_features_tempo_real__w60__adv_z_pre_15s_spread_medio__min >= 1.1365173,1,40,20.2020202020202,18,22,-4,480.00000000174623,158,6880.000000008295,-480.00000000174623,1.134375000000162,0.022179878048789403,43.544303797520854,59.49367088607595,17039.999999997963,1119.9999999989814,-1414.6920731728292
13a_features_tempo_real__w60__pre_15s_spread_medio__min >= 1.6793869,1,40,20.2020202020202,18,22,-4,480.00000000174623,158,6880.000000008295,-480.00000000174623,1.134375000000162,0.022179878048789403,43.544303797520854,59.49367088607595,17039.999999997963,1119.9999999989814,-1414.6920731728292
13a_features_tempo_real__w60__adv_delta_spread_minimo_15s_30s__mean >= 0.24885204,1,20,10.1010101010101,8,12,-4,1280.0000000010186,178,6080.000000009022,-1280.0000000010186,1.102702702702855,-0.009492419248517514,34.157303370837205,58.42696629213483,15679.99999999738,2479.9999999995634,-1417.6954515502819
13a_features_tempo_real__w60__adv_z_pre_15s_spread_medio__std >= 0.35804479,1,20,10.1010101010101,8,12,-4,1280.0000000010186,178,6080.000000009022,-1280.0000000010186,1.102702702702855,-0.009492419248517514,34.157303370837205,58.42696629213483,15759.999999996944,2400.0,-1445.695451550129
13a_features_tempo_real__w60__pre_15s_spread_medio__std >= 0.16261659,1,20,10.1010101010101,8,12,-4,1280.0000000010186,178,6080.000000009022,-1280.0000000010186,1.102702702702855,-0.009492419248517514,34.157303370837205,58.42696629213483,15759.999999996944,2400.0,-1445.695451550129
13a_features_tempo_real__w60__adv_z_pre_15s_spread_medio__mean >= 1.9429613,1,20,10.1010101010101,9,11,-2,1200.0000000007276,178,6160.000000009313,-1200.0000000007276,1.105479452054954,-0.006715669896418586,34.606741573086026,58.98876404494382,16959.99999999767,1199.9999999992724,-1454.0294019388334
13a_features_tempo_real__w60__pre_15s_spread_medio__mean >= 2.0456572,1,20,10.1010101010101,9,11,-2,1200.0000000007276,178,6160.000000009313,-1200.0000000007276,1.105479452054954,-0.006715669896418586,34.606741573086026,58.98876404494382,16959.99999999767,1199.9999999992724,-1454.0294019388334
13a_features_tempo_real__last__adv_ratio_volatilidade_close_pontos_15s_60s >= 1.2955149,1,178,89.8989898989899,77,101,-24,1040.0000000088767,20,6320.000000001164,-1040.0000000088767,2.580000000000291,1.4678048780489183,316.0000000000582,75.0,1919.999999999709,16239.999999997235,-1461.317073180493
13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__max >= 1.2963412,1,178,89.8989898989899,77,101,-24,1040.0000000088767,20,6320.000000001164,-1040.0000000088767,2.580000000000291,1.4678048780489183,316.0000000000582,75.0,1919.999999999709,16239.999999997235,-1461.317073180493
13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__last >= 1.2955149,1,178,89.8989898989899,77,101,-24,1040.0000000088767,20,6320.000000001164,-1040.0000000088767,2.580000000000291,1.4678048780489183,316.0000000000582,75.0,1919.999999999709,16239.999999997235,-1461.317073180493
13a_features_tempo_real__w60__pre_15s_spread_minimo__max >= 1.5833333,1,52,26.262626262626267,22,30,-8,1120.0000000026193,146,6240.0000000074215,-1120.0000000026193,1.1300000000001547,0.017804878048782058,42.73972602744809,58.9041095890411,12879.99999999738,5279.999999999563,-1465.317073173503
13a_features_tempo_real__w60__adv_z_pre_15s_spread_medio__std <= 0.10274184,1,40,20.2020202020202,18,22,-4,480.00000000174623,158,6880.000000008295,-480.00000000174623,1.134375000000162,0.022179878048789403,43.544303797520854,59.49367088607595,17199.99999999709,959.9999999998545,-1470.6920731725236
13a_features_tempo_real__w60__pre_15s_spread_medio__std <= 0.046663237,1,40,20.2020202020202,18,22,-4,480.00000000174623,158,6880.000000008295,-480.00000000174623,1.134375000000162,0.022179878048789403,43.544303797520854,59.49367088607595,17199.99999999709,959.9999999998545,-1470.6920731725236
13a_features_tempo_real__w60__adv_z_pre_15s_spread_medio__first >= 1.905049,1,20,10.1010101010101,7,13,-6,400.0000000014552,178,6960.000000008586,-400.0000000014552,1.116000000000143,0.003804878048770499,39.10112359555385,57.865168539325836,17519.999999997526,639.9999999994179,-1503.7170731723966
13a_features_tempo_real__w60__pre_15s_spread_medio__first >= 2.0284382,1,20,10.1010101010101,7,13,-6,400.0000000014552,178,6960.000000008586,-400.0000000014552,1.116000000000143,0.003804878048770499,39.10112359555385,57.865168539325836,17519.999999997526,639.9999999994179,-1503.7170731723966
13a_features_tempo_real__w60__pre_15s_spread_minimo__max <= 0.89886364,1,20,10.1010101010101,7,13,-6,400.0000000014552,178,6960.000000008586,-400.0000000014552,1.116000000000143,0.003804878048770499,39.10112359555385,57.865168539325836,17599.99999999709,559.9999999998545,-1531.7170731722438
13a_features_tempo_real__w60__adv_z_pre_15s_spread_medio__std <= 0.16282879,1,79,39.8989898989899,33,46,-13,4.3655745685100555e-09,119,7360.000000005675,-4.3655745685100555e-09,1.1877551020409611,0.07555998008958853,61.84873949584601,58.82352941176471,12719.999999998254,5439.99999999869,-1538.6640119510712
13a_features_tempo_real__w60__pre_15s_spread_medio__std <= 0.073953494,1,79,39.8989898989899,33,46,-13,4.3655745685100555e-09,119,7360.000000005675,-4.3655745685100555e-09,1.1877551020409611,0.07555998008958853,61.84873949584601,58.82352941176471,12719.999999998254,5439.99999999869,-1538.6640119510712
13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__mean >= 0.96734921,1,99,50.0,42,57,-15,240.0000000052387,99,7120.000000004802,-240.0000000052387,1.22250000000015,0.11030487804877742,71.91919191924042,59.59595959595959,10239.999999999418,7919.999999997526,-1559.8170731768387
13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__mean <= 0.82490056,1,20,10.1010101010101,7,13,-6,1360.0000000013097,178,6000.000000008731,-1360.0000000013097,1.1000000000001455,-0.012195121951227073,33.70786516858838,57.865168539325836,14959.999999996944,3200.0,-1577.3170731720459
13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__std >= 0.23996472,1,50,25.252525252525253,20,30,-10,800.0000000029104,148,6560.00000000713,-800.0000000029104,1.1322580645162728,0.020062942564900155,44.324324324372505,58.108108108108105,13279.99999999738,4879.999999999563,-1579.962234464123
13a_features_tempo_real__w60__adv_z_pre_15s_spread_medio__max >= 2.4396734,1,20,10.1010101010101,8,12,-4,1280.0000000010186,178,6080.000000009022,-1280.0000000010186,1.102702702702855,-0.009492419248517514,34.157303370837205,58.42696629213483,16159.999999997672,1999.9999999992724,-1585.695451550384
13a_features_tempo_real__w60__pre_15s_spread_medio__max >= 2.2712537,1,20,10.1010101010101,8,12,-4,1280.0000000010186,178,6080.000000009022,-1280.0000000010186,1.102702702702855,-0.009492419248517514,34.157303370837205,58.42696629213483,16159.999999997672,1999.9999999992724,-1585.695451550384
13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__min <= 0.51660426,1,50,25.252525252525253,19,31,-12,880.0000000032014,148,6480.000000006839,-880.0000000032014,1.1285714285715642,0.016376306620191627,43.783783783829996,57.432432432432435,12239.999999997235,5919.999999999709,-1628.1742160311883
13a_features_tempo_real__last__cobertura_60s <= 51,1,130,65.65656565656566,57,73,-16,1680.0000000061118,68,5680.000000003929,-1680.0000000061118,1.2840000000001965,0.17180487804882394,83.52941176476367,63.23529411764706,4559.999999999127,13599.999999997817,-1666.9170731775812
13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__max >= 1.3297866,1,132,66.66666666666666,55,77,-22,400.00000000727596,66,6960.000000002765,-400.00000000727596,1.3222222222223503,0.2100271002709777,105.45454545458735,59.09090909090909,5359.999999999127,12799.999999997817,-1667.9837398454529
13a_features_tempo_real__w60__pre_15s_spread_minimo__max >= 1.625,1,49,24.747474747474747,21,28,-7,1440.0000000023283,149,5920.0000000077125,-1440.0000000023283,1.1213114754099942,0.009116353458621607,39.73154362421283,59.06040268456376,13199.99999999709,4959.9999999998545,-1686.5301879272065
13a_features_tempo_real__w60__adv_delta_spread_minimo_15s_30s__mean <= 0.075063896,1,66,33.33333333333333,29,37,-8,2000.0000000029104,132,5360.00000000713,-2000.0000000029104,1.1264150943397908,0.014219972388418212,40.606060606114625,59.84848484848485,10319.999999997526,7839.999999999418,-1689.468016570063
13a_features_tempo_real__last__pre_15s_spread_minimo <= 0.68125,1,20,10.1010101010101,7,13,-6,400.0000000014552,178,6960.000000008586,-400.0000000014552,1.116000000000143,0.003804878048770499,39.10112359555385,57.865168539325836,18079.99999999738,79.99999999956344,-1699.7170731723456
13a_features_tempo_real__w60__pre_15s_spread_minimo__std <= 0.1430155,1,99,50.0,42,57,-15,1200.0000000050932,99,6160.000000004948,-1200.0000000050932,1.1925000000001547,0.08030487804878206,62.2222222222722,59.59595959595959,7919.999999998254,10239.99999999869,-1725.817073176282
13a_features_tempo_real__last__adv_z_pre_15s_spread_medio <= 1.5639937,1,158,79.7979797979798,67,91,-24,880.0000000082946,40,6480.000000001746,-880.0000000082946,1.5400000000001455,0.4278048780487729,162.00000000004366,62.5,2400.0,15759.999999996944,-1753.3170731801001
13a_features_tempo_real__last__pre_15s_spread_medio <= 1.8735379,1,158,79.7979797979798,67,91,-24,880.0000000082946,40,6480.000000001746,-880.0000000082946,1.5400000000001455,0.4278048780487729,162.00000000004366,62.5,2400.0,15759.999999996944,-1753.3170731801001
13a_features_tempo_real__w60__adv_z_pre_15s_spread_medio__last <= 1.5639937,1,158,79.7979797979798,67,91,-24,880.0000000082946,40,6480.000000001746,-880.0000000082946,1.5400000000001455,0.4278048780487729,162.00000000004366,62.5,2400.0,15759.999999996944,-1753.3170731801001
13a_features_tempo_real__w60__pre_15s_spread_medio__last <= 1.8735379,1,158,79.7979797979798,67,91,-24,880.0000000082946,40,6480.000000001746,-880.0000000082946,1.5400000000001455,0.4278048780487729,162.00000000004366,62.5,2400.0,15759.999999996944,-1753.3170731801001
13a_features_tempo_real__w60__adv_z_pre_15s_spread_medio__first >= 0.37769378,1,148,74.74747474747475,65,83,-18,1520.000000006985,50,5840.000000003056,-1520.000000006985,1.429411764706107,0.3172166427547345,116.80000000006112,66.0,3759.9999999998545,14399.99999999709,-1775.6700143551625
13a_features_tempo_real__w60__pre_15s_spread_medio__first >= 1.3347448,1,148,74.74747474747475,65,83,-18,1520.000000006985,50,5840.000000003056,-1520.000000006985,1.429411764706107,0.3172166427547345,116.80000000006112,66.0,3759.9999999998545,14399.99999999709,-1775.6700143551625
13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__max >= 1.568963,1,20,10.1010101010101,8,12,-4,1280.0000000010186,178,6080.000000009022,-1280.0000000010186,1.102702702702855,-0.009492419248517514,34.157303370837205,58.42696629213483,16799.99999999709,1359.9999999998545,-1809.6954515501802
13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__slope >= 0.01294226,1,46,23.232323232323232,21,25,-4,1680.0000000017462,152,5680.000000008295,-1680.0000000017462,1.1163934426231208,0.00419832067174819,37.36842105268615,59.86842105263158,14559.999999997672,3599.9999999992724,-1859.4810075989521
13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__mean >= 1.0112497,1,66,33.33333333333333,28,38,-10,1120.000000003347,132,6240.000000006694,-1120.000000003347,1.1444444444445994,0.03224932249322676,47.272727272777985,59.09090909090909,12479.999999998836,5679.999999998108,-1884.6504065080735
13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__mean <= 0.87302718,1,40,20.2020202020202,16,24,-8,1600.0000000021828,158,5760.000000007858,-1600.0000000021828,1.109090909091058,-0.0031042128603147034,36.45569620258138,58.22784810126582,13279.999999995925,4880.000000001019,-1893.862527718015
13a_features_tempo_real__w60__adv_delta_spread_minimo_15s_30s__delta >= 0.14784515,1,20,10.1010101010101,9,11,-2,1200.0000000007276,178,6160.000000009313,-1200.0000000007276,1.105479452054954,-0.006715669896418586,34.606741573086026,58.98876404494382,18239.999999997235,-80.00000000029104,-1902.0294019386806
13a_features_tempo_real__w60__pre_15s_spread_minimo__mean >= 1.3291509,1,40,20.2020202020202,19,21,-2,1360.0000000013097,158,6000.000000008731,-1360.0000000013097,1.1190476190477923,0.006852497096419663,37.97468354435906,60.12658227848101,16879.99999999738,1279.9999999995634,-1917.8885017436105
13a_features_tempo_real__w60__adv_delta_spread_minimo_15s_30s__mean <= 0.05045038,1,40,20.2020202020202,17,23,-6,1520.0000000018917,158,5840.000000008149,-1520.0000000018917,1.112307692307849,0.00011257035647638247,36.96202531650727,58.86075949367089,14559.999999996944,3600.0,-1929.932457788006
13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta <= 0.049485341,1,40,20.2020202020202,16,24,-8,640.0000000023283,158,6720.0000000077125,-640.0000000023283,1.1272727272728733,0.015077605321500709,42.53164556966907,58.22784810126582,16159.999999997672,1999.9999999992724,-1930.9534368096824
13a_features_tempo_real__w60__pre_15s_spread_minimo__max >= 1.5,1,75,37.878787878787875,32,43,-11,1040.0000000037835,123,6320.000000006257,-1040.0000000037835,1.1580000000001565,0.04580487804878386,51.38211382118909,59.34959349593496,12079.999999998108,6079.999999998836,-1974.5170731749204
13a_features_tempo_real__w60__adv_delta_spread_minimo_15s_30s__mean <= 0.058049705,1,50,25.252525252525253,21,29,-8,1680.0000000024738,148,5680.000000007567,-1680.0000000024738,1.116393442623106,0.004198320671733313,38.37837837842951,58.78378378378378,12959.999999996944,5200.0,-2027.4810075994342
13a_features_tempo_real__w60__adv_delta_spread_minimo_15s_30s__std >= 0.13747308,1,79,39.8989898989899,33,46,-13,960.00000000422,119,6400.000000005821,-960.00000000422,1.1632653061225975,0.051070184171224886,53.78151260509093,58.82352941176471,11359.9999999984,6799.999999998545,-2037.3578895019946
13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__slope >= 0.011034924,1,61,30.808080808080806,27,34,-7,1920.0000000026193,137,5440.0000000074215,-1920.0000000026193,1.1236363636365323,0.011441241685159698,39.708029197134465,59.854014598540154,12399.999999997817,5759.999999999127,-2089.1352549918292
13a_features_tempo_real__window__n >= 51,1,73,36.868686868686865,30,43,-13,720.0000000040745,125,6640.000000005966,-720.0000000040745,1.159615384615528,0.04742026266415533,53.12000000004773,58.4,12559.999999997672,5599.999999999272,-2117.5478424058365
13a_features_tempo_real__w60__pre_15s_spread_minimo__min >= 1.1166667,1,40,20.2020202020202,18,22,-4,1440.0000000016007,158,5920.00000000844,-1440.0000000016007,1.1156250000001648,0.0034298780487922453,37.468354430433166,59.49367088607595,16319.999999997526,1839.999999999418,-2133.942073172529
13a_features_tempo_real__w60__pre_15s_spread_minimo__mean >= 0.94417901,1,148,74.74747474747475,66,82,-16,2400.0000000065484,50,4960.0000000034925,-2400.0000000065484,1.3875000000002728,0.27530487804890025,99.20000000006985,68.0,3200.0,14959.999999996944,-2154.8170731782775
13a_features_tempo_real__w60__adv_z_pre_15s_spread_medio__delta <= -0.067606953,1,79,39.8989898989899,32,47,-15,1040.000000004511,119,6320.00000000553,-1040.000000004511,1.1580000000001383,0.04580487804876565,53.10924369752546,57.98319327731093,10559.9999999984,7599.999999998545,-2170.5170731757607
13a_features_tempo_real__w60__pre_15s_spread_medio__delta <= -0.030705691,1,79,39.8989898989899,32,47,-15,1040.000000004511,119,6320.00000000553,-1040.000000004511,1.1580000000001383,0.04580487804876565,53.10924369752546,57.98319327731093,10559.9999999984,7599.999999998545,-2170.5170731757607
13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__max >= 1.485856,1,40,20.2020202020202,16,24,-8,1600.0000000021828,158,5760.000000007858,-1600.0000000021828,1.109090909091058,-0.0031042128603147034,36.45569620258138,58.22784810126582,14079.99999999738,4079.9999999995634,-2173.8625277185242
13a_features_tempo_real__w60__adv_delta_spread_minimo_15s_30s__mean >= 0.15523459,1,50,25.252525252525253,19,31,-12,880.0000000032014,148,6480.000000006839,-880.0000000032014,1.1285714285715642,0.016376306620191627,43.783783783829996,57.432432432432435,13839.999999997963,4319.999999998981,-2188.174216031443
13a_features_tempo_real__window__n <= 46,1,100,50.505050505050505,44,56,-12,2240.000000004511,98,5120.00000000553,-2240.000000004511,1.1684210526317609,0.05622593068038828,52.2448979592401,61.224489795918366,7599.999999998545,10559.9999999984,-2190.264441596839
13a_features_tempo_real__w60__adv_z_pre_15s_spread_medio__max >= 1.0286126,1,119,60.1010101010101,52,67,-15,1360.0000000056752,79,6000.000000004366,-1360.0000000056752,1.2500000000001819,0.13780487804880925,75.94936708866285,62.0253164556962,7999.999999999272,10159.999999997672,-2219.3170731772043
13a_features_tempo_real__w60__pre_15s_spread_medio__max >= 1.6303788,1,119,60.1010101010101,52,67,-15,1360.0000000056752,79,6000.000000004366,-1360.0000000056752,1.2500000000001819,0.13780487804880925,75.94936708866285,62.0253164556962,7999.999999999272,10159.999999997672,-2219.3170731772043
13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__min >= 0.79396037,1,40,20.2020202020202,17,23,-6,1520.0000000018917,158,5840.000000008149,-1520.0000000018917,1.112307692307849,0.00011257035647638247,36.96202531650727,58.86075949367089,15439.999999997963,2719.9999999989814,-2237.9324577883626
13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__min >= 0.5896106,1,119,60.1010101010101,53,66,-13,1280.0000000053842,79,6080.000000004657,-1280.0000000053842,1.2620689655174422,0.1498738435660696,76.96202531651464,63.29113924050633,9359.999999999127,8799.999999997817,-2278.075693866507
13a_features_tempo_real__w60__pre_15s_spread_minimo__max <= 1.625,1,159,80.3030303030303,68,91,-23,1040.000000008149,39,6320.000000001892,-1040.000000008149,1.5642857142858833,0.45209059233451065,162.05128205133056,64.1025641025641,3919.999999999709,14239.999999997235,-2282.7456446084107
13a_features_tempo_real__w60__adv_z_pre_15s_spread_medio__min >= 0.26192344,1,132,66.66666666666666,57,75,-18,1200.0000000065484,66,6160.0000000034925,-1200.0000000065484,1.3080000000001746,0.19580487804880198,93.33333333338625,62.121212121212125,6719.999999999709,11439.999999997235,-2292.5170731782346
13a_features_tempo_real__w60__pre_15s_spread_medio__min >= 1.2821643,1,132,66.66666666666666,57,75,-18,1200.0000000065484,66,6160.0000000034925,-1200.0000000065484,1.3080000000001746,0.19580487804880198,93.33333333338625,62.121212121212125,6719.999999999709,11439.999999997235,-2292.5170731782346
13a_features_tempo_real__last__cobertura_30s <= 27,1,153,77.27272727272727,66,87,-21,1680.000000007567,45,5680.000000002474,-1680.000000007567,1.4437500000001933,0.33155487804882067,126.2222222222772,64.44444444444444,3200.0,14959.999999996944,-2311.0670731793434
13a_features_tempo_real__w60__adv_z_pre_15s_spread_medio__mean <= 1.080792,1,119,60.1010101010101,50,69,-19,1520.0000000062573,79,5840.0000000037835,-1520.0000000062573,1.2281250000001478,0.11592987804877519,73.92405063295928,59.49367088607595,5919.999999998981,12239.999999997963,-2324.4420731777063
13a_features_tempo_real__w60__pre_15s_spread_medio__mean <= 1.6540776,1,119,60.1010101010101,50,69,-19,1520.0000000062573,79,5840.0000000037835,-1520.0000000062573,1.2281250000001478,0.11592987804877519,73.92405063295928,59.49367088607595,5919.999999998981,12239.999999997963,-2324.4420731777063
13a_features_tempo_real__w60__adv_delta_spread_minimo_15s_30s__slope <= 9.9962238e-05,1,92,46.464646464646464,40,52,-12,1600.0000000043656,106,5760.000000005675,-1600.0000000043656,1.1714285714287402,0.05923344947736764,54.339622641562976,60.37735849056604,10239.999999997963,7919.999999998981,-2336.4599303183013
13a_features_tempo_real__last__pre_60s_bid_size_medio_soma >= 67.190919,1,158,79.7979797979798,68,90,-22,1760.000000007858,40,5600.000000002183,-1760.000000007858,1.500000000000195,0.38780487804882235,140.00000000005457,65.0,2479.9999999995634,15679.99999999738,-2355.3170731794817
13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__slope >= 0.0030349699,1,110,55.55555555555556,47,63,-16,1520.0000000055297,88,5840.000000004511,-1520.0000000055297,1.2085714285715896,0.09637630662021701,66.36363636368763,60.22727272727273,7839.99999999869,10319.999999998254,-2360.174216034011
