dna_id,classe_dna,sequencia,dias_ativos,motores_ativos,lados_ativos,horas_ativas,taxa_alvo_media_dias_pct,taxa_alvo_desvio_dias_pp,cv_taxa_alvo_diaria,concentracao_melhor_dia_pct,hora_modal,motor_modal,lado_modal
DNA_01262391215D,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_POS,2,1,2,5,56.25,6.25,0.1111111111111111,80.0,11,motor_operacional_c7_v3_1,VENDA
DNA_01A2AC5DEF00,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU,3,1,1,5,66.66666666666667,47.14045207910317,0.7071067811865475,57.142857142857146,11,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_02DCDED28577,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_NEG,3,1,1,6,100.0,0.0,0.0,57.142857142857146,11,motor_operacional_c7_v3_1,COMPRA
DNA_0404D240F778,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG > CONFIRMACOES_CANDIDATA_ESTAVEL,2,2,1,5,50.0,50.0,1.0,80.0,6,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_053519090D31,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS,2,1,2,7,50.0,0.0,0.0,50.0,15,motor_c7_dna_fluxo_v5_2,VENDA
DNA_06528B31BF49,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU,4,1,2,12,83.33333333333333,11.78511301977579,0.1414213562373095,31.57894736842105,11,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_0721D6E6F3C9,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU,4,1,1,9,79.58333333333333,14.451787663353855,0.18159314341387045,33.333333333333336,21,motor_operacional_c7_v3_1,VENDA
DNA_079D3E4481A7,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_SUBIU,4,2,1,13,73.86904761904762,10.102051552938702,0.1367562176384933,31.818181818181817,11,motor_c7_dna_fluxo_v5_2,VENDA
DNA_098752346F64,DNA_GAIN,AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_CAIU,1,1,1,2,50.0,0.0,0.0,100.0,16,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_0ACFAB4AE0CD,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS,4,1,2,12,62.77777777777778,27.369217637230225,0.43596983846915405,50.0,11,motor_c7_dna_fluxo_v5_2,VENDA
DNA_0B7B4EA435EA,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_NEG > CAMPANHA_ENTRADAS_CAIU,3,1,2,7,95.23809523809524,6.734350297014741,0.07071067811865478,77.77777777777777,21,motor_operacional_c7_v3_1,VENDA
DNA_0CDC5A943B30,DNA_STOP,CAMPANHA_ENTRADAS_ACELEROU_NEG > CAMPANHA_ENTRADAS_CAIU > CONFIRMACOES_CANDIDATA_ESTAVEL,4,2,1,8,91.66666666666667,14.433756729740642,0.15745916432444335,45.45454545454545,10,motor_operacional_c7_v3_1,VENDA
DNA_0DB4B4CC9BFE,DNA_STOP,CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_ESTAVEL,3,1,1,7,88.8888888888889,15.71348402636772,0.17677669529663684,37.5,9,motor_operacional_c7_v3_1,VENDA
DNA_0DDD8BFE6E7B,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU,1,1,1,2,100.0,0.0,0.0,100.0,8,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_0E0759144567,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,4,1,1,7,69.16666666666667,18.76388374866284,0.2712850662457278,41.666666666666664,1,motor_operacional_c7_v3_1,VENDA
DNA_0F3CE53D7650,DNA_GAIN,AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG > CONFIRMACOES_CANDIDATA_ESTAVEL,3,2,1,6,80.55555555555556,14.16394309331329,0.17582825908940636,44.44444444444444,21,motor_c7_dna_fluxo_v5_2,VENDA
DNA_0F5FE823FA32,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL,1,1,1,2,100.0,0.0,0.0,100.0,10,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_0F6BB946407D,DNA_GAIN,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS,2,2,1,2,50.0,50.0,1.0,66.66666666666667,8,motor_c7_dna_fluxo_v5_2,VENDA
DNA_0F9D05010CF8,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL,4,2,2,7,78.125,22.316963839196408,0.28565713714171403,61.53846153846154,13,motor_operacional_c7_v3_1,COMPRA
DNA_0FC8CD8EFED0,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU,2,1,1,3,100.0,0.0,0.0,66.66666666666667,10,motor_operacional_c7_v3_1,VENDA
DNA_1016F676957E,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_CAIU,2,1,1,1,100.0,0.0,0.0,50.0,10,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_117945C7E9CD,DNA_STOP,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ESTAVEL,4,2,1,7,81.25,20.72890493972125,0.2551249838734923,36.36363636363637,21,motor_c7_dna_fluxo_v5_2,VENDA
DNA_11B91A053005,DNA_STOP,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,4,1,2,8,79.16666666666667,21.650635094610966,0.27348170645824377,33.333333333333336,14,motor_c7_dna_fluxo_v5_2,VENDA
DNA_12165350A8AA,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS,2,2,1,3,58.333333333333336,8.333333333333336,0.1428571428571429,60.0,20,motor_operacional_c7_v3_1,COMPRA
DNA_13989E9F24E9,DNA_STOP,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU,3,1,1,8,82.22222222222223,13.6986977843755,0.16660578386402636,45.45454545454545,1,motor_c7_dna_fluxo_v5_2,VENDA
DNA_15753472146B,DNA_STOP,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_SUBIU,4,1,1,7,91.66666666666667,14.433756729740642,0.15745916432444335,42.857142857142854,0,motor_operacional_c7_v3_1,COMPRA
DNA_167949D8A9FE,DNA_GAIN,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU,3,1,1,5,66.66666666666667,47.14045207910317,0.7071067811865475,40.0,12,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_168BDE65953C,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_CAIU,4,1,1,8,83.33333333333334,16.666666666666664,0.19999999999999996,37.5,7,motor_operacional_c7_v3_1,COMPRA
DNA_16D7C5F77E91,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL,2,1,2,2,41.66666666666667,8.333333333333332,0.19999999999999996,60.0,21,motor_operacional_c7_v3_1,VENDA
DNA_17E1B7EE1B7F,DNA_GAIN,AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_POS,3,1,2,4,66.66666666666667,47.14045207910317,0.7071067811865475,50.0,10,motor_operacional_c7_v3_1,VENDA
DNA_184A7F891A9B,DNA_GAIN,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU,4,1,2,6,50.00000000000001,37.26779962499649,0.7453559924999298,33.333333333333336,10,motor_c7_dna_fluxo_v5_2,VENDA
DNA_1CD7FBA80F50,DNA_GAIN,AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,3,1,2,6,50.0,40.824829046386306,0.8164965809277261,57.142857142857146,1,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_1D4899DEA527,DNA_GAIN,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_SUBIU,3,2,1,4,50.0,40.824829046386306,0.8164965809277261,40.0,2,motor_c7_dna_fluxo_v5_2,VENDA
DNA_1DB7D86FEC6F,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,3,1,1,5,66.66666666666667,47.14045207910317,0.7071067811865475,60.0,11,motor_operacional_c7_v3_1,COMPRA
DNA_1E793D741215,DNA_GAIN,AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG > CONFIRMACOES_CANDIDATA_ESTAVEL,3,1,1,5,88.8888888888889,15.71348402636772,0.17677669529663684,42.857142857142854,13,motor_c7_dna_fluxo_v5_2,VENDA
DNA_1F43317DBDF1,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,3,2,2,12,85.97883597883599,2.2757474251435528,0.026468693129361932,40.90909090909091,11,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_1F9234FD4012,DNA_GAIN,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU,3,1,1,4,66.66666666666667,23.570226039551585,0.35355339059327373,40.0,12,motor_c7_dna_fluxo_v5_2,VENDA
DNA_200784D63B62,DNA_GAIN,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_SUBIU,3,1,1,2,66.66666666666667,47.14045207910317,0.7071067811865475,33.333333333333336,12,motor_operacional_c7_v3_1,COMPRA
DNA_220F5CDB9A4C,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ESTAVEL,3,2,1,6,83.33333333333333,11.785113019775793,0.14142135623730953,44.44444444444444,16,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_239E845429E1,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_SUBIU > CAMPANHA_ENTRADAS_ACELEROU_POS,3,1,1,3,55.555555555555564,41.5739709641549,0.7483314773547881,50.0,12,motor_operacional_c7_v3_1,COMPRA
DNA_241F450E2DE1,DNA_GAIN,AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,4,1,1,9,54.16666666666667,36.08439182435161,0.6661733875264912,40.0,1,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_24FF85DB4724,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,2,1,1,4,100.0,0.0,0.0,60.0,15,motor_operacional_c7_v3_1,COMPRA
DNA_2539A49474E0,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,3,2,1,6,100.0,0.0,0.0,50.0,12,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_25755CE31F05,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,3,1,1,6,68.8888888888889,24.54524670486058,0.35630196829636324,55.55555555555556,12,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_270AC6A9E750,DNA_GAIN,AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,3,1,1,6,50.0,40.824829046386306,0.8164965809277261,50.0,16,motor_c7_dna_fluxo_v5_2,VENDA
DNA_279BD6642AFF,DNA_GAIN,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ESTAVEL,4,2,1,6,62.5,41.4578098794425,0.66332495807108,50.0,1,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_27EB99DE00C9,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,3,1,1,7,61.111111111111114,28.327886186626582,0.46354722850843494,37.5,10,motor_c7_dna_fluxo_v5_2,VENDA
DNA_280552AE4D03,DNA_STOP,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS,4,1,2,8,75.0,43.30127018922193,0.5773502691896257,62.5,2,motor_c7_dna_fluxo_v5_2,VENDA
DNA_2A22C099C159,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,4,2,1,7,77.08333333333333,27.24311839712921,0.35342423866546,36.36363636363637,21,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_2AA78FEE2F3D,DNA_STOP,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL,3,1,1,8,88.8888888888889,15.71348402636772,0.17677669529663684,50.0,1,motor_c7_dna_fluxo_v5_2,VENDA
DNA_2C7C4EEB27F8,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,2,1,1,3,50.0,50.0,1.0,66.66666666666667,7,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_2D385610730A,DNA_STOP,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS,3,2,1,7,50.0,40.824829046386306,0.8164965809277261,62.5,21,motor_c7_dna_fluxo_v5_2,VENDA
DNA_2EB86B0CB4CA,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CAMPANHA_ENTRADAS_ESTAVEL,2,1,1,5,87.5,12.5,0.14285714285714285,57.142857142857146,11,motor_operacional_c7_v3_1,COMPRA
DNA_2F81D1AF8F8D,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU,3,1,2,8,80.0,16.32993161855452,0.2041241452319315,33.333333333333336,11,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_34233F371B93,DNA_STOP,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,4,2,1,8,91.66666666666667,14.433756729740642,0.15745916432444335,50.0,11,motor_c7_dna_fluxo_v5_2,VENDA
DNA_34D1682B82C7,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,3,1,2,7,53.333333333333336,41.096093353126506,0.7705517503711219,55.55555555555556,16,motor_c7_dna_fluxo_v5_2,VENDA
DNA_354C40710B58,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,3,2,2,8,46.666666666666664,41.096093353126506,0.8806305718527109,55.55555555555556,1,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_358D498AE72E,DNA_GAIN,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU,3,1,1,7,63.333333333333336,26.246692913372705,0.4144214670532532,55.55555555555556,13,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_369172CCFB17,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,4,1,1,4,75.0,43.30127018922193,0.5773502691896257,33.333333333333336,12,motor_operacional_c7_v3_1,VENDA
DNA_36F144CF65A6,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ESTAVEL,4,1,1,7,79.16666666666667,21.650635094610966,0.27348170645824377,30.0,21,motor_c7_dna_fluxo_v5_2,VENDA
DNA_370E5ECFD599,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL,4,1,1,7,64.58333333333333,38.358234665670764,0.5939339561136119,50.0,12,motor_operacional_c7_v3_1,COMPRA
DNA_37F259E0AF51,DNA_GAIN,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_SUBIU,2,1,2,2,100.0,0.0,0.0,50.0,21,motor_operacional_c7_v3_1,COMPRA
DNA_37FF78005FE9,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,4,2,1,7,86.66666666666667,14.14213562373095,0.16317848796612633,45.45454545454545,13,motor_operacional_c7_v3_1,COMPRA
