dna_id,tipo_causa_stop,classe_dna,sequencia,stops_associados,dias_com_stop,motores_com_stop,lados_com_stop,hora_mais_frequente,concentracao_hora_pct
DNA_3CD537351738,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS,4,2,1,2,21,50.0
DNA_801455E7B190,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,4,3,1,2,16,50.0
DNA_AEB3D8FA975E,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,4,2,1,1,10,25.0
DNA_5B29B166BC76,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_SUBIU,4,2,1,1,12,50.0
DNA_239E845429E1,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_SUBIU > CAMPANHA_ENTRADAS_ACELEROU_POS,4,2,1,1,12,75.0
DNA_980C621DFC9C,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL,4,2,1,1,11,25.0
DNA_DCD5DBB2C846,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,4,2,2,1,15,50.0
DNA_C933D2E4159C,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_NEG > CAMPANHA_ENTRADAS_CAIU,4,2,1,1,9,25.0
DNA_241F450E2DE1,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,4,3,1,1,9,25.0
DNA_C85A73486321,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU,4,3,1,1,10,50.0
DNA_6E65B1A267EF,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,4,2,1,1,11,25.0
DNA_628F787ED9B5,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS,4,2,2,1,21,50.0
DNA_7E0528E09E26,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,4,2,2,1,5,25.0
DNA_DABBDF1E34DF,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_SUBIU,4,2,1,1,11,25.0
DNA_973119A96316,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU,4,2,1,1,3,25.0
DNA_5FF182AC503E,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS,4,2,1,2,5,25.0
DNA_41595B69E85D,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,4,2,2,1,2,25.0
DNA_95D05068BD64,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_SUBIU > CAMPANHA_ENTRADAS_ACELEROU_NEG,4,3,1,1,11,25.0
DNA_F086F40D1616,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS,4,2,1,1,1,25.0
DNA_BDF11E9FD35A,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,4,3,1,2,19,50.0
DNA_184A7F891A9B,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU,4,3,1,2,15,50.0
DNA_B92FE778CF45,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,4,2,1,1,12,25.0
DNA_1DB7D86FEC6F,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,4,2,1,1,11,25.0
DNA_B9D6DF562BD6,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS,4,2,1,1,0,25.0
DNA_053519090D31,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS,4,2,1,2,15,50.0
DNA_3E56B70A731F,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,4,2,2,1,13,50.0
DNA_DD3F96881643,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU,4,2,1,1,11,25.0
DNA_5B6B85395894,FALHA_DE_DNA_GAIN,DNA_GAIN,CAMPANHA_ENTRADAS_ACELEROU_POS > CAMPANHA_ENTRADAS_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS,4,3,2,1,12,50.0
DNA_757C6CFC0731,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_SUBIU > CAMPANHA_ENTRADAS_ACELEROU_POS > CAMPANHA_ENTRADAS_CAIU,4,2,1,2,12,50.0
DNA_25755CE31F05,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,4,2,1,1,10,25.0
DNA_D13CB1CF8A67,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,4,3,1,1,3,25.0
DNA_9C10A16380AC,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,4,3,1,1,10,25.0
DNA_38356210FAE7,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU,4,3,1,2,5,25.0
DNA_F4AED977ED52,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,4,3,1,1,10,25.0
DNA_575CA6CFE943,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL,4,2,1,2,13,50.0
DNA_01262391215D,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_POS,4,2,1,2,11,75.0
DNA_BFC95FE3F66A,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_SUBIU,4,3,1,1,11,25.0
DNA_0404D240F778,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG > CONFIRMACOES_CANDIDATA_ESTAVEL,4,1,2,1,8,25.0
DNA_8B1A08BDD880,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,4,2,1,1,21,50.0
DNA_EBA78324FDA9,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,3,2,1,2,6,33.33333333333333
DNA_EF5299932931,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU,3,1,1,1,10,33.33333333333333
DNA_B608926487D8,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_CAIU,3,3,1,2,12,33.33333333333333
DNA_6D697D805F35,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU,3,3,1,1,2,33.33333333333333
DNA_A50C63B93A95,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_POS,3,2,1,1,11,33.33333333333333
DNA_A46A006CDACD,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,3,1,1,2,13,33.33333333333333
DNA_B8B7901F2244,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS,3,3,1,1,4,33.33333333333333
DNA_F4EFDE913E65,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,3,3,1,1,11,33.33333333333333
DNA_D98BE00C2AF5,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,3,1,1,1,15,66.66666666666666
DNA_EBF35E328EE8,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,3,2,1,2,10,33.33333333333333
DNA_E744B5FCC88E,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL,3,2,1,1,12,33.33333333333333
DNA_1CD7FBA80F50,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,3,2,1,2,10,33.33333333333333
DNA_279BD6642AFF,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ESTAVEL,3,2,2,1,1,66.66666666666666
DNA_76F811B50CCB,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS,3,2,1,1,21,66.66666666666666
DNA_270AC6A9E750,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,3,2,1,1,0,33.33333333333333
DNA_34D1682B82C7,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,3,2,1,1,0,33.33333333333333
DNA_A41B4686A648,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU,3,2,1,1,13,66.66666666666666
DNA_9CCB6FCCE9D7,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL,3,2,1,1,10,33.33333333333333
DNA_B01B2D10C0E7,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU,3,2,2,1,8,33.33333333333333
DNA_629F4CF574CC,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,3,3,2,1,8,33.33333333333333
DNA_0FC8CD8EFED0,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU,3,2,1,1,10,33.33333333333333
DNA_3B02ABC63B44,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG > CONFIRMACOES_CANDIDATA_SUBIU,3,2,1,1,13,33.33333333333333
DNA_EDAF64BFBF50,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU,3,3,1,1,2,33.33333333333333
DNA_83D3F6DDCA33,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,3,3,1,1,1,33.33333333333333
DNA_FA7BD00B022E,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,3,2,1,1,13,66.66666666666666
DNA_EA8B627CAB0A,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,3,2,1,1,13,66.66666666666666
DNA_8CDBB36CBCBF,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL,3,2,2,1,5,33.33333333333333
DNA_64024AA702F7,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU,3,2,1,1,5,33.33333333333333
DNA_AAF0124FD7BD,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,3,3,2,1,8,33.33333333333333
DNA_55AC3640C003,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,3,2,1,1,0,33.33333333333333
DNA_A51A4C41D6E0,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL,3,1,1,1,13,66.66666666666666
DNA_4B7CA5C2C782,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG > CONFIRMACOES_CANDIDATA_CAIU,3,2,1,1,12,33.33333333333333
DNA_6CBBC9B7979D,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,3,2,1,2,12,33.33333333333333
DNA_50E975B46E3D,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_SUBIU,3,2,1,1,11,33.33333333333333
DNA_0F5FE823FA32,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL,2,1,1,1,10,50.0
DNA_12165350A8AA,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS,2,2,2,1,19,50.0
DNA_167949D8A9FE,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU,2,1,1,1,16,50.0
DNA_0F3CE53D7650,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG > CONFIRMACOES_CANDIDATA_ESTAVEL,2,2,2,1,3,50.0
DNA_CF7C4A6B5337,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,2,2,1,1,15,50.0
DNA_CBF35243CF41,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,2,2,1,1,2,50.0
DNA_1F9234FD4012,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU,2,2,1,1,12,50.0
DNA_BD16C74539AB,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_POS > CAMPANHA_ENTRADAS_CAIU,2,2,2,1,12,50.0
DNA_449B83635188,FALHA_DE_DNA_GAIN,DNA_GAIN,CAMPANHA_ENTRADAS_ACELEROU_POS > CAMPANHA_ENTRADAS_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS,2,1,1,1,12,100.0
DNA_17E1B7EE1B7F,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_POS,2,1,1,2,12,50.0
DNA_D2BEE9B0069D,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_POS > CAMPANHA_ENTRADAS_CAIU,2,1,1,2,12,50.0
DNA_C730BE8095AC,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU,2,1,1,1,14,50.0
DNA_6CEF91CE8DEB,FALHA_DE_DNA_GAIN,DNA_GAIN,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,2,2,1,1,9,50.0
DNA_AA02437A95B4,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,2,2,1,1,12,50.0
