dna_id,classe_dna,escopo,motor_catalogo,lado_catalogo,tamanho,sequencia,evidencia_16e,score_descoberta_16e,aparicoes,gains,stops,winrate_pct,wilson_95_inferior_pct,profit_factor_r,expectancia_r,sequencia_max_stops,max_drawdown_r,dias_ativos,classe_alvo,acertos_classe_alvo,taxa_acerto_classe_alvo_pct,taxa_erro_classe_alvo_pct
DNA_220F5CDB9A4C,DNA_STOP,LADO,,COMPRA,3,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ESTAVEL,FRACA,50.7091,9,2,7,22.22222222222222,6.322376231222721,0.2857142857142857,-0.5555555555555556,5,5.0,3,STOP,7,77.77777777777777,22.22222222222223
DNA_C8954CD0A2BE,DNA_GAIN,LADO,,VENDA,3,AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ESTAVEL,FRACA,67.5002,9,7,2,77.77777777777777,45.25833436728054,3.5,0.5555555555555556,1,1.0,3,GAIN,7,77.77777777777777,22.22222222222223
DNA_9D0C557BE9C4,DNA_STOP,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,COMPRA,3,AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_POS > CAMPANHA_ENTRADAS_CAIU,FRACA,52.1523,9,2,7,22.22222222222222,6.322376231222721,0.2857142857142857,-0.5555555555555556,6,6.0,3,STOP,7,77.77777777777777,22.22222222222223
DNA_0F3CE53D7650,DNA_GAIN,LADO,,VENDA,5,AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG > CONFIRMACOES_CANDIDATA_ESTAVEL,FRACA,46.5064,9,7,2,77.77777777777777,45.25833436728054,3.5,0.5555555555555556,1,1.0,3,GAIN,7,77.77777777777777,22.22222222222223
DNA_8074D439BE99,DNA_STOP,MOTOR,motor_c7_dna_fluxo_v5_2,,4,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,MODERADA,42.3491,13,3,10,23.076923076923077,8.179379092465709,0.3,-0.5384615384615384,7,9.0,3,STOP,10,76.92307692307692,23.07692307692308
DNA_66F37DEE2F20,DNA_STOP,LADO,,VENDA,5,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,MODERADA,48.8094,34,8,26,23.529411764705884,12.436838109244343,0.3076923076923077,-0.5294117647058824,7,20.0,4,STOP,26,76.47058823529412,23.529411764705884
DNA_D543EFFA0C30,DNA_STOP,GLOBAL,,,5,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,MODERADA,50.1709,40,10,30,25.0,14.186967895549516,0.3333333333333333,-0.5,8,22.0,4,STOP,30,75.0,25.0
DNA_9B7A4D78E305,DNA_STOP,LADO,,VENDA,3,AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_SUBIU,MODERADA,44.0616,28,7,21,25.0,12.67633494220078,0.3333333333333333,-0.5,10,15.0,4,STOP,21,75.0,25.0
DNA_AACC8236FADF,DNA_STOP,MOTOR_LADO,motor_operacional_c7_v3_1,VENDA,5,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,MODERADA,48.0093,16,4,12,25.0,10.181901984237347,0.3333333333333333,-0.5,5,10.0,4,STOP,12,75.0,25.0
DNA_A25328664744,DNA_STOP,MOTOR_LADO,motor_operacional_c7_v3_1,VENDA,2,CAMPANHA_ENTRADAS_ACELEROU_NEG > CAMPANHA_ENTRADAS_CAIU,FRACA,42.6068,16,4,12,25.0,10.181901984237347,0.3333333333333333,-0.5,8,10.0,4,STOP,12,75.0,25.0
DNA_370E5ECFD599,DNA_STOP,MOTOR_LADO,motor_operacional_c7_v3_1,COMPRA,3,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL,MODERADA,48.612,12,3,9,25.0,8.894003962896138,0.3333333333333333,-0.5,3,7.0,4,STOP,9,75.0,25.0
DNA_168BDE65953C,DNA_STOP,MOTOR_LADO,motor_operacional_c7_v3_1,COMPRA,2,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_CAIU,FRACA,54.073,8,2,6,25.0,7.1477688858027655,0.3333333333333333,-0.5,3,5.0,4,STOP,6,75.0,25.0
DNA_6EDC41322556,DNA_STOP,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,COMPRA,3,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_POS,FRACA,46.5799,8,2,6,25.0,7.1477688858027655,0.3333333333333333,-0.5,3,5.0,4,STOP,6,75.0,25.0
DNA_527C537E9BBB,DNA_STOP,MOTOR_LADO,motor_operacional_c7_v3_1,VENDA,3,CAMPANHA_ENTRADAS_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG > CONFIRMACOES_CANDIDATA_ESTAVEL,FRACA,52.0998,8,2,6,25.0,7.1477688858027655,0.3333333333333333,-0.5,6,6.0,4,STOP,6,75.0,25.0
DNA_CD8E60489F87,DNA_STOP,LADO,,COMPRA,4,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU,MODERADA,42.335,8,2,6,25.0,7.1477688858027655,0.3333333333333333,-0.5,4,4.0,3,STOP,6,75.0,25.0
DNA_CB7226A14E54,DNA_STOP,MOTOR,motor_operacional_c7_v3_1,,3,AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,FRACA,45.4333,8,2,6,25.0,7.1477688858027655,0.3333333333333333,-0.5,3,4.0,2,STOP,6,75.0,25.0
DNA_E07B8E568077,DNA_STOP,MOTOR_LADO,motor_operacional_c7_v3_1,VENDA,3,AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,FRACA,39.8487,8,2,6,25.0,7.1477688858027655,0.3333333333333333,-0.5,4,4.0,2,STOP,6,75.0,25.0
DNA_A18A72F5F778,DNA_GAIN,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,VENDA,4,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,FRACA,66.2552,8,6,2,75.0,40.926987910258916,3.0,0.5,2,2.0,3,GAIN,6,75.0,25.0
DNA_2D385610730A,DNA_STOP,LADO,,VENDA,4,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS,MODERADA,45.2849,8,2,6,25.0,7.1477688858027655,0.3333333333333333,-0.5,5,5.0,3,STOP,6,75.0,25.0
DNA_BF68E3CCCD78,DNA_GAIN,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,VENDA,3,AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,FRACA,38.5021,4,3,1,75.0,30.063605244263663,3.0,0.5,1,1.0,3,GAIN,3,75.0,25.0
DNA_EA8B627CAB0A,DNA_STOP,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,COMPRA,2,AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,FRACA,51.9415,4,1,3,25.0,4.558606264463622,0.3333333333333333,-0.5,2,2.0,2,STOP,3,75.0,25.0
DNA_A51A4C41D6E0,DNA_STOP,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,COMPRA,4,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL,FRACA,55.8461,4,1,3,25.0,4.558606264463622,0.3333333333333333,-0.5,3,3.0,1,STOP,3,75.0,25.0
DNA_BDDAB55D5E78,DNA_STOP,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,COMPRA,2,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,MODERADA,53.0671,59,15,44,25.423728813559322,16.05583829520582,0.3409090909090909,-0.4915254237288136,8,29.0,4,STOP,44,74.57627118644068,25.423728813559322
DNA_AFF3F0195078,DNA_STOP,GLOBAL,,,3,AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ESTAVEL,MODERADA,44.9332,38,10,28,26.31578947368421,14.9714623897013,0.35714285714285715,-0.47368421052631576,6,18.0,4,STOP,28,73.6842105263158,26.315789473684205
DNA_079D3E4481A7,DNA_STOP,LADO,,VENDA,4,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_SUBIU,MODERADA,38.8736,22,6,16,27.272727272727273,13.150582015814438,0.375,-0.45454545454545453,8,11.0,4,STOP,16,72.72727272727273,27.272727272727266
DNA_498725606F18,DNA_STOP,MOTOR_LADO,motor_operacional_c7_v3_1,VENDA,2,AJUSTE_ESTRUTURA_VENDA_SUBIU > CAMPANHA_ENTRADAS_ACELEROU_NEG,FRACA,43.4077,11,3,8,27.272727272727273,9.745880573921468,0.375,-0.45454545454545453,5,7.0,4,STOP,8,72.72727272727273,27.272727272727266
DNA_2A22C099C159,DNA_STOP,LADO,,COMPRA,3,AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,FRACA,50.7091,11,3,8,27.272727272727273,9.745880573921468,0.375,-0.45454545454545453,4,6.0,4,STOP,8,72.72727272727273,27.272727272727266
DNA_39E0EA4335D7,DNA_STOP,MOTOR_LADO,motor_operacional_c7_v3_1,COMPRA,3,AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,MODERADA,41.5159,11,3,8,27.272727272727273,9.745880573921468,0.375,-0.45454545454545453,7,7.0,2,STOP,8,72.72727272727273,27.272727272727266
DNA_7F9214FF9BBF,DNA_STOP,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,VENDA,3,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,FRACA,47.9509,18,5,13,27.77777777777778,12.499569146355476,0.38461538461538464,-0.4444444444444444,5,9.0,4,STOP,13,72.22222222222223,27.77777777777777
DNA_CEA0D4DD30CF,DNA_STOP,LADO,,COMPRA,3,AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,MODERADA,45.1319,25,7,18,28.0,14.28367383738157,0.3888888888888889,-0.44,10,14.0,4,STOP,18,72.0,28.0
DNA_B5173119E64D,DNA_STOP,MOTOR,motor_operacional_c7_v3_1,,4,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS,MODERADA,46.777,21,6,15,28.571428571428573,13.813675745628203,0.4,-0.42857142857142855,5,11.0,4,STOP,15,71.42857142857143,28.57142857142857
DNA_C18E60093772,DNA_STOP,MOTOR,motor_c7_dna_fluxo_v5_2,,3,AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,MODERADA,44.2805,21,6,15,28.571428571428573,13.813675745628203,0.4,-0.42857142857142855,7,11.0,4,STOP,15,71.42857142857143,28.57142857142857
DNA_F8D212E57228,DNA_STOP,MOTOR_LADO,motor_operacional_c7_v3_1,VENDA,4,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL,FRACA,52.0974,14,4,10,28.571428571428573,11.721187910109101,0.4,-0.42857142857142855,5,8.0,4,STOP,10,71.42857142857143,28.57142857142857
DNA_DC03BCF36072,DNA_STOP,MOTOR,motor_operacional_c7_v3_1,,4,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL,MODERADA,46.6346,14,4,10,28.571428571428573,11.721187910109101,0.4,-0.42857142857142855,5,8.0,4,STOP,10,71.42857142857143,28.57142857142857
DNA_6D38AE4E4F5E,DNA_STOP,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,COMPRA,3,AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,FRACA,42.6313,14,4,10,28.571428571428573,11.721187910109101,0.4,-0.42857142857142855,5,7.0,4,STOP,10,71.42857142857143,28.57142857142857
DNA_AE4B58C7ADDC,DNA_STOP,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,COMPRA,3,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU,MODERADA,39.6712,14,4,10,28.571428571428573,11.721187910109101,0.4,-0.42857142857142855,4,6.0,4,STOP,10,71.42857142857143,28.57142857142857
DNA_AA315E3E83FE,DNA_STOP,MOTOR_LADO,motor_operacional_c7_v3_1,VENDA,2,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,FRACA,49.4754,7,2,5,28.571428571428573,8.221716570901553,0.4,-0.42857142857142855,3,3.0,4,STOP,5,71.42857142857143,28.57142857142857
DNA_D383C44C5631,DNA_STOP,MOTOR_LADO,motor_operacional_c7_v3_1,COMPRA,3,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL,FRACA,40.0337,7,2,5,28.571428571428573,8.221716570901553,0.4,-0.42857142857142855,3,4.0,2,STOP,5,71.42857142857143,28.57142857142857
DNA_B245A3082638,DNA_STOP,MOTOR_LADO,motor_operacional_c7_v3_1,COMPRA,3,AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,FRACA,44.2542,7,2,5,28.571428571428573,8.221716570901553,0.4,-0.42857142857142855,3,3.0,2,STOP,5,71.42857142857143,28.57142857142857
DNA_B2D4FA3AE6B0,DNA_STOP,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,COMPRA,3,AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,FRACA,46.5799,7,2,5,28.571428571428573,8.221716570901553,0.4,-0.42857142857142855,3,3.0,2,STOP,5,71.42857142857143,28.57142857142857
DNA_CB74299F180D,DNA_GAIN,MOTOR,motor_c7_dna_fluxo_v5_2,,4,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU,FRACA,54.2698,7,5,2,71.42857142857143,35.892909014821264,2.5,0.42857142857142855,2,2.0,2,GAIN,5,71.42857142857143,28.57142857142857
DNA_C5989630D0E0,DNA_STOP,LADO,,COMPRA,3,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,MODERADA,49.6486,17,5,12,29.41176470588235,13.279793865556401,0.4166666666666667,-0.4117647058823529,6,8.0,4,STOP,12,70.58823529411765,29.411764705882348
DNA_3E46707908B4,DNA_STOP,MOTOR,motor_operacional_c7_v3_1,,5,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,MODERADA,42.8906,20,6,14,30.0,14.547527396899387,0.42857142857142855,-0.4,5,10.0,4,STOP,14,70.0,30.0
DNA_C95F1A27E8FF,DNA_STOP,LADO,,COMPRA,3,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_SUBIU > CAMPANHA_ENTRADAS_ACELEROU_POS,FRACA,50.7091,10,3,7,30.0,10.778928748621183,0.42857142857142855,-0.4,4,6.0,4,STOP,7,70.0,30.0
DNA_63F4D930DAD8,DNA_STOP,MOTOR_LADO,motor_operacional_c7_v3_1,COMPRA,2,CAMPANHA_ENTRADAS_ACELEROU_NEG > CAMPANHA_ENTRADAS_SUBIU,FRACA,44.2542,10,3,7,30.0,10.778928748621183,0.42857142857142855,-0.4,5,5.0,3,STOP,7,70.0,30.0
DNA_0F9D05010CF8,DNA_STOP,GLOBAL,,,3,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL,MODERADA,47.4745,13,4,9,30.76923076923077,12.68049716161809,0.4444444444444444,-0.38461538461538464,5,5.0,4,STOP,9,69.23076923076923,30.769230769230774
DNA_400FB800A654,DNA_STOP,MOTOR_LADO,motor_operacional_c7_v3_1,VENDA,2,AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,MODERADA,39.4489,13,4,9,30.76923076923077,12.68049716161809,0.4444444444444444,-0.38461538461538464,4,5.0,3,STOP,9,69.23076923076923,30.769230769230774
DNA_383D9DF34358,DNA_STOP,MOTOR,motor_c7_dna_fluxo_v5_2,,4,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ESTAVEL,MODERADA,42.3095,45,14,31,31.11111111111111,19.528525463541907,0.45161290322580644,-0.37777777777777777,9,18.0,4,STOP,31,68.88888888888889,31.111111111111114
DNA_6135DE744E37,DNA_STOP,LADO,,VENDA,4,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ESTAVEL,MODERADA,43.2639,38,12,26,31.57894736842105,19.084420023666638,0.46153846153846156,-0.3684210526315789,9,17.0,4,STOP,26,68.42105263157895,31.578947368421055
DNA_F545FC110364,DNA_STOP,MOTOR,motor_c7_dna_fluxo_v5_2,,2,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,MODERADA,39.6631,33,11,22,33.333333333333336,19.7500294678037,0.5,-0.3333333333333333,7,13.0,4,STOP,22,66.66666666666667,33.33333333333333
DNA_ADE909EAB40C,DNA_STOP,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,VENDA,4,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ESTAVEL,MODERADA,46.322,24,8,16,33.333333333333336,17.971978688379643,0.5,-0.3333333333333333,8,12.0,4,STOP,16,66.66666666666667,33.33333333333333
DNA_5CCB7B3B1DDB,DNA_STOP,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,VENDA,3,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU,MODERADA,39.306,21,7,14,33.333333333333336,17.194536432683687,0.5,-0.3333333333333333,5,8.0,4,STOP,14,66.66666666666667,33.33333333333333
DNA_A766C48B4FE5,DNA_STOP,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,VENDA,3,AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_SUBIU,MODERADA,36.5841,21,7,14,33.333333333333336,17.194536432683687,0.5,-0.3333333333333333,6,8.0,4,STOP,14,66.66666666666667,33.33333333333333
DNA_BAA5BFFDC026,DNA_STOP,MOTOR,motor_operacional_c7_v3_1,,2,AJUSTE_ESTRUTURA_VENDA_SUBIU > CAMPANHA_ENTRADAS_ACELEROU_NEG,MODERADA,44.8963,18,6,12,33.333333333333336,16.278554363662856,0.5,-0.3333333333333333,5,9.0,4,STOP,12,66.66666666666667,33.33333333333333
DNA_625C2B7C54B9,DNA_STOP,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,COMPRA,2,AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ESTAVEL,MODERADA,39.6712,18,6,12,33.333333333333336,16.278554363662856,0.5,-0.3333333333333333,3,6.0,4,STOP,12,66.66666666666667,33.33333333333333
DNA_46CF488DD681,DNA_STOP,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,VENDA,5,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,MODERADA,33.7322,15,5,10,33.333333333333336,15.176100694691234,0.5,-0.3333333333333333,4,6.0,4,STOP,10,66.66666666666667,33.33333333333333
DNA_A158C44E2462,DNA_STOP,MOTOR_LADO,motor_operacional_c7_v3_1,VENDA,5,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS,FRACA,43.4077,12,4,8,33.333333333333336,13.811783989736133,0.5,-0.3333333333333333,4,6.0,4,STOP,8,66.66666666666667,33.33333333333333
DNA_0E0759144567,DNA_STOP,MOTOR_LADO,motor_operacional_c7_v3_1,VENDA,6,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,FRACA,39.8487,12,4,8,33.333333333333336,13.811783989736133,0.5,-0.3333333333333333,4,6.0,4,STOP,8,66.66666666666667,33.33333333333333
DNA_DC1EF7E69080,DNA_STOP,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,COMPRA,3,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,FRACA,45.3771,12,4,8,33.333333333333336,13.811783989736133,0.5,-0.3333333333333333,4,6.0,4,STOP,8,66.66666666666667,33.33333333333333
DNA_9CCB6FCCE9D7,DNA_GAIN,MOTOR_LADO,motor_operacional_c7_v3_1,VENDA,3,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL,FRACA,54.3456,9,6,3,66.66666666666667,35.419734749908976,2.0,0.3333333333333333,1,1.0,2,GAIN,6,66.66666666666667,33.33333333333333
DNA_4A8B95C90CC1,DNA_STOP,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,VENDA,4,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU,FRACA,43.3082,9,3,6,33.333333333333336,12.058159868274291,0.5,-0.3333333333333333,4,5.0,3,STOP,6,66.66666666666667,33.33333333333333
DNA_55AC3640C003,DNA_GAIN,MOTOR,motor_c7_dna_fluxo_v5_2,,3,AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,FRACA,66.7961,9,6,3,66.66666666666667,35.419734749908976,2.0,0.3333333333333333,1,1.0,3,GAIN,6,66.66666666666667,33.33333333333333
DNA_34D1682B82C7,DNA_GAIN,MOTOR,motor_c7_dna_fluxo_v5_2,,4,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,FRACA,59.6431,9,6,3,66.66666666666667,35.419734749908976,2.0,0.3333333333333333,1,1.0,3,GAIN,6,66.66666666666667,33.33333333333333
DNA_83D3F6DDCA33,DNA_GAIN,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,VENDA,2,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,FRACA,29.8988,9,6,3,66.66666666666667,35.419734749908976,2.0,0.3333333333333333,1,1.0,3,GAIN,6,66.66666666666667,33.33333333333333
