id_sinal;posicao_id;deal_fechamento;data_abertura;data_fechamento;lado;regra;volume;entrada_quantower;entrada_mt5;saida_mt5;resultado_pontos;resultado_usd;tempo_segundos;mfe_pontos;mae_pontos;spread_abertura_pontos;spread_fechamento_pontos;offset_preco;offset_pontos;motivo_fechamento;tp_configurado;sl_configurado;protecao_percentual
;502015497;481381613;1970.01.01 00:00:00;2026.07.22 20:53:13;;;0.83;0.00;0.00;29100.08;0.00;17.22;0;0.00;0.00;0.00;145.00;0.00;0.00;TP;2000;1200;60.00
;502019442;481383200;1970.01.01 00:00:00;2026.07.22 20:55:04;;;0.83;0.00;0.00;29079.58;0.00;16.14;0;0.00;0.00;0.00;145.00;0.00;0.00;TP;2000;1200;60.00
20260722145500833828;502021060;481384928;2026.07.22 20:55:05;2026.07.22 20:57:03;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29250.75;29077.33;29090.28;-1295.00;-10.75;118;895.00;-1295.00;145.00;145.00;-172.62;-17262.00;SL;2000;1200;60.00
20260722145751712525;502023173;481386997;2026.07.22 20:57:53;2026.07.22 21:00:42;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29247.00;29081.33;29093.48;-1215.00;-10.08;169;775.00;-1025.00;145.00;145.00;-165.97;-16597.00;SL;2000;1200;60.00
;502027882;481390440;1970.01.01 00:00:00;2026.07.22 21:03:12;;;0.83;0.00;0.00;29081.03;0.00;-9.63;0;0.00;0.00;0.00;145.00;0.00;0.00;SL;2000;1200;60.00
20260722150911479607;502032845;481396955;2026.07.22 21:09:13;2026.07.22 21:12:54;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29259.00;29088.33;29066.98;2135.00;17.72;221;2135.00;-165.00;145.00;145.00;-171.67;-17167.00;TP;2000;1200;60.00
20260722151509407015;502036859;481401003;2026.07.22 21:15:11;2026.07.22 21:18:41;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29225.75;29057.33;29069.48;-1215.00;-10.08;210;55.00;-1165.00;145.00;145.00;-168.62;-16862.00;SL;2000;1200;60.00
20260722152107668088;502040750;481402867;2026.07.22 21:21:09;2026.07.22 21:21:48;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29242.00;29084.38;29071.93;-1245.00;-10.33;39;0.00;-1235.00;145.00;145.00;-158.02;-15802.00;SL;2000;1200;60.00
20260722152630242372;502044962;481407084;2026.07.22 21:26:31;2026.07.22 21:28:15;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29227.75;29061.33;29073.28;-1195.00;-9.92;104;195.00;-1195.00;145.00;145.00;-166.62;-16662.00;SL;2000;1200;60.00
;502046921;481408657;1970.01.01 00:00:00;2026.07.22 21:30:15;;;0.83;0.00;0.00;29058.33;0.00;-12.99;0;0.00;0.00;0.00;145.00;0.00;0.00;SL;2000;1200;60.00
20260722153117630655;502049900;481414870;2026.07.22 21:31:19;2026.07.22 21:35:55;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29222.00;29049.83;29061.78;-1195.00;-9.92;276;825.00;-1145.00;145.00;145.00;-172.47;-17247.00;SL;2000;1200;60.00
20260722153922689020;502056418;481419368;2026.07.22 21:39:24;2026.07.22 21:45:40;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29227.25;29057.53;29068.98;-1145.00;-9.50;376;105.00;-1185.00;145.00;145.00;-169.72;-16972.00;SL;2000;1200;60.00
;502061521;481422003;1970.01.01 00:00:00;2026.07.22 21:49:21;;;0.83;0.00;0.00;29068.63;0.00;-10.75;0;0.00;0.00;0.00;145.00;0.00;0.00;SL;2000;1200;60.00
20260722155328255433;502063517;481424369;2026.07.22 21:53:29;2026.07.22 21:55:31;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29235.00;29067.98;29088.43;2045.00;16.97;122;2005.00;-235.00;145.00;145.00;-166.92;-16692.00;TP;2000;1200;60.00
20260722155726825369;502065131;481427116;2026.07.22 21:57:28;2026.07.22 22:01:38;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29250.75;29079.48;29067.33;-1215.00;-10.08;250;1065.00;-1215.00;145.00;145.00;-170.47;-17047.00;SL;2000;1200;60.00
20260722160547479345;502070183;481429527;2026.07.22 22:05:49;2026.07.22 22:06:03;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29254.25;29084.98;29073.13;-1185.00;-9.84;14;0.00;-1185.00;145.00;145.00;-169.17;-16917.00;SL;2000;1200;60.00
20260722161959530296;502077929;481438180;2026.07.22 22:20:01;2026.07.22 22:22:43;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29240.00;29072.03;29073.08;-105.00;-0.87;162;1405.00;-245.00;145.00;145.00;-167.97;-16797.00;SL;2000;1200;60.00
20260722163805330258;502089905;481447680;2026.07.22 22:38:07;2026.07.22 22:40:26;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29213.50;29043.13;29042.98;15.00;0.12;139;1665.00;-145.00;145.00;145.00;-169.67;-16967.00;SL;2000;1200;60.00
20260722164749133400;502094907;481451795;2026.07.22 22:47:50;2026.07.22 22:50:00;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29215.75;29050.98;29077.13;2615.00;21.70;130;885.00;-605.00;145.00;145.00;-164.87;-16487.00;TP;2000;1200;60.00
;502105565;481461585;1970.01.01 00:00:00;2026.07.22 23:00:19;;;0.83;0.00;0.00;29027.47;0.00;-13.80;0;0.00;0.00;0.00;213.00;0.00;0.00;SL;2000;1200;60.00
20260722170204284571;502108495;481464273;2026.07.22 23:02:06;2026.07.22 23:02:06;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29164.50;29047.74;29057.57;-983.00;-8.16;0;0.00;-413.00;213.00;213.00;-119.76;-11976.00;SL;2000;1200;60.00
20260722170716911891;502113991;481469707;2026.07.22 23:07:18;2026.07.22 23:07:29;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29150.50;28975.97;28997.54;2157.00;17.90;11;2047.00;-263.00;213.00;213.00;-173.53;-17353.00;TP;2000;1200;60.00
20260722171210392864;502116556;481472526;2026.07.22 23:12:12;2026.07.22 23:12:57;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29178.00;29012.47;29012.54;7.00;0.06;45;1557.00;-403.00;213.00;213.00;-164.83;-16483.00;SL;2000;1200;60.00
20260722171626898363;502119796;481475664;2026.07.22 23:16:28;2026.07.22 23:17:56;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29223.00;29069.84;29077.87;-803.00;-6.66;88;727.00;-813.00;213.00;213.00;-157.26;-15726.00;SL;2000;1200;60.00
;502121916;481477605;1970.01.01 00:00:00;2026.07.22 23:22:44;;;0.83;0.00;0.00;29063.07;0.00;-11.81;0;0.00;0.00;0.00;213.00;0.00;0.00;SL;2000;1200;60.00
20260722172943111653;502125322;481481165;2026.07.22 23:29:44;2026.07.22 23:31:07;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29216.75;29050.07;29036.04;-1403.00;-11.64;83;0.00;-1153.00;213.00;213.00;-166.68;-16668.00;SL;2000;1200;60.00
20260722190415506125;502140254;481502307;2026.07.23 01:05:02;2026.07.23 01:10:36;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29080.00;28912.54;28912.77;-23.00;-0.19;334;1467.00;-383.00;213.00;213.00;-167.26;-16726.00;SL;2000;1200;60.00
20260722191408175831;502150828;481505294;2026.07.23 01:14:10;2026.07.23 01:17:29;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29087.25;28925.47;28913.34;-1213.00;-10.07;199;247.00;-1183.00;203.00;193.00;-161.78;-16178.00;SL;2000;1200;60.00
20260722192125094783;502154136;481507590;2026.07.23 01:21:27;2026.07.23 01:22:42;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29096.00;28929.77;28917.94;-1183.00;-9.82;75;17.00;-1193.00;193.00;193.00;-166.33;-16633.00;SL;2000;1200;60.00
20260722192451935768;502155305;481509792;2026.07.23 01:24:53;2026.07.23 01:28:31;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29087.00;28925.77;28924.74;-103.00;-0.85;218;1507.00;-213.00;193.00;193.00;-161.23;-16123.00;SL;2000;1200;60.00
20260722193722207933;502160492;481514073;2026.07.23 01:37:24;2026.07.23 01:39:57;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29074.50;28903.24;28883.07;2017.00;16.74;153;1967.00;-183.00;183.00;193.00;-171.26;-17126.00;TP;2000;1200;60.00
20260722195023727624;502167153;481520277;2026.07.23 01:50:25;2026.07.23 01:52:08;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29060.75;28894.84;28906.77;-1193.00;-9.90;103;167.00;-1153.00;193.00;193.00;-165.91;-16591.00;SL;2000;1200;60.00
;502170625;481527000;1970.01.01 00:00:00;2026.07.23 02:04:18;;;0.83;0.00;0.00;28891.68;0.00;17.40;0;0.00;0.00;0.00;175.00;0.00;0.00;TP;2000;1200;60.00
20260722201048238643;502177981;481531587;2026.07.23 02:10:50;2026.07.23 02:13:56;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29036.25;28879.78;28899.73;1995.00;16.56;186;1915.00;-565.00;165.00;185.00;-156.97;-15697.00;TP;2000;1200;60.00
;502181328;481535216;1970.01.01 00:00:00;2026.07.23 02:24:58;;;0.83;0.00;0.00;28892.43;0.00;-0.08;0;0.00;0.00;0.00;145.00;0.00;0.00;SL;2000;1200;60.00
20260722204337785998;502189215;481542497;2026.07.23 02:43:39;2026.07.23 02:45:55;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29098.00;28931.88;28951.23;1935.00;16.06;136;1865.00;-465.00;155.00;175.00;-166.12;-16612.00;TP;2000;1200;60.00
20260722205814891103;502198093;481551016;2026.07.23 02:58:16;2026.07.23 03:00:12;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29134.25;28970.88;28972.63;175.00;1.45;116;1565.00;-835.00;165.00;185.00;-162.77;-16277.00;SL;2000;1200;60.00
20260722210259656078;502202715;481554149;2026.07.23 03:03:01;2026.07.23 03:04:03;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29140.75;28972.23;28987.38;-1515.00;-12.57;62;255.00;-985.00;195.00;195.00;-166.62;-16662.00;SL;2000;1200;60.00
20260722210540955275;502204543;481558738;2026.07.23 03:05:42;2026.07.23 03:12:33;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29164.50;29000.28;28987.63;-1265.00;-10.50;411;635.00;-1205.00;195.00;185.00;-163.92;-16392.00;SL;2000;1200;60.00
;502209423;481560865;1970.01.01 00:00:00;2026.07.23 03:16:59;;;0.83;0.00;0.00;29019.83;0.00;16.97;0;0.00;0.00;0.00;195.00;0.00;0.00;TP;2000;1200;60.00
20260722212252975054;502213575;481566822;2026.07.23 03:22:54;2026.07.23 03:27:41;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29226.50;29066.58;29088.73;2215.00;18.38;287;2115.00;-675.00;195.00;185.00;-159.92;-15992.00;TP;2000;1200;60.00
20260722212752921056;502217197;481567634;2026.07.23 03:27:54;2026.07.23 03:28:31;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29252.25;29088.58;29076.63;-1195.00;-9.92;37;0.00;-965.00;185.00;185.00;-163.27;-16327.00;SL;2000;1200;60.00
20260722213610797456;502220767;481577154;2026.07.23 03:36:12;2026.07.23 03:51:24;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29240.50;29077.43;29089.98;-1255.00;-10.42;912;1115.00;-1155.00;195.00;175.00;-163.07;-16307.00;SL;2000;1200;60.00
20260722215157768985;502229114;481578601;2026.07.23 03:51:59;2026.07.23 03:52:51;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29278.50;29112.18;29098.63;-1355.00;-11.25;52;0.00;-1225.00;195.00;195.00;-167.12;-16712.00;SL;2000;1200;60.00
20260722215324587107;502230039;481579032;2026.07.23 03:53:26;2026.07.23 03:53:34;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29256.25;29086.93;29100.08;-1315.00;-10.91;8;0.00;-1115.00;195.00;195.00;-168.42;-16842.00;SL;2000;1200;60.00
20260722215846051963;502232589;481584322;2026.07.23 03:58:48;2026.07.23 04:00:17;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29265.25;29098.73;29073.88;2485.00;20.63;89;2385.00;-465.00;185.00;185.00;-166.32;-16632.00;TP;2000;1200;60.00
20260722220102123515;502237277;481589782;2026.07.23 04:01:04;2026.07.23 04:06:37;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29255.00;29089.68;29090.13;45.00;0.37;333;1495.00;-685.00;195.00;195.00;-165.92;-16592.00;SL;2000;1200;60.00
20260722222749978673;502252249;481600520;2026.07.23 04:27:51;2026.07.23 04:29:14;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29251.50;29086.28;29074.23;-1205.00;-10.00;83;55.00;-1205.00;195.00;185.00;-165.22;-16522.00;SL;2000;1200;60.00
20260722223104957899;502256521;481605571;2026.07.23 04:31:06;2026.07.23 04:32:48;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29218.50;29051.33;29063.38;-1205.00;-10.00;102;625.00;-1235.00;195.00;195.00;-167.17;-16717.00;SL;2000;1200;60.00
;502263961;481611948;1970.01.01 00:00:00;2026.07.23 04:39:17;;;0.83;0.00;0.00;29081.68;0.00;-10.00;0;0.00;0.00;0.00;195.00;0.00;0.00;SL;2000;1200;60.00
20260722224148107171;502267025;481615679;2026.07.23 04:41:50;2026.07.23 04:44:38;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29212.00;29039.78;29027.63;-1215.00;-10.08;168;385.00;-1185.00;195.00;195.00;-172.32;-17232.00;SL;2000;1200;60.00
20260722224537464591;502269829;481617043;2026.07.23 04:45:39;2026.07.23 04:46:01;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29190.50;29031.88;29019.93;-1195.00;-9.92;22;0.00;-855.00;195.00;195.00;-158.62;-15862.00;SL;2000;1200;60.00
20260722225102035079;502274647;481626217;2026.07.23 04:51:04;2026.07.23 04:57:53;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29194.25;29032.78;29032.63;-15.00;-0.12;409;1815.00;-1115.00;195.00;195.00;-162.47;-16247.00;SL;2000;1200;60.00
20260722225802028402;502279710;481627387;2026.07.23 04:58:04;2026.07.23 05:00:08;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29201.75;29033.43;29011.98;2145.00;17.80;124;2085.00;-225.00;195.00;185.00;-169.32;-16932.00;TP;2000;1200;60.00
20260722230401722254;502283993;481630778;2026.07.23 05:04:03;2026.07.23 05:04:34;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29166.25;29005.43;29017.68;-1225.00;-10.17;31;0.00;-1215.00;195.00;195.00;-162.02;-16202.00;SL;2000;1200;60.00
20260722232640973936;502294306;481640429;2026.07.23 05:26:42;2026.07.23 05:27:16;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29107.25;28942.68;28930.53;-1215.00;-10.08;34;105.00;-1125.00;195.00;185.00;-164.87;-16487.00;SL;2000;1200;60.00
20260722233611698725;502299244;481645499;2026.07.23 05:36:13;2026.07.23 05:38:17;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29096.50;28936.13;28910.78;2535.00;21.04;124;2455.00;-515.00;195.00;195.00;-162.67;-16267.00;TP;2000;1200;60.00
20260722234901471223;502307041;481652331;2026.07.23 05:49:03;2026.07.23 05:49:31;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29092.25;28925.68;28913.53;-1215.00;-10.08;28;0.00;-1315.00;175.00;175.00;-166.57;-16657.00;SL;2000;1200;60.00
20260722235357054277;502310263;481657861;2026.07.23 05:53:59;2026.07.23 06:00:04;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29084.00;28920.93;28933.48;-1255.00;-10.42;365;45.00;-1255.00;195.00;175.00;-162.77;-16277.00;SL;2000;1200;60.00
20260723001130585792;502320393;481665652;2026.07.23 06:11:32;2026.07.23 06:13:48;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29034.75;28869.73;28881.78;-1205.00;-10.00;136;175.00;-1075.00;195.00;185.00;-165.32;-16532.00;SL;2000;1200;60.00
20260723001657628093;502323386;481668763;2026.07.23 06:16:59;2026.07.23 06:19:36;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29041.25;28878.53;28889.38;-1085.00;-9.01;157;0.00;-1155.00;185.00;185.00;-162.72;-16272.00;SL;2000;1200;60.00
20260723002150237714;502326599;481671431;2026.07.23 06:21:52;2026.07.23 06:25:33;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29070.75;28894.58;28894.73;15.00;0.12;221;1955.00;-395.00;185.00;195.00;-175.97;-17597.00;SL;2000;1200;60.00
20260723002542237765;502328186;481671834;2026.07.23 06:25:44;2026.07.23 06:26:32;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29060.00;28894.73;28895.08;-35.00;-0.29;48;1235.00;-215.00;195.00;195.00;-165.37;-16537.00;SL;2000;1200;60.00
;502331005;481674738;1970.01.01 00:00:00;2026.07.23 06:34:56;;;0.83;0.00;0.00;28922.68;0.00;-0.37;0;0.00;0.00;0.00;195.00;0.00;0.00;SL;2000;1200;60.00
20260723005340881051;502339349;481682156;2026.07.23 06:53:42;2026.07.23 06:58:05;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29126.75;28961.68;28950.33;-1135.00;-9.42;263;135.00;-1115.00;165.00;155.00;-165.07;-16507.00;SL;2000;1200;60.00
;502340568;481682824;1970.01.01 00:00:00;2026.07.23 07:00:02;;;0.83;0.00;0.00;28944.73;0.00;-10.25;0;0.00;0.00;0.00;165.00;0.00;0.00;SL;2000;1200;60.00
20260723010022597365;502341679;481685243;2026.07.23 07:00:24;2026.07.23 07:06:38;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29101.75;28931.43;28910.08;2135.00;17.72;374;2015.00;-865.00;175.00;175.00;-170.72;-17072.00;TP;2000;1200;60.00
20260723010841101797;502344813;481686849;2026.07.23 07:08:43;2026.07.23 07:10:01;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29079.25;28920.08;28920.03;-5.00;-0.04;78;1585.00;-185.00;185.00;185.00;-159.47;-15947.00;SL;2000;1200;60.00
20260723011308101683;502346234;481689401;2026.07.23 07:13:10;2026.07.23 07:15:47;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29117.75;28952.68;28974.43;2175.00;18.05;157;2175.00;-445.00;195.00;185.00;-164.37;-16437.00;TP;2000;1200;60.00
