escopo,motor_id,lado_norm,classe_dna,tamanho,sequencia,historias_total,historias_gain,historias_stop,ocorrencias,suporte_total_pct,suporte_gain_pct,suporte_stop_pct,confianca_gain_pct,confianca_stop_pct,lift_gain,lift_stop,diferenca_suporte_pp,log_odds_gain,evidencia,score_dna,dna_id
MOTOR_LADO,motor_c7_dna_fluxo_v5_2,VENDA,DNA_GAIN,3,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU,672,8,5,13,1.934524,2.730375,1.319261,61.538462,38.461538,1.411394,0.681957,1.411114,0.706668,FRACA,35.7946,DNA_1F9234FD4012
MOTOR_LADO,motor_c7_dna_fluxo_v5_2,COMPRA,DNA_GAIN,3,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU,612,6,4,10,1.633987,2.459016,1.086957,60.0,40.0,1.504918,0.665217,1.37206,0.791882,FRACA,35.4783,DNA_167949D8A9FE
MOTOR_LADO,motor_c7_dna_fluxo_v5_2,COMPRA,DNA_GAIN,3,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU,612,6,4,10,1.633987,2.459016,1.086957,60.0,40.0,1.504918,0.665217,1.37206,0.791882,FRACA,35.4783,DNA_3F23B4C3387B
LADO,,VENDA,DNA_GAIN,4,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS,1123,13,9,22,1.959038,2.765957,1.378254,59.090909,40.909091,1.411896,0.703536,1.387703,0.694096,MODERADA,35.428,DNA_6612D78FAE3E
MOTOR,motor_c7_dna_fluxo_v5_2,,DNA_GAIN,3,AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG > CONFIRMACOES_CANDIDATA_SUBIU,1284,13,9,22,1.713396,2.420857,1.204819,59.090909,40.909091,1.4129,0.703176,1.216037,0.693574,MODERADA,35.3167,DNA_BB7A3B9B65D5
MOTOR_LADO,motor_operacional_c7_v3_1,VENDA,DNA_GAIN,3,AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_SUBIU,451,7,5,12,2.660754,3.954802,1.824818,58.333333,41.666667,1.486347,0.685827,2.129985,0.767988,FRACA,34.6131,DNA_DABBDF1E34DF
LADO,,VENDA,DNA_GAIN,3,AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,1123,14,10,24,2.137133,2.978723,1.531394,58.333333,41.666667,1.393794,0.716565,1.44733,0.666107,MODERADA,34.5745,DNA_41595B69E85D
MOTOR,motor_operacional_c7_v3_1,,DNA_GAIN,5,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU,870,7,5,12,1.37931,2.077151,0.938086,58.333333,41.666667,1.505935,0.680113,1.139065,0.779591,FRACA,34.3197,DNA_38356210FAE7
MOTOR,motor_operacional_c7_v3_1,,DNA_GAIN,4,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_POS,870,7,5,12,1.37931,2.077151,0.938086,58.333333,41.666667,1.505935,0.680113,1.139065,0.779591,FRACA,34.3197,DNA_01262391215D
MOTOR_LADO,motor_c7_dna_fluxo_v5_2,VENDA,DNA_STOP,5,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,672,7,13,20,2.97619,2.389078,3.430079,35.0,65.0,0.80273,1.152507,-1.041001,-0.341527,MODERADA,33.7322,DNA_46CF488DD681
LADO,,VENDA,DNA_GAIN,3,AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG > CONFIRMACOES_CANDIDATA_SUBIU,1123,10,7,17,1.513802,2.12766,1.071975,58.823529,41.176471,1.405507,0.708134,1.055684,0.675733,FRACA,33.6298,DNA_7DEF0FCAEF00
MOTOR_LADO,motor_c7_dna_fluxo_v5_2,VENDA,DNA_GAIN,3,AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ESTAVEL,672,7,5,12,1.785714,2.389078,1.319261,58.333333,41.666667,1.337884,0.738786,1.069817,0.578008,FRACA,29.8988,DNA_AA5EF9069F15
MOTOR_LADO,motor_c7_dna_fluxo_v5_2,VENDA,DNA_GAIN,2,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,672,7,5,12,1.785714,2.389078,1.319261,58.333333,41.666667,1.337884,0.738786,1.069817,0.578008,FRACA,29.8988,DNA_83D3F6DDCA33
