variavel,elegivel_regra,motivo
estados_c7_dna_fluxo_v5_2__post15__continuidade_2s__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__desloc15__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__desloc15__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__desloc15__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__desloc15__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__eficiencia_swings__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__eficiencia_swings__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__eficiencia_swings__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__eficiencia_swings__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__fundo_30s__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__fundo_30s__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__fundo_30s__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__fundo_30s__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__fundo_anterior__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__fundo_anterior__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__fundo_anterior__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__fundo_anterior__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__preco__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__preco__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__preco__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__preco__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__qtd_hard_gates_compra_ok__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__qtd_hard_gates_compra_ok__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__qtd_hard_gates_compra_ok__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__qtd_hard_gates_compra_ok__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__qtd_hard_gates_ok__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__qtd_hard_gates_ok__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__qtd_hard_gates_ok__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__qtd_hard_gates_ok__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__qtd_hard_gates_venda_ok__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__qtd_hard_gates_venda_ok__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__qtd_hard_gates_venda_ok__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__qtd_hard_gates_venda_ok__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__swing_mais_recente_preco__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__swing_mais_recente_preco__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__swing_mais_recente_preco__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__swing_mais_recente_preco__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__topo_30s__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__topo_30s__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__topo_30s__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__topo_30s__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__topo_anterior__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__topo_anterior__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__topo_anterior__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__topo_anterior__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__ultimo_fundo__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__ultimo_fundo__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__ultimo_fundo__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__ultimo_fundo__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__ultimo_topo__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__ultimo_topo__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__ultimo_topo__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__ultimo_topo__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__vel15__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__vel15__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__vel15__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__vel15__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__vel5__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__vel5__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__vel5__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__vel5__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__vel_anterior__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__vel_anterior__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__vel_anterior__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__vel_anterior__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__venda10__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__venda10__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__venda10__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__venda10__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__venda30__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__venda30__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__venda30__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post15__venda30__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__n,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__aceleracao__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__aceleracao__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__aceleracao__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__aceleracao__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__ajuste_estrutura__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__ajuste_estrutura__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__ajuste_estrutura__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__ajuste_estrutura__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__ajuste_estrutura_compra__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__ajuste_estrutura_compra__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__ajuste_estrutura_compra__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__ajuste_estrutura_compra__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__ajuste_estrutura_venda__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__ajuste_estrutura_venda__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__ajuste_estrutura_venda__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__ajuste_estrutura_venda__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__campanha_entradas__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__campanha_entradas__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__campanha_entradas__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__campanha_entradas__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__delta10__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__delta10__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__delta10__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__delta10__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__delta30__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__delta30__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__delta30__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__delta30__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__diferenca_score__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__diferenca_score__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__diferenca_score__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__diferenca_score__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__imbalance_atual__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__imbalance_atual__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__imbalance_atual__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__imbalance_atual__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__nivel_invalidation__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__nivel_invalidation__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__nivel_invalidation__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__nivel_invalidation__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__razao_compra30__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__razao_compra30__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__razao_compra30__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__razao_compra30__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__razao_venda30__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__razao_venda30__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__razao_venda30__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__razao_venda30__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__rompimento_compra__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__rompimento_compra__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__rompimento_compra__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__rompimento_compra__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__rompimento_venda__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__rompimento_venda__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__rompimento_venda__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__rompimento_venda__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__saldo10__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__saldo10__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__saldo10__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__saldo10__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__saldo30__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__saldo30__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__saldo30__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__saldo30__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__score__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__score__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__score__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__score__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__score_base_dna__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__score_base_dna__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__score_base_dna__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__score_base_dna__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__score_compra__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__score_compra__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__score_compra__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__score_compra__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__score_compra_base__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__score_compra_base__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__score_compra_base__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__score_compra_base__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__score_oposto__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__score_oposto__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__score_oposto__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__score_oposto__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__score_spread__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__score_spread__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__score_spread__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__score_spread__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__score_venda__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__score_venda__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__score_venda__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__score_venda__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__score_venda_base__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__score_venda_base__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__score_venda_base__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__score_venda_base__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__spread_atual__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__spread_atual__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__spread_atual__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__spread_atual__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__spread_max_30__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__spread_max_30__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__spread_max_30__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__spread_max_30__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__spread_medio_30__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__spread_medio_30__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__spread_medio_30__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__spread_medio_30__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__spread_pct_120_60__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__spread_pct_120_60__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__spread_pct_120_60__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__spread_pct_120_60__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__spread_pct_15__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__spread_pct_15__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__spread_pct_15__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__spread_pct_15__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__spread_pct_30__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__spread_pct_30__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__spread_pct_30__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__spread_pct_30__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__spread_pct_5__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__spread_pct_5__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__spread_pct_5__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__spread_pct_5__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__spread_pct_60__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__spread_pct_60__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__spread_pct_60__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__spread_pct_60__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__ticks_s__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__ticks_s__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__ticks_s__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__ticks_s__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__amplitude_swings__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__amplitude_swings__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__amplitude_swings__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__amplitude_swings__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__compra10__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__compra10__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__compra10__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__compra10__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__compra30__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__compra30__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__compra30__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__compra30__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__confirmacoes_candidata__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__confirmacoes_candidata__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__confirmacoes_candidata__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__confirmacoes_candidata__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__continuidade_2s__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__continuidade_2s__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__continuidade_2s__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__continuidade_2s__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__desloc15__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__desloc15__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__desloc15__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__desloc15__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__eficiencia_swings__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__eficiencia_swings__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__eficiencia_swings__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__eficiencia_swings__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__fundo_30s__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__fundo_30s__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__fundo_30s__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__fundo_30s__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__fundo_anterior__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__fundo_anterior__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__fundo_anterior__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__fundo_anterior__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__preco__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__preco__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__preco__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__preco__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__qtd_hard_gates_compra_ok__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__qtd_hard_gates_compra_ok__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__qtd_hard_gates_compra_ok__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__qtd_hard_gates_compra_ok__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__qtd_hard_gates_ok__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__qtd_hard_gates_ok__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__qtd_hard_gates_ok__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__qtd_hard_gates_ok__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__qtd_hard_gates_venda_ok__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__qtd_hard_gates_venda_ok__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__qtd_hard_gates_venda_ok__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__qtd_hard_gates_venda_ok__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__swing_mais_recente_preco__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__swing_mais_recente_preco__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__swing_mais_recente_preco__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__swing_mais_recente_preco__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__topo_30s__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__topo_30s__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__topo_30s__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__topo_30s__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__topo_anterior__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__topo_anterior__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__topo_anterior__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__topo_anterior__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__ultimo_fundo__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__ultimo_fundo__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__ultimo_fundo__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__ultimo_fundo__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__ultimo_topo__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__ultimo_topo__min,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__ultimo_topo__max,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__ultimo_topo__range,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__vel15__delta,False,FUTURO_OU_RESULTADO
estados_c7_dna_fluxo_v5_2__post30__vel15__min,False,FUTURO_OU_RESULTADO
