setup_id;cluster;lado;folds;folds_positivos;pct_folds_positivos;trades_validacao;resultado_validacao_pontos;expectancia_media;expectancia_mediana;pf_medio;pf_mediano;drawdown_medio;drawdown_maximo;pior_fold_pontos;melhor_fold_pontos;degradacao_expectancia_mediana;degradacao_pf_mediana;robustez_expanding
2bb9ffff31766ec5;3;VENDA;3;3;1,0;156;109600,0;735,3927906748946;687,8048780487804;999,0;999,0;0,0;0,0;28000,0;53400,0;1,146341463414634;1,0;100,00000000000003
355205b899ed11cd;3;VENDA;3;3;1,0;158;110000,0;729,7619047619047;676,1904761904761;999,0;999,0;0,0;0,0;28000,0;53600,0;1,1229375053432502;1,0;100,00000000000003
7d668110801b6857;3;VENDA;3;3;1,0;156;109600,0;735,3927906748946;687,8048780487804;999,0;999,0;0,0;0,0;28000,0;53400,0;1,146341463414634;1,0;100,00000000000003
7818e34f5d33a3f4;3;VENDA;3;3;1,0;158;110000,0;729,7619047619047;676,1904761904761;999,0;999,0;0,0;0,0;28000,0;53600,0;1,1229375053432502;1,0;100,00000000000003
bde1c7a201a2fe46;3;VENDA;3;3;1,0;156;109600,0;735,3927906748946;687,8048780487804;999,0;999,0;0,0;0,0;28000,0;53400,0;1,146341463414634;1,0;100,00000000000003
d7a19e8cb96c3697;3;VENDA;3;3;1,0;156;109600,0;735,3927906748946;687,8048780487804;999,0;999,0;0,0;0,0;28000,0;53400,0;1,146341463414634;1,0;100,00000000000003
ddf045c8bec62bdd;3;VENDA;3;3;1,0;156;109600,0;735,3927906748946;687,8048780487804;999,0;999,0;0,0;0,0;28000,0;53400,0;1,146341463414634;1,0;100,00000000000003
e2aaa35496671b70;3;VENDA;3;3;1,0;156;109600,0;735,3927906748946;687,8048780487804;999,0;999,0;0,0;0,0;28000,0;53400,0;1,146341463414634;1,0;100,00000000000003
9fbc73574e869e34;3;VENDA;3;3;1,0;156;109600,0;735,3927906748946;687,8048780487804;999,0;999,0;0,0;0,0;28000,0;53400,0;1,146341463414634;1,0;100,00000000000003
f8e2f7eda9bbb757;3;VENDA;3;3;1,0;158;110000,0;729,7619047619047;676,1904761904761;999,0;999,0;0,0;0,0;28000,0;53600,0;1,1229375053432502;1,0;100,00000000000003
ecfb5b62e0dbdc48;3;VENDA;3;3;1,0;158;110000,0;729,7619047619047;676,1904761904761;999,0;999,0;0,0;0,0;28000,0;53600,0;1,1229375053432502;1,0;100,00000000000003
fe53775f63eac0df;3;VENDA;3;3;1,0;156;109600,0;735,3927906748946;687,8048780487804;999,0;999,0;0,0;0,0;28000,0;53400,0;1,146341463414634;1,0;100,00000000000003
af087121fe681afd;3;VENDA;3;3;1,0;158;110000,0;729,7619047619047;676,1904761904761;999,0;999,0;0,0;0,0;28000,0;53600,0;1,1229375053432502;1,0;100,00000000000003
d16956b471e56f2c;4;VENDA;4;4;1,0;99;66000,0;684,8070055511686;692,4223602484471;999,0;999,0;0,0;0,0;13680,0;19200,0;1,0913084341288002;1,0;99,85000000000001
6a2b9a6dca3af937;4;VENDA;4;4;1,0;96;63360,0;686,9546969159873;655,0153846153846;999,0;999,0;0,0;0,0;12000,0;18000,0;1,0180009399968666;1,0;99,4
e2d4fbdd38e402e6;4;VENDA;4;4;1,0;96;63360,0;686,9546969159873;655,0153846153846;999,0;999,0;0,0;0,0;12000,0;18000,0;1,0180009399968666;1,0;99,4
fae9b3e50fe8a3e0;4;COMPRA;4;4;1,0;94;68640,0;721,9097744360902;701,7142857142858;999,0;999,0;0,0;0,0;9120,0;33840,0;1,118483413853313;1,0;99,10000000000001
e94c59e194a0c815;4;COMPRA;4;4;1,0;94;68640,0;721,9097744360902;701,7142857142858;999,0;999,0;0,0;0,0;9120,0;33840,0;1,118483413853313;1,0;99,10000000000001
81796e577ca1b78e;3;COMPRA;4;4;1,0;224;165120,0;727,4133708655876;608,7183673469387;999,0;999,0;0,0;0,0;14640,0;72720,0;0,9492726998030945;1,0;98,9854539960619
