escopo,motor_id,lado_norm,classe_dna,tamanho,sequencia,historias_total,historias_gain,historias_stop,ocorrencias,suporte_total_pct,suporte_gain_pct,suporte_stop_pct,confianca_gain_pct,confianca_stop_pct,lift_gain,lift_stop,diferenca_suporte_pp,log_odds_gain,evidencia,score_dna
MOTOR,motor_c7_dna_fluxo_v5_2,,NEUTRO,3,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_NEG,1284,6,15,21,1.635514,1.117318,2.008032,28.571429,71.428571,0.68316,1.227768,-0.890714,-0.548278,MODERADA,42.7886
GLOBAL,,,NEUTRO,4,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_NEG > CAMPANHA_ENTRADAS_CAIU,2154,10,24,34,1.578459,1.144165,1.875,29.411765,70.588235,0.724862,1.187868,-0.730835,-0.473364,MODERADA,42.6679
GLOBAL,,,NEUTRO,4,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL,2154,7,17,24,1.114206,0.800915,1.328125,29.166667,70.833333,0.718822,1.191992,-0.52721,-0.471272,MODERADA,41.3742
GLOBAL,,,NEUTRO,6,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU,2154,8,19,27,1.253482,0.915332,1.484375,29.62963,70.37037,0.730231,1.184201,-0.569043,-0.454754,MODERADA,41.1953
GLOBAL,,,NEUTRO,3,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_SUBIU > CAMPANHA_ENTRADAS_ACELEROU_POS,2154,8,19,27,1.253482,0.915332,1.484375,29.62963,70.37037,0.730231,1.184201,-0.569043,-0.454754,MODERADA,41.1953
LADO,,COMPRA,NEUTRO,4,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,1031,6,15,21,2.036857,1.485149,2.392344,28.571429,71.428571,0.729137,1.174527,-0.907196,-0.439196,MODERADA,41.1908
GLOBAL,,,NEUTRO,6,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,2154,9,21,30,1.392758,1.029748,1.640625,30.0,70.0,0.739359,1.177969,-0.610877,-0.441598,MODERADA,41.107
GLOBAL,,,NEUTRO,4,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,2154,9,21,30,1.392758,1.029748,1.640625,30.0,70.0,0.739359,1.177969,-0.610877,-0.441598,MODERADA,41.107
MOTOR,motor_c7_dna_fluxo_v5_2,,NEUTRO,4,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU,1284,8,18,26,2.024922,1.489758,2.409639,30.769231,69.230769,0.735711,1.189991,-0.919881,-0.457278,MODERADA,40.2897
MOTOR,motor_c7_dna_fluxo_v5_2,,NEUTRO,2,AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_NEG,1284,8,18,26,2.024922,1.489758,2.409639,30.769231,69.230769,0.735711,1.189991,-0.919881,-0.457278,MODERADA,40.2897
MOTOR,motor_c7_dna_fluxo_v5_2,,NEUTRO,4,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU,1284,6,14,20,1.557632,1.117318,1.874163,30.0,70.0,0.717318,1.203213,-0.756845,-0.480222,MODERADA,40.2267
GLOBAL,,,NEUTRO,2,AJUSTE_ESTRUTURA_VENDA_SUBIU > CAMPANHA_ENTRADAS_ACELEROU_NEG,2154,12,26,38,1.76416,1.372998,2.03125,31.578947,68.421053,0.778273,1.151398,-0.658252,-0.376759,MODERADA,39.7028
GLOBAL,,,NEUTRO,3,AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_NEG > CAMPANHA_ENTRADAS_CAIU,2154,11,24,35,1.624884,1.258581,1.875,31.428571,68.571429,0.774567,1.153929,-0.616419,-0.381235,MODERADA,39.548
GLOBAL,,,NEUTRO,2,AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_CAIU,2154,14,9,23,1.067781,1.601831,0.703125,60.869565,39.130435,1.500149,0.658492,0.898706,0.813296,MODERADA,39.3854
GLOBAL,,,NEUTRO,2,AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CAMPANHA_ENTRADAS_ACELEROU_NEG,2154,8,18,26,1.207057,0.915332,1.40625,30.769231,69.230769,0.758317,1.165024,-0.490918,-0.401318,MODERADA,39.1888
GLOBAL,,,NEUTRO,3,AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,2154,7,16,23,1.067781,0.800915,1.25,30.434783,69.565217,0.750075,1.170652,-0.449085,-0.411641,MODERADA,39.1456
MOTOR,motor_c7_dna_fluxo_v5_2,,NEUTRO,4,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS,1284,10,21,31,2.41433,1.862197,2.811245,32.258065,67.741935,0.77131,1.1644,-0.949048,-0.396588,MODERADA,38.7437
MOTOR,motor_c7_dna_fluxo_v5_2,,NEUTRO,5,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,1284,8,17,25,1.94704,1.489758,2.27577,32.0,68.0,0.76514,1.168835,-0.786012,-0.400339,MODERADA,38.0871
MOTOR,motor_c7_dna_fluxo_v5_2,,NEUTRO,5,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU,1284,8,17,25,1.94704,1.489758,2.27577,32.0,68.0,0.76514,1.168835,-0.786012,-0.400339,MODERADA,38.0871
MOTOR,motor_c7_dna_fluxo_v5_2,,NEUTRO,3,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_POS,1284,8,17,25,1.94704,1.489758,2.27577,32.0,68.0,0.76514,1.168835,-0.786012,-0.400339,MODERADA,38.0871
MOTOR,motor_c7_dna_fluxo_v5_2,,NEUTRO,3,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS,1284,8,17,25,1.94704,1.489758,2.27577,32.0,68.0,0.76514,1.168835,-0.786012,-0.400339,MODERADA,38.0871
MOTOR,motor_c7_dna_fluxo_v5_2,,NEUTRO,3,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,1284,8,17,25,1.94704,1.489758,2.27577,32.0,68.0,0.76514,1.168835,-0.786012,-0.400339,MODERADA,38.0871
MOTOR,motor_c7_dna_fluxo_v5_2,,NEUTRO,5,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,1284,7,15,22,1.713396,1.303538,2.008032,31.818182,68.181818,0.760792,1.171961,-0.704494,-0.403294,MODERADA,37.7538
GLOBAL,,,NEUTRO,4,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU,2154,14,10,24,1.114206,1.601831,0.78125,58.333333,41.666667,1.437643,0.701172,0.820581,0.712426,MODERADA,35.213
GLOBAL,,,NEUTRO,4,AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,2154,0,12,12,0.557103,0.0,0.9375,0.0,100.0,0.0,1.682813,-0.9375,-2.846938,FRACA,69.7095
GLOBAL,,,NEUTRO,4,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,2154,8,2,10,0.464253,0.915332,0.15625,80.0,20.0,1.971625,0.336563,0.759082,1.612756,FRACA,68.4571
GLOBAL,,,NEUTRO,3,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS,2154,8,2,10,0.464253,0.915332,0.15625,80.0,20.0,1.971625,0.336563,0.759082,1.612756,FRACA,68.4571
GLOBAL,,,NEUTRO,4,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,2154,0,10,10,0.464253,0.0,0.78125,0.0,100.0,0.0,1.682813,-0.78125,-2.671009,FRACA,67.9887
GLOBAL,,,NEUTRO,5,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,2154,2,14,16,0.742804,0.228833,1.09375,12.5,87.5,0.308066,1.472461,-0.864917,-1.385208,FRACA,59.3019
GLOBAL,,,NEUTRO,3,CAMPANHA_ENTRADAS_ACELEROU_NEG > CAMPANHA_ENTRADAS_CAIU > CONFIRMACOES_CANDIDATA_ESTAVEL,2154,2,14,16,0.742804,0.228833,1.09375,12.5,87.5,0.308066,1.472461,-0.864917,-1.385208,FRACA,59.3019
GLOBAL,,,NEUTRO,6,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,2154,1,9,10,0.464253,0.114416,0.703125,10.0,90.0,0.246453,1.514531,-0.588709,-1.470382,FRACA,58.4755
