trade_uid,motor_id,lado_norm,rotulo,qtd_eventos
motor_operacional_c7_v3_1::20260723222341.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,6
motor_operacional_c7_v3_1::20260723222621.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,4
motor_operacional_c7_v3_1::20260723223423.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,8
motor_operacional_c7_v3_1::20260723224154.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,10
motor_operacional_c7_v3_1::20260723225011.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,4
motor_operacional_c7_v3_1::20260723230025.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,8
motor_operacional_c7_v3_1::20260723232408.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,8
motor_operacional_c7_v3_1::20260723234800.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,10
motor_operacional_c7_v3_1::20260724000648.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,8
motor_operacional_c7_v3_1::20260724001633.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,4
motor_operacional_c7_v3_1::20260724002215.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,6
motor_operacional_c7_v3_1::20260724003530.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,8
motor_operacional_c7_v3_1::20260724003814.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,3
motor_operacional_c7_v3_1::20260724010406.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,6
motor_operacional_c7_v3_1::20260724010806.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,6
motor_operacional_c7_v3_1::20260724011800.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,4
motor_operacional_c7_v3_1::20260724012304.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,6
motor_operacional_c7_v3_1::20260724012859.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,5
motor_operacional_c7_v3_1::20260724015430.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,2
motor_operacional_c7_v3_1::20260724024822.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,5
motor_operacional_c7_v3_1::20260724030532.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,8
motor_operacional_c7_v3_1::20260724032526.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,9
motor_operacional_c7_v3_1::20260724033005.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,6
motor_operacional_c7_v3_1::20260724035001.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,2
motor_operacional_c7_v3_1::20260724040505.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,8
motor_operacional_c7_v3_1::20260724044630.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,3
motor_operacional_c7_v3_1::20260724051325.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,8
motor_operacional_c7_v3_1::20260724051909.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,10
motor_operacional_c7_v3_1::20260724052504.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,7
motor_operacional_c7_v3_1::20260724052919.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,7
motor_operacional_c7_v3_1::20260724053607.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,6
motor_operacional_c7_v3_1::20260724060216.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,6
motor_operacional_c7_v3_1::20260724060645.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,5
motor_operacional_c7_v3_1::20260724064105.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,8
motor_operacional_c7_v3_1::20260724080042.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,2
motor_operacional_c7_v3_1::20260724080837.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,5
motor_operacional_c7_v3_1::20260724085846.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,6
motor_operacional_c7_v3_1::20260724090424.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,7
motor_operacional_c7_v3_1::20260724090757.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,6
motor_operacional_c7_v3_1::20260724091437.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,7
motor_operacional_c7_v3_1::20260724093042.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,6
motor_operacional_c7_v3_1::20260724094327.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,7
motor_operacional_c7_v3_1::20260724100240.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,8
motor_operacional_c7_v3_1::20260724100955.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,8
motor_operacional_c7_v3_1::20260724102017.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,4
motor_operacional_c7_v3_1::20260724102348.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,4
motor_operacional_c7_v3_1::20260724102642.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,1
motor_operacional_c7_v3_1::20260724103344.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,8
motor_operacional_c7_v3_1::20260724103601.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,8
motor_operacional_c7_v3_1::20260724104556.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,5
motor_operacional_c7_v3_1::20260724105042.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,4
motor_operacional_c7_v3_1::20260724105132.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,8
motor_operacional_c7_v3_1::20260724105515.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,7
motor_operacional_c7_v3_1::20260724105757.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,10
motor_operacional_c7_v3_1::20260724110537.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,9
motor_operacional_c7_v3_1::20260724111418.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,9
motor_operacional_c7_v3_1::20260724112053.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,8
motor_operacional_c7_v3_1::20260724112500.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,2
motor_operacional_c7_v3_1::20260724112943.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,6
motor_operacional_c7_v3_1::20260724113133.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,10
motor_operacional_c7_v3_1::20260724114203.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,3
motor_operacional_c7_v3_1::20260724114621.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,2
motor_operacional_c7_v3_1::20260724114837.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,7
motor_operacional_c7_v3_1::20260724115027.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,4
motor_operacional_c7_v3_1::20260724115356.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,8
motor_operacional_c7_v3_1::20260724115510.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,7
motor_operacional_c7_v3_1::20260724115700.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,5
motor_operacional_c7_v3_1::20260724115915.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,3
motor_operacional_c7_v3_1::20260724120106.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,4
motor_operacional_c7_v3_1::20260724120320.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,9
motor_operacional_c7_v3_1::20260724120711.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,5
motor_operacional_c7_v3_1::20260724120950.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,6
motor_operacional_c7_v3_1::20260724121255.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,3
motor_operacional_c7_v3_1::20260724121600.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,6
motor_operacional_c7_v3_1::20260724121703.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,3
motor_operacional_c7_v3_1::20260724122417.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,8
motor_operacional_c7_v3_1::20260724122813.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,10
motor_operacional_c7_v3_1::20260724123145.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,6
motor_operacional_c7_v3_1::20260724123607.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,6
motor_operacional_c7_v3_1::20260724123811.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,4
motor_operacional_c7_v3_1::20260724124433.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,4
motor_operacional_c7_v3_1::20260724125042.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,5
motor_operacional_c7_v3_1::20260724130103.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,8
motor_operacional_c7_v3_1::20260724130731.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,5
motor_operacional_c7_v3_1::20260724131831.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,3
motor_operacional_c7_v3_1::20260724132638.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,6
motor_operacional_c7_v3_1::20260724133246.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,8
motor_operacional_c7_v3_1::20260724133907.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,6
motor_operacional_c7_v3_1::20260724134712.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,6
motor_operacional_c7_v3_1::20260724135418.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,5
motor_operacional_c7_v3_1::20260724135959.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,2
motor_operacional_c7_v3_1::20260724141016.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,4
motor_operacional_c7_v3_1::20260724141853.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,5
motor_operacional_c7_v3_1::20260724143339.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,8
motor_operacional_c7_v3_1::20260724144410.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,8
motor_operacional_c7_v3_1::20260724144756.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,5
motor_operacional_c7_v3_1::20260724145205.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,6
motor_operacional_c7_v3_1::20260724150213.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,10
motor_operacional_c7_v3_1::20260724152016.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,3
motor_operacional_c7_v3_1::20260724152950.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,8
motor_operacional_c7_v3_1::20260724153627.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,4
motor_operacional_c7_v3_1::20260724153848.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,4
motor_operacional_c7_v3_1::20260724154219.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,7
motor_operacional_c7_v3_1::20260724154636.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,7
motor_operacional_c7_v3_1::20260724160705.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,6
motor_operacional_c7_v3_1::20260724160941.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,7
motor_operacional_c7_v3_1::20260724161307.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,9
motor_operacional_c7_v3_1::20260724162003.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,7
motor_operacional_c7_v3_1::20260724162830.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,5
motor_operacional_c7_v3_1::20260724165022.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,4
motor_operacional_c7_v3_1::20260724165715.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,8
motor_operacional_c7_v3_1::20260724170227.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,7
motor_operacional_c7_v3_1::20260724171227.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,8
motor_operacional_c7_v3_1::20260724171532.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,7
motor_operacional_c7_v3_1::20260724172530.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,6
motor_operacional_c7_v3_1::20260724173529.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,7
motor_operacional_c7_v3_1::20260724175410.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,1
motor_operacional_c7_v3_1::20260726190150.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,9
motor_operacional_c7_v3_1::20260726190754.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,10
motor_operacional_c7_v3_1::20260726191212.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,7
motor_operacional_c7_v3_1::20260726191729.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,7
motor_operacional_c7_v3_1::20260726192005.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,7
motor_operacional_c7_v3_1::20260726192602.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,8
motor_operacional_c7_v3_1::20260726193536.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,7
motor_operacional_c7_v3_1::20260726195315.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,5
motor_operacional_c7_v3_1::20260726200515.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,8
motor_operacional_c7_v3_1::20260726202514.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,6
motor_operacional_c7_v3_1::20260726205139.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,5
motor_operacional_c7_v3_1::20260726205552.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,4
motor_operacional_c7_v3_1::20260726210320.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,9
motor_operacional_c7_v3_1::20260726210528.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,6
motor_operacional_c7_v3_1::20260726211044.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,8
motor_operacional_c7_v3_1::20260726211749.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,6
motor_operacional_c7_v3_1::20260726212211.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,5
motor_operacional_c7_v3_1::20260726212324.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,5
motor_operacional_c7_v3_1::20260726212723.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,8
motor_operacional_c7_v3_1::20260726212919.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,8
motor_operacional_c7_v3_1::20260726213014.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,6
motor_operacional_c7_v3_1::20260726214023.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,6
motor_operacional_c7_v3_1::20260726214743.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,7
motor_operacional_c7_v3_1::20260726215304.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,10
motor_operacional_c7_v3_1::20260726215653.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,7
motor_operacional_c7_v3_1::20260726220746.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,5
motor_operacional_c7_v3_1::20260726220932.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,9
motor_operacional_c7_v3_1::20260726221319.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,8
motor_operacional_c7_v3_1::20260726221953.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,9
motor_operacional_c7_v3_1::20260726222829.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,9
motor_operacional_c7_v3_1::20260726224159.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,5
motor_operacional_c7_v3_1::20260726224858.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,7
motor_operacional_c7_v3_1::20260726225153.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,8
motor_operacional_c7_v3_1::20260726230310.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,8
motor_operacional_c7_v3_1::20260726231048.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,6
motor_operacional_c7_v3_1::20260726232245.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,7
motor_operacional_c7_v3_1::20260726232823.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,9
motor_operacional_c7_v3_1::20260726235436.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,8
motor_operacional_c7_v3_1::20260727000124.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,6
motor_operacional_c7_v3_1::20260727000359.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,4
motor_operacional_c7_v3_1::20260727005556.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,3
motor_operacional_c7_v3_1::20260727005656.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,4
motor_operacional_c7_v3_1::20260727011856.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,5
motor_operacional_c7_v3_1::20260727014120.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,3
motor_operacional_c7_v3_1::20260727021656.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,8
motor_operacional_c7_v3_1::20260727022538.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,5
motor_operacional_c7_v3_1::20260727024034.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,5
motor_operacional_c7_v3_1::20260727030750.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,4
motor_operacional_c7_v3_1::20260727034521.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,7
motor_operacional_c7_v3_1::20260727041408.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,7
motor_operacional_c7_v3_1::20260727044610.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,6
motor_operacional_c7_v3_1::20260727050123.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,8
motor_operacional_c7_v3_1::20260727050714.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,4
motor_operacional_c7_v3_1::20260727063126.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,4
motor_operacional_c7_v3_1::20260727075532.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,3
motor_operacional_c7_v3_1::20260727080055.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,5
motor_operacional_c7_v3_1::20260727082626.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,6
motor_operacional_c7_v3_1::20260727090533.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,6
motor_operacional_c7_v3_1::20260727091216.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,4
motor_operacional_c7_v3_1::20260727093024.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,5
motor_operacional_c7_v3_1::20260727093333.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,6
motor_operacional_c7_v3_1::20260727100251.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,8
motor_operacional_c7_v3_1::20260727101749.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,5
motor_operacional_c7_v3_1::20260727102511.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,7
motor_operacional_c7_v3_1::20260727102946.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,6
motor_operacional_c7_v3_1::20260727103353.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,5
motor_operacional_c7_v3_1::20260727104313.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,8
motor_operacional_c7_v3_1::20260727105048.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,7
motor_operacional_c7_v3_1::20260727105316.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,7
motor_operacional_c7_v3_1::20260727105427.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,6
motor_operacional_c7_v3_1::20260727105744.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,5
motor_operacional_c7_v3_1::20260727105929.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,9
motor_operacional_c7_v3_1::20260727110018.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,6
motor_operacional_c7_v3_1::20260727110313.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,6
motor_operacional_c7_v3_1::20260727110615.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,9
motor_operacional_c7_v3_1::20260727110951.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,5
motor_operacional_c7_v3_1::20260727111200.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,7
motor_operacional_c7_v3_1::20260727111449.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,6
motor_operacional_c7_v3_1::20260727111516.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,6
motor_operacional_c7_v3_1::20260727111945.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,5
motor_operacional_c7_v3_1::20260727112421.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,6
motor_operacional_c7_v3_1::20260727112649.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,7
motor_operacional_c7_v3_1::20260727113118.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,8
motor_operacional_c7_v3_1::20260727113219.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,1
motor_operacional_c7_v3_1::20260727113607.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,5
motor_operacional_c7_v3_1::20260727113653.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,9
motor_operacional_c7_v3_1::20260727114314.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,8
motor_operacional_c7_v3_1::20260727114708.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,7
motor_operacional_c7_v3_1::20260727114855.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,3
motor_operacional_c7_v3_1::20260727114909.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,5
motor_operacional_c7_v3_1::20260727114949.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,6
motor_operacional_c7_v3_1::20260727115204.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,4
motor_operacional_c7_v3_1::20260727115352.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,6
motor_operacional_c7_v3_1::20260727115706.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,7
motor_operacional_c7_v3_1::20260727115853.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,3
motor_operacional_c7_v3_1::20260727120528.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,6
motor_operacional_c7_v3_1::20260727120708.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,7
motor_operacional_c7_v3_1::20260727120841.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,6
motor_operacional_c7_v3_1::20260727121041.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,7
motor_operacional_c7_v3_1::20260727121108.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,7
motor_operacional_c7_v3_1::20260727121201.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,8
motor_operacional_c7_v3_1::20260727121334.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,8
motor_operacional_c7_v3_1::20260727121421.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,10
motor_operacional_c7_v3_1::20260727121514.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,10
motor_operacional_c7_v3_1::20260727121628.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,2
motor_operacional_c7_v3_1::20260727121715.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,8
motor_operacional_c7_v3_1::20260727121901.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,6
motor_operacional_c7_v3_1::20260727122035.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,3
motor_operacional_c7_v3_1::20260727122829.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,10
motor_operacional_c7_v3_1::20260727124417.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,8
motor_operacional_c7_v3_1::20260727124638.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,6
motor_operacional_c7_v3_1::20260727124738.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,7
motor_operacional_c7_v3_1::20260727125038.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,9
motor_operacional_c7_v3_1::20260727125632.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,5
motor_operacional_c7_v3_1::20260727125839.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,9
motor_operacional_c7_v3_1::20260727130412.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,8
motor_operacional_c7_v3_1::20260727131105.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,4
motor_operacional_c7_v3_1::20260727131311.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,10
motor_operacional_c7_v3_1::20260727131631.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,7
motor_operacional_c7_v3_1::20260727131916.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,5
motor_operacional_c7_v3_1::20260727131936.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,9
motor_operacional_c7_v3_1::20260727132303.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,8
motor_operacional_c7_v3_1::20260727132429.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,4
motor_operacional_c7_v3_1::20260727132602.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,9
motor_operacional_c7_v3_1::20260727132643.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,7
motor_operacional_c7_v3_1::20260727133129.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,STOP,7
motor_operacional_c7_v3_1::20260727133236.000000::VENDA,motor_operacional_c7_v3_1,VENDA,GAIN,4
motor_operacional_c7_v3_1::20260727133329.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,10
motor_operacional_c7_v3_1::20260727133622.000000::VENDA,motor_operacional_c7_v3_1,VENDA,STOP,7
motor_operacional_c7_v3_1::20260727133636.000000::COMPRA,motor_operacional_c7_v3_1,COMPRA,GAIN,9
