reconstructed_dna_id,rank_reconstruction,source_type,source_candidate_id,source_interaction_id,component_count,components_present_in_candidates,gene_ids,gene_signature,families,distinct_families,historias,gain,stop,taxa_gain_pct,taxa_gain_base_pct,lift_gain,fisher_p,bootstrap_ic_inferior_pct,interaction_score_0_100,component_score_mean_0_100,coherence_score_0_100,parsimony_score_0_100,reconstruction_score_0_100,evidence_band,scientific_status,operational_status
RDNA_A4007D155ABB,1747,TRIPLET,CTRIP_54EDC9FF0092,TRIP_4199DB28AB3A,3,1,GENE_1B37942BEB41|GENE_8FC3D8F1510A|GENE_F206ABCF3D62,GENE_1B37942BEB41 + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO + GENE_F206ABCF3D62,DESCONHECIDA|NUM|DESCONHECIDA,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,25.92478482,50,80,54.8285519743,EVIDENCIA_BAIXA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_A4073B71A6AD,1748,TRIPLET,CTRIP_E41F01E9874A,TRIP_820C11FC5041,3,1,GENE_8FC3D8F1510A|GENE_9A65B167E88D|GENE_9F81AAC8272C,NUM::CV_TAXA_ALVO_DIARIA::POSITIVO + GENE_9A65B167E88D + GENE_9F81AAC8272C,NUM|DESCONHECIDA|DESCONHECIDA,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,25.92478482,50,80,54.8285519743,EVIDENCIA_BAIXA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_A43830A1C30B,1749,TRIPLET,CTRIP_A0206465C783,TRIP_710D91B140C9,3,1,GENE_39C0D2FA8D0F|GENE_61447D78C854|GENE_8FC3D8F1510A,GENE_39C0D2FA8D0F + GENE_61447D78C854 + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO,DESCONHECIDA|DESCONHECIDA|NUM,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,25.92478482,50,80,54.8285519743,EVIDENCIA_BAIXA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_A4A2E40ABC34,1750,TRIPLET,CTRIP_B34D4C22F89E,TRIP_55B7724AB0F7,3,1,GENE_1B7B64EFC091|GENE_375C727503E6|GENE_8FC3D8F1510A,GENE_1B7B64EFC091 + GENE_375C727503E6 + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO,DESCONHECIDA|DESCONHECIDA|NUM,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,25.92478482,50,80,54.8285519743,EVIDENCIA_BAIXA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_A4E8815C3C51,1751,TRIPLET,CTRIP_838AD32AC406,TRIP_7C049BCBC4A6,3,1,GENE_8FC3D8F1510A|GENE_C8659A968DF1|GENE_F788D1793F39,NUM::CV_TAXA_ALVO_DIARIA::POSITIVO + GENE_C8659A968DF1 + GENE_F788D1793F39,NUM|DESCONHECIDA|DESCONHECIDA,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,25.92478482,50,80,54.8285519743,EVIDENCIA_BAIXA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_A5048C393AF8,1752,TRIPLET,CTRIP_D5F2672DDEBA,TRIP_92BB2427CEBA,3,1,GENE_1B37942BEB41|GENE_8DF207020BCE|GENE_8FC3D8F1510A,GENE_1B37942BEB41 + GENE_8DF207020BCE + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO,DESCONHECIDA|DESCONHECIDA|NUM,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,25.92478482,50,80,54.8285519743,EVIDENCIA_BAIXA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_A55BCBDE00CB,1753,TRIPLET,CTRIP_C9CA17CCC099,TRIP_835A5B53A2E9,3,1,GENE_3B3714C087ED|GENE_8FC3D8F1510A|GENE_BAEE17666C06,GENE_3B3714C087ED + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO + GENE_BAEE17666C06,DESCONHECIDA|NUM|DESCONHECIDA,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,25.92478482,50,80,54.8285519743,EVIDENCIA_BAIXA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_A55BDD8B841B,1754,TRIPLET,CTRIP_D09F2269BF27,TRIP_17A863EC6BE5,3,1,GENE_4A0FB2BB16B7|GENE_8FC3D8F1510A|GENE_C2B6AA9300BD,GENE_4A0FB2BB16B7 + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO + GENE_C2B6AA9300BD,DESCONHECIDA|NUM|DESCONHECIDA,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,25.92478482,50,80,54.8285519743,EVIDENCIA_BAIXA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_A62E9F00C215,1755,TRIPLET,CTRIP_3C1F0B6EA059,TRIP_68748CC488B5,3,1,GENE_035C4B2B0FFF|GENE_773483BF6143|GENE_8FC3D8F1510A,GENE_035C4B2B0FFF + GENE_773483BF6143 + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO,DESCONHECIDA|DESCONHECIDA|NUM,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,25.92478482,50,80,54.8285519743,EVIDENCIA_BAIXA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_A63429615ADC,1756,TRIPLET,CTRIP_5EBECA6FF55B,TRIP_55995C15630D,3,1,GENE_1B7B64EFC091|GENE_8FC3D8F1510A|GENE_F1375B0170A9,GENE_1B7B64EFC091 + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO + GENE_F1375B0170A9,DESCONHECIDA|NUM|DESCONHECIDA,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,25.92478482,50,80,54.8285519743,EVIDENCIA_BAIXA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_A68D3D52AE09,1757,TRIPLET,CTRIP_753B916F0286,TRIP_8F06E91DAF48,3,1,GENE_76AB2074B639|GENE_8DF207020BCE|GENE_8FC3D8F1510A,GENE_76AB2074B639 + GENE_8DF207020BCE + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO,DESCONHECIDA|DESCONHECIDA|NUM,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,25.92478482,50,80,54.8285519743,EVIDENCIA_BAIXA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_A6ACF2B3848B,1758,TRIPLET,CTRIP_9AA9397A6E1C,TRIP_363869D24D1D,3,1,GENE_7093592BE550|GENE_8FC3D8F1510A|GENE_BAEE17666C06,GENE_7093592BE550 + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO + GENE_BAEE17666C06,DESCONHECIDA|NUM|DESCONHECIDA,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,25.92478482,50,80,54.8285519743,EVIDENCIA_BAIXA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_A6F8A41287CD,1759,TRIPLET,CTRIP_C231BA616957,TRIP_66C343EB639C,3,1,GENE_39C0D2FA8D0F|GENE_8FC3D8F1510A|GENE_9F81AAC8272C,GENE_39C0D2FA8D0F + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO + GENE_9F81AAC8272C,DESCONHECIDA|NUM|DESCONHECIDA,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,25.92478482,50,80,54.8285519743,EVIDENCIA_BAIXA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_A6FC0C5FBC01,1760,TRIPLET,CTRIP_E431DA895A1C,TRIP_4358D6AD37DD,3,1,GENE_14882DFD3B6D|GENE_1B7B64EFC091|GENE_8FC3D8F1510A,GENE_14882DFD3B6D + GENE_1B7B64EFC091 + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO,DESCONHECIDA|DESCONHECIDA|NUM,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,25.92478482,50,80,54.8285519743,EVIDENCIA_BAIXA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_A74B90433145,1761,TRIPLET,CTRIP_1FAA6013F31F,TRIP_20757F8EC0B4,3,1,GENE_1B37942BEB41|GENE_4A231073E368|GENE_8FC3D8F1510A,GENE_1B37942BEB41 + GENE_4A231073E368 + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO,DESCONHECIDA|DESCONHECIDA|NUM,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,25.92478482,50,80,54.8285519743,EVIDENCIA_BAIXA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_A7D4FDDF22DC,1762,TRIPLET,CTRIP_2CB712C38E0B,TRIP_01E6FDDC7489,3,1,GENE_8FC3D8F1510A|GENE_9BAFBDF14400|GENE_C2B6AA9300BD,NUM::CV_TAXA_ALVO_DIARIA::POSITIVO + GENE_9BAFBDF14400 + GENE_C2B6AA9300BD,NUM|DESCONHECIDA|DESCONHECIDA,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,25.92478482,50,80,54.8285519743,EVIDENCIA_BAIXA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_A800C867331A,1763,TRIPLET,CTRIP_B5E7308DAA5A,TRIP_82142D357B5A,3,1,GENE_1B37942BEB41|GENE_8FC3D8F1510A|GENE_EFF8628D99DA,GENE_1B37942BEB41 + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO + GENE_EFF8628D99DA,DESCONHECIDA|NUM|DESCONHECIDA,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,25.92478482,50,80,54.8285519743,EVIDENCIA_BAIXA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_A918DFAE7038,1764,TRIPLET,CTRIP_074E63C7FF9A,TRIP_7396D42B71BA,3,1,GENE_7093592BE550|GENE_8FC3D8F1510A|GENE_F206ABCF3D62,GENE_7093592BE550 + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO + GENE_F206ABCF3D62,DESCONHECIDA|NUM|DESCONHECIDA,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,25.92478482,50,80,54.8285519743,EVIDENCIA_BAIXA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_A952D0CC9D6E,1765,TRIPLET,CTRIP_6D0387E232EF,TRIP_733DF37B1AFA,3,1,GENE_1B7B64EFC091|GENE_8FC3D8F1510A|GENE_9BAFBDF14400,GENE_1B7B64EFC091 + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO + GENE_9BAFBDF14400,DESCONHECIDA|NUM|DESCONHECIDA,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,25.92478482,50,80,54.8285519743,EVIDENCIA_BAIXA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_A96860417828,1766,TRIPLET,CTRIP_1C684B2104C9,TRIP_270E5CD2CAA6,3,1,GENE_18BF3F5C97E0|GENE_8FC3D8F1510A|GENE_B5B05E989AB1,GENE_18BF3F5C97E0 + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO + GENE_B5B05E989AB1,DESCONHECIDA|NUM|DESCONHECIDA,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,25.92478482,50,80,54.8285519743,EVIDENCIA_BAIXA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_A97ED9F04C18,1767,TRIPLET,CTRIP_996F7CF451B6,TRIP_5F2241DE136A,3,1,GENE_67B04509C20C|GENE_8FC3D8F1510A|GENE_9F81AAC8272C,GENE_67B04509C20C + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO + GENE_9F81AAC8272C,DESCONHECIDA|NUM|DESCONHECIDA,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,25.92478482,50,80,54.8285519743,EVIDENCIA_BAIXA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_AA2D42F03860,1768,TRIPLET,CTRIP_F4976F8EF334,TRIP_49D9CC4DD152,3,1,GENE_2224BF0E6480|GENE_8FC3D8F1510A|GENE_B72467C5FDE9,GENE_2224BF0E6480 + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO + GENE_B72467C5FDE9,DESCONHECIDA|NUM|DESCONHECIDA,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,25.92478482,50,80,54.8285519743,EVIDENCIA_BAIXA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_AAA0BCC93E3D,1769,TRIPLET,CTRIP_67663E7E4B1F,TRIP_4F39DD341DE7,3,1,GENE_035C4B2B0FFF|GENE_6C2EEC3CDEEE|GENE_8FC3D8F1510A,GENE_035C4B2B0FFF + GENE_6C2EEC3CDEEE + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO,DESCONHECIDA|DESCONHECIDA|NUM,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,25.92478482,50,80,54.8285519743,EVIDENCIA_BAIXA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_AB9AA37261FE,1770,TRIPLET,CTRIP_EBF22752C441,TRIP_2E617A931678,3,1,GENE_6C2EEC3CDEEE|GENE_7093592BE550|GENE_8FC3D8F1510A,GENE_6C2EEC3CDEEE + GENE_7093592BE550 + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO,DESCONHECIDA|DESCONHECIDA|NUM,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,25.92478482,50,80,54.8285519743,EVIDENCIA_BAIXA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_AC402A7FF366,1771,TRIPLET,CTRIP_849D6038CFB6,TRIP_48016A63ACE3,3,1,GENE_1B7B64EFC091|GENE_76AB2074B639|GENE_8FC3D8F1510A,GENE_1B7B64EFC091 + GENE_76AB2074B639 + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO,DESCONHECIDA|DESCONHECIDA|NUM,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,25.92478482,50,80,54.8285519743,EVIDENCIA_BAIXA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_ACD172410CE1,1772,TRIPLET,CTRIP_F6190D83680A,TRIP_8A2A0755CDD9,3,1,GENE_67B04509C20C|GENE_8FC3D8F1510A|GENE_C8659A968DF1,GENE_67B04509C20C + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO + GENE_C8659A968DF1,DESCONHECIDA|NUM|DESCONHECIDA,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,25.92478482,50,80,54.8285519743,EVIDENCIA_BAIXA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_ACDA693F88D8,1773,TRIPLET,CTRIP_433DAF43E38A,TRIP_5D06DD7ABE08,3,1,GENE_8DF207020BCE|GENE_8FC3D8F1510A|GENE_9A65B167E88D,GENE_8DF207020BCE + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO + GENE_9A65B167E88D,DESCONHECIDA|NUM|DESCONHECIDA,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,25.92478482,50,80,54.8285519743,EVIDENCIA_BAIXA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_AD2E019E0C3F,1774,TRIPLET,CTRIP_0E7E5432BAA2,TRIP_11B9B4E0EF3B,3,1,GENE_773483BF6143|GENE_8FC3D8F1510A|GENE_A0AD854DCA9C,GENE_773483BF6143 + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO + GENE_A0AD854DCA9C,DESCONHECIDA|NUM|DESCONHECIDA,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,25.92478482,50,80,54.8285519743,EVIDENCIA_BAIXA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_AD2F8FFCE91D,1775,TRIPLET,CTRIP_CBE9E43491E8,TRIP_6BB96BEC3CAA,3,1,GENE_39C0D2FA8D0F|GENE_8FC3D8F1510A|GENE_D458F8F86E0D,GENE_39C0D2FA8D0F + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO + GENE_D458F8F86E0D,DESCONHECIDA|NUM|DESCONHECIDA,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,25.92478482,50,80,54.8285519743,EVIDENCIA_BAIXA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_AE3A260D5018,1776,TRIPLET,CTRIP_6AD447AD80AD,TRIP_5A677142E97B,3,1,GENE_4A231073E368|GENE_8FC3D8F1510A|GENE_9A65B167E88D,GENE_4A231073E368 + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO + GENE_9A65B167E88D,DESCONHECIDA|NUM|DESCONHECIDA,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,25.92478482,50,80,54.8285519743,EVIDENCIA_BAIXA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_AEE8C7FAFC30,1777,TRIPLET,CTRIP_AD672F16ADAC,TRIP_63E7A27ADAFB,3,1,GENE_2224BF0E6480|GENE_8FC3D8F1510A|GENE_A46719CEF957,GENE_2224BF0E6480 + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO + GENE_A46719CEF957,DESCONHECIDA|NUM|DESCONHECIDA,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,25.92478482,50,80,54.8285519743,EVIDENCIA_BAIXA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_AF02EA041059,1778,TRIPLET,CTRIP_5F785C413D1F,TRIP_385E2F2B6F97,3,1,GENE_7F3DEF113C57|GENE_8FC3D8F1510A|GENE_DC7ACBC144F9,GENE_7F3DEF113C57 + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO + GENE_DC7ACBC144F9,DESCONHECIDA|NUM|DESCONHECIDA,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,25.92478482,50,80,54.8285519743,EVIDENCIA_BAIXA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_AF0604044532,1779,TRIPLET,CTRIP_AD2003D87856,TRIP_1B550717737E,3,1,GENE_8FC3D8F1510A|GENE_B5B05E989AB1|GENE_E723E2D3D808,NUM::CV_TAXA_ALVO_DIARIA::POSITIVO + GENE_B5B05E989AB1 + GENE_E723E2D3D808,NUM|DESCONHECIDA|DESCONHECIDA,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,25.92478482,50,80,54.8285519743,EVIDENCIA_BAIXA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_AF37CDC9782C,1780,TRIPLET,CTRIP_C69F70A155AE,TRIP_972BD7AB77E8,3,1,GENE_035C4B2B0FFF|GENE_8FC3D8F1510A|GENE_F788D1793F39,GENE_035C4B2B0FFF + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO + GENE_F788D1793F39,DESCONHECIDA|NUM|DESCONHECIDA,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,25.92478482,50,80,54.8285519743,EVIDENCIA_BAIXA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_AF386CCBF60E,1781,TRIPLET,CTRIP_8EB494EBEB72,TRIP_6987CAC9E07E,3,1,GENE_8FC3D8F1510A|GENE_92D9825D8693|GENE_C2B6AA9300BD,NUM::CV_TAXA_ALVO_DIARIA::POSITIVO + GENE_92D9825D8693 + GENE_C2B6AA9300BD,NUM|DESCONHECIDA|DESCONHECIDA,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,25.92478482,50,80,54.8285519743,EVIDENCIA_BAIXA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_B03D908244E1,1782,TRIPLET,CTRIP_D8A3EE9FD698,TRIP_216CD5042525,3,1,GENE_18BF3F5C97E0|GENE_4A0FB2BB16B7|GENE_8FC3D8F1510A,GENE_18BF3F5C97E0 + GENE_4A0FB2BB16B7 + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO,DESCONHECIDA|DESCONHECIDA|NUM,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,25.92478482,50,80,54.8285519743,EVIDENCIA_BAIXA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_B05624FF4345,1783,TRIPLET,CTRIP_FEB31A7D53FD,TRIP_3F8490FEFB97,3,1,GENE_8FC3D8F1510A|GENE_A0AD854DCA9C|GENE_B72467C5FDE9,NUM::CV_TAXA_ALVO_DIARIA::POSITIVO + GENE_A0AD854DCA9C + GENE_B72467C5FDE9,NUM|DESCONHECIDA|DESCONHECIDA,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,25.92478482,50,80,54.8285519743,EVIDENCIA_BAIXA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_B0A732F53C92,1784,TRIPLET,CTRIP_6E425A301DC0,TRIP_7CE026AF4661,3,1,GENE_8FC3D8F1510A|GENE_92D9825D8693|GENE_C8659A968DF1,NUM::CV_TAXA_ALVO_DIARIA::POSITIVO + GENE_92D9825D8693 + GENE_C8659A968DF1,NUM|DESCONHECIDA|DESCONHECIDA,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,25.92478482,50,80,54.8285519743,EVIDENCIA_BAIXA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_B186C1A0EAED,1785,TRIPLET,CTRIP_FA9548EC204B,TRIP_7F8226B0CE9F,3,1,GENE_61447D78C854|GENE_773483BF6143|GENE_8FC3D8F1510A,GENE_61447D78C854 + GENE_773483BF6143 + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO,DESCONHECIDA|DESCONHECIDA|NUM,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,25.92478482,50,80,54.8285519743,EVIDENCIA_BAIXA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_B197203E7787,1786,TRIPLET,CTRIP_4E98C2991330,TRIP_82E1439B38F5,3,1,GENE_276A34905D7D|GENE_8FC3D8F1510A|GENE_F9E633166998,GENE_276A34905D7D + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO + GENE_F9E633166998,DESCONHECIDA|NUM|DESCONHECIDA,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,25.92478482,50,80,54.8285519743,EVIDENCIA_BAIXA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_B1CE69CC1149,1787,TRIPLET,CTRIP_2219651E58D5,TRIP_580FCA54A23C,3,1,GENE_67B04509C20C|GENE_8FC3D8F1510A|GENE_B72467C5FDE9,GENE_67B04509C20C + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO + GENE_B72467C5FDE9,DESCONHECIDA|NUM|DESCONHECIDA,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,25.92478482,50,80,54.8285519743,EVIDENCIA_BAIXA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
